node,stopping_time,total_stopping_time,maximum_excursion,binary_length,parity_vector_length,in_degree,out_degree,distance_from_root,ancestor_count,branching_factor,level_set,umap_1,umap_2
26173,3,139,78520,15,139,0,0,-1,1,0,-1,5.647714,5.170969
26174,1,108,198772,15,108,0,1,-1,1,0,-1,4.067976,6.976332
26175,16,108,596320,15,108,0,0,-1,1,0,-1,3.8055303,4.9780045
26176,1,46,26176,15,46,1,1,46,2,1,46,4.420179,5.4492545
26177,3,139,78532,15,139,0,0,-1,1,0,-1,5.680507,6.355925
26178,1,139,39268,15,139,0,1,139,1,0,139,5.2666426,2.88304
26179,6,139,117808,15,139,0,0,-1,1,0,-1,4.4095826,4.421001
26180,1,139,26180,15,139,0,1,139,1,0,139,4.3008075,3.1070685
26181,3,139,78544,15,139,0,0,-1,1,0,-1,4.9858675,7.350057
26182,1,139,58912,15,139,1,1,-1,2,1,-1,2.4837155,4.7062125
26183,16,77,176740,15,77,0,0,-1,1,0,-1,4.2284527,7.1450887
26184,1,139,26184,15,139,0,1,139,1,0,139,5.280048,6.5965486
26185,3,77,132568,15,77,0,0,-1,1,0,-1,5.1775174,6.478833
26186,1,139,39280,15,139,0,1,139,1,0,139,4.6514006,5.545169
26187,8,139,117844,15,139,0,0,-1,1,0,-1,6.3134227,4.838904
26188,1,139,29464,15,139,1,1,139,2,1,139,4.182779,3.7067573
26189,3,139,78568,15,139,0,0,-1,1,0,-1,5.4117517,5.895646
26190,1,77,125872,15,77,0,1,-1,1,0,-1,3.7081351,5.7943234
26191,13,77,265192,15,77,0,0,-1,1,0,-1,4.021829,6.5591273
26192,1,46,26192,15,46,0,1,46,1,0,46,6.9056325,6.1216536
26193,3,126,78580,15,126,0,0,-1,1,0,-1,6.078788,4.5257998
26194,1,126,149200,15,126,1,1,-1,2,1,-1,5.410607,5.3407054
26195,6,126,149200,15,126,0,0,-1,1,0,-1,3.1284842,4.0572567
26196,1,46,26196,15,46,0,1,46,1,0,46,3.998753,5.842073
26197,3,46,78592,15,46,0,0,-1,1,0,-1,4.8616395,4.4642596
26198,1,51,58948,15,51,0,1,-1,1,0,-1,4.9199986,5.229081
26199,8,51,176848,15,51,0,0,-1,1,0,-1,4.987705,3.1881955
26200,1,139,26200,15,139,1,1,139,2,1,139,5.402255,6.0238094
26201,3,51,88432,15,51,0,0,-1,1,0,-1,3.8633015,6.2925773
26202,1,139,39304,15,139,0,1,139,1,0,139,6.1207266,5.3652234
26203,37,108,283336,15,108,0,0,-1,1,0,-1,5.3846507,3.6068172
26204,1,139,44224,15,139,0,1,139,1,0,139,4.970261,5.081047
26205,3,139,78616,15,139,0,0,-1,1,0,-1,5.2706695,3.8110957
26206,1,139,132676,15,139,1,1,-1,2,1,-1,4.41976,4.659254
26207,13,139,398032,15,139,0,0,-1,1,0,-1,5.83785,4.308944
26208,1,46,26208,15,46,0,1,46,1,0,46,4.744654,7.352311
26209,3,51,99520,15,51,0,0,-1,1,0,-1,5.528358,5.875005
26210,1,139,39316,15,139,0,1,139,1,0,139,4.693497,3.5721862
26211,6,139,117952,15,139,0,0,-1,1,0,-1,6.347893,5.59503
26212,1,139,26212,15,139,1,1,139,2,1,139,2.697114,3.63532
26213,3,139,78640,15,139,0,0,-1,1,0,-1,4.8106427,6.1006055
26214,1,139,58984,15,139,0,1,-1,1,0,-1,4.421615,2.8337314
26215,34,108,447928,15,108,0,0,-1,1,0,-1,5.7791715,3.5098708
26216,1,46,26216,15,46,0,1,46,1,0,46,5.070084,6.395982
26217,3,108,255472,15,108,0,0,-1,1,0,-1,4.4071746,3.2346516
26218,1,46,39328,15,46,1,1,46,2,1,46,3.4485703,6.2682242
26219,8,170,117988,15,170,0,0,-1,1,0,-1,4.108354,6.2817383
26220,1,51,74680,15,51,0,1,-1,1,0,-1,4.6638207,5.526774
26221,3,51,78664,15,51,0,0,-1,1,0,-1,4.49944,5.7521653
26222,1,51,88504,15,51,0,1,-1,1,0,-1,5.698111,4.2761593
26223,19,51,298708,15,51,0,0,-1,1,0,-1,5.11738,2.947752
26224,1,108,95956,15,108,1,1,-1,2,1,-1,5.534597,3.4901023
26225,3,46,78676,15,46,0,0,-1,1,0,-1,4.1360865,3.4665184
26226,1,170,53188,15,170,0,1,-1,1,0,-1,5.704706,3.1057992
26227,6,170,118024,15,170,0,0,-1,1,0,-1,5.184892,5.8222675
26228,1,108,95956,15,108,0,1,-1,1,0,-1,5.614663,4.967377
26229,3,108,95956,15,108,0,0,-1,1,0,-1,4.7890215,3.1751785
26230,1,108,95956,15,108,1,1,-1,2,1,-1,4.796997,3.1566865
26231,8,108,177064,15,108,0,0,-1,1,0,-1,6.9019513,4.9769325
26232,1,108,95956,15,108,0,1,-1,1,0,-1,3.5928755,5.3521967
26233,3,51,149416,15,51,0,0,-1,1,0,-1,3.3993769,5.614
26234,1,108,95956,15,108,0,1,-1,1,0,-1,2.9774299,5.7195587
26235,13,108,132820,15,108,0,0,-1,1,0,-1,3.1976545,3.6641972
26236,1,51,112084,15,51,1,1,-1,2,1,-1,5.1182404,6.25518
26237,3,51,112084,15,51,0,0,-1,1,0,-1,6.055131,4.1128216
26238,1,51,298888,15,51,0,1,-1,1,0,-1,4.322007,6.1687064
26239,68,152,1702276,15,152,0,0,-1,1,0,-1,3.6725523,2.956875
26240,1,33,26240,15,33,0,1,33,1,0,33,5.260224,4.9447603
26241,3,139,359152,15,139,0,0,-1,1,0,-1,3.2452583,6.0976615
26242,1,46,39364,15,46,1,1,46,2,1,46,5.718629,6.4110627
26243,6,46,118096,15,46,0,0,-1,1,0,-1,6.92157,5.4328413
26244,1,77,26244,15,77,0,1,77,1,0,77,5.247174,4.2103553
26245,3,77,78736,15,77,0,0,-1,1,0,-1,5.5056906,5.5016623
26246,1,77,59056,15,77,0,1,-1,1,0,-1,5.0193567,4.7551823
26247,11,139,177172,15,139,0,0,-1,1,0,-1,5.8085575,4.6311674
26248,1,77,26248,15,77,1,1,77,2,1,77,3.6047473,3.8135602
26249,3,108,224260,15,108,0,0,-1,1,0,-1,6.417614,5.9632406
26250,1,77,39376,15,77,0,1,77,1,0,77,3.8481183,4.611487
26251,8,77,118132,15,77,0,0,-1,1,0,-1,4.103279,6.42011
26252,1,77,29536,15,77,0,1,77,1,0,77,5.100071,4.4685407
26253,3,77,78760,15,77,0,0,-1,1,0,-1,4.033405,5.866363
26254,1,51,189268,15,51,1,1,-1,2,1,-1,3.8319056,6.711123
26255,11,51,265840,15,51,0,0,-1,1,0,-1,3.7483947,4.0772886
26256,1,77,26256,15,77,0,1,77,1,0,77,5.930138,5.6651816
26257,3,77,78772,15,77,0,0,-1,1,0,-1,4.7370334,5.0627656
26258,1,77,66472,15,77,0,1,-1,1,0,-1,5.9577203,4.435549
26259,6,77,118168,15,77,0,0,-1,1,0,-1,3.712419,5.285782
26260,1,77,26260,15,77,1,1,77,2,1,77,5.0953484,6.198635
26261,3,77,78784,15,77,0,0,-1,1,0,-1,5.953427,3.4848688
26262,1,77,59092,15,77,0,1,-1,1,0,-1,2.6250823,5.3091254
26263,8,77,177280,15,77,0,0,-1,1,0,-1,4.558103,5.2213955
26264,1,77,26264,15,77,0,1,77,1,0,77,2.8138986,5.705463
26265,3,77,88648,15,77,0,0,-1,1,0,-1,5.1578813,4.864558
26266,1,77,39400,15,77,1,1,77,2,1,77,4.803657,3.051199
26267,24,126,336616,15,126,0,0,-1,1,0,-1,5.1216526,3.676047
26268,1,77,49876,15,77,0,1,77,1,0,77,4.040343,5.9855905
26269,3,77,78808,15,77,0,0,-1,1,0,-1,3.1562767,4.052822
26270,1,77,133000,15,77,0,1,-1,1,0,-1,3.6337829,3.908489
26271,65,245,3455296,15,245,0,0,-1,1,0,-1,2.988029,5.8732324
26272,1,33,26272,15,33,1,1,33,2,1,33,4.73843,6.3437786
26273,3,201,269728,15,201,0,0,-1,1,0,-1,5.745892,6.4036107
26274,1,214,250504,15,214,0,1,-1,1,0,-1,5.9213014,5.8177238
26275,6,214,250504,15,214,0,0,-1,1,0,-1,5.5375857,6.715834
26276,1,214,250504,15,214,0,1,-1,1,0,-1,3.4070988,6.1255445
26277,3,214,250504,15,214,0,0,-1,1,0,-1,6.7973866,4.45716
26278,1,214,250504,15,214,1,1,-1,2,1,-1,4.843847,6.5884724
26279,19,77,224512,15,77,0,0,-1,1,0,-1,4.6175327,4.596957
26280,1,33,26280,15,33,0,1,33,1,0,33,3.3331966,4.5328035
26281,3,100,1010392,15,100,0,0,-1,1,0,-1,2.7400799,5.6000733
26282,1,33,39424,15,33,0,1,33,1,0,33,5.394959,2.9949625
26283,8,214,250504,15,214,0,0,-1,1,0,-1,5.381634,5.649828
26284,1,64,94768,15,64,1,1,-1,2,1,-1,4.078326,3.620784
26285,3,64,94768,15,64,0,0,-1,1,0,-1,4.3435235,5.2713575
26286,1,64,94768,15,64,0,1,-1,1,0,-1,5.209954,5.1508327
26287,13,108,479680,15,108,0,0,-1,1,0,-1,6.6237364,3.8761938
26288,1,77,26288,15,77,0,1,77,1,0,77,6.786099,5.4642344
26289,3,46,78868,15,46,0,0,-1,1,0,-1,6.3795595,4.1775446
26290,1,46,44368,15,46,1,1,46,2,1,46,4.088738,4.1111445
26291,6,46,118312,15,46,0,0,-1,1,0,-1,4.3734365,5.089219
26292,1,77,26292,15,77,0,1,77,1,0,77,6.502268,3.4884963
26293,3,77,78880,15,77,0,0,-1,1,0,-1,3.5097497,4.928146
26294,1,64,99844,15,64,0,1,-1,1,0,-1,5.1869283,5.736362
26295,8,64,177496,15,64,0,0,-1,1,0,-1,5.012474,5.305312
26296,1,77,26296,15,77,1,1,77,2,1,77,2.4285088,5.035163
26297,3,64,88756,15,64,0,0,-1,1,0,-1,4.249476,4.215657
26298,1,77,39448,15,77,0,1,77,1,0,77,4.8454347,5.0490165
26299,11,64,133144,15,64,0,0,-1,1,0,-1,5.374782,3.9043005
26300,1,77,66580,15,77,0,1,-1,1,0,-1,4.6045594,5.7747364
26301,3,77,78904,15,77,0,0,-1,1,0,-1,5.193232,3.2415733
26302,1,77,199744,15,77,1,1,-1,2,1,-1,3.8254805,3.081002
26303,21,64,599236,15,64,0,0,-1,1,0,-1,3.8587384,5.920737
26304,1,139,26304,15,139,0,1,139,1,0,139,3.2809415,4.3572955
26305,3,77,78916,15,77,0,0,-1,1,0,-1,6.173328,3.0647304
26306,1,100,84292,15,100,0,1,-1,1,0,-1,5.407455,4.8116856
26307,6,100,118384,15,100,0,0,-1,1,0,-1,6.006297,5.443852
26308,1,139,26308,15,139,1,1,139,2,1,139,6.0069976,6.7972183
26309,3,139,78928,15,139,0,0,-1,1,0,-1,4.6198535,4.512984
26310,1,139,59200,15,139,0,1,-1,1,0,-1,4.209376,3.20727
26311,13,77,177604,15,77,0,0,-1,1,0,-1,6.8853908,4.3074913
26312,1,139,26312,15,139,0,1,139,1,0,139,6.7476897,6.244853
26313,3,77,133216,15,77,0,0,-1,1,0,-1,3.8093772,5.625906
26314,1,139,39472,15,139,1,1,139,2,1,139,4.340498,3.9801526
26315,8,77,118420,15,77,0,0,-1,1,0,-1,3.996646,5.923557
26316,1,139,29608,15,139,0,1,139,1,0,139,5.3144617,6.12988
26317,3,139,78952,15,139,0,0,-1,1,0,-1,5.5949836,4.884381
26318,1,214,505924,15,214,0,1,-1,1,0,-1,5.4294777,3.1043
26319,32,214,505924,15,214,0,0,-1,1,0,-1,6.4893675,5.2542186
26320,1,139,26320,15,139,1,1,139,2,1,139,5.001211,5.142601
26321,3,201,144340,15,201,0,0,-1,1,0,-1,3.5290027,5.700741
26322,1,201,144340,15,201,0,1,-1,1,0,-1,4.6414256,6.6470084
26323,6,201,144340,15,201,0,0,-1,1,0,-1,3.9401987,5.713736
26324,1,139,26324,15,139,0,1,139,1,0,139,3.5524814,6.0417814
26325,3,139,78976,15,139,0,0,-1,1,0,-1,3.1501532,3.989241
26326,1,139,59236,15,139,1,1,-1,2,1,-1,6.1919208,6.104415
26327,8,139,177712,15,139,0,0,-1,1,0,-1,3.8669052,3.69522
26328,1,139,26328,15,139,0,1,139,1,0,139,4.570268,3.703011
26329,3,139,88864,15,139,0,0,-1,1,0,-1,5.694255,4.3418903
26330,1,139,39496,15,139,0,1,139,1,0,139,3.740347,3.1959734
26331,13,170,199960,15,170,0,0,-1,1,0,-1,3.3869975,4.1840653
26332,1,139,44440,15,139,1,1,139,2,1,139,6.7297783,6.057497
26333,3,139,79000,15,139,0,0,-1,1,0,-1,6.2507396,3.971152
26334,1,170,149992,15,170,0,1,-1,1,0,-1,4.058545,4.0045743
26335,16,170,399976,15,170,0,0,-1,1,0,-1,5.6567807,7.006167
26336,1,139,26336,15,139,0,1,139,1,0,139,2.8671684,6.183709
26337,3,64,427192,15,64,0,0,-1,1,0,-1,6.2379446,6.1237216
26338,1,139,39508,15,139,1,1,139,2,1,139,5.3181725,3.3159368
26339,6,139,118528,15,139,0,0,-1,1,0,-1,4.794946,5.481056
26340,1,139,26340,15,139,0,1,139,1,0,139,5.464081,4.836468
26341,3,139,79024,15,139,0,0,-1,1,0,-1,4.6909375,4.498778
26342,1,139,59272,15,139,0,1,-1,1,0,-1,5.559934,4.988877
26343,26,100,337588,15,100,0,0,-1,1,0,-1,3.2465672,5.6779814
26344,1,139,26344,15,139,1,1,139,2,1,139,5.315381,5.2553115
26345,3,100,320488,15,100,0,0,-1,1,0,-1,5.8775744,4.358151
26346,1,139,39520,15,139,0,1,139,1,0,139,5.441027,4.767465
26347,8,170,150064,15,170,0,0,-1,1,0,-1,4.217169,3.940197
26348,1,170,33352,15,170,0,1,170,1,0,170,2.7559764,6.15989
26349,3,170,79048,15,170,0,0,-1,1,0,-1,6.1501465,5.8818784
26350,1,170,88936,15,170,1,1,-1,2,1,-1,2.7262409,5.099594
26351,26,77,675376,15,77,0,0,-1,1,0,-1,5.127685,5.3919587
26352,1,139,26352,15,139,0,1,139,1,0,139,4.0703926,5.911523
26353,3,139,79060,15,139,0,0,-1,1,0,-1,3.7251859,5.0484986
26354,1,170,126664,15,170,0,1,-1,1,0,-1,3.6338575,4.736938
26355,6,170,126664,15,170,0,0,-1,1,0,-1,6.442851,3.8227565
26356,1,139,26356,15,139,1,1,139,2,1,139,2.3416061,5.5986466
26357,3,139,79072,15,139,0,0,-1,1,0,-1,5.026225,6.674147
26358,1,126,190024,15,126,0,1,-1,1,0,-1,4.308004,6.4943504
26359,8,126,190024,15,126,0,0,-1,1,0,-1,3.6757245,4.096879
26360,1,139,50056,15,139,0,1,-1,1,0,-1,5.9965277,5.7991896
26361,3,139,100096,15,139,0,0,-1,1,0,-1,3.4045432,4.0207267
26362,1,139,50056,15,139,1,1,-1,2,1,-1,5.1310577,3.601911
26363,19,100,225232,15,100,0,0,-1,1,0,-1,4.7665906,5.110045
26364,1,245,975400,15,245,0,1,-1,1,0,-1,3.1323776,6.1208243
26365,3,245,975400,15,245,0,0,-1,1,0,-1,3.2375615,4.293479
26366,1,245,975400,15,245,0,1,-1,1,0,-1,3.1611023,4.8871155
26367,26,100,1520512,15,100,0,0,-1,1,0,-1,4.449924,6.292928
26368,1,95,26368,15,95,1,1,95,2,1,95,5.1102247,2.5541215
26369,3,139,79108,15,139,0,0,-1,1,0,-1,6.486147,5.2121778
26370,1,126,39556,15,126,0,1,126,1,0,126,3.361849,4.9619737
26371,6,126,118672,15,126,0,0,-1,1,0,-1,5.5203624,3.5122886
26372,1,126,26372,15,126,0,1,126,1,0,126,5.8209147,3.5595372
26373,3,126,79120,15,126,0,0,-1,1,0,-1,5.0654016,6.823828
26374,1,126,59344,15,126,1,1,-1,2,1,-1,5.0249166,3.9240232
26375,11,126,178036,15,126,0,0,-1,1,0,-1,6.663613,6.0357385
26376,1,126,42280,15,126,0,1,126,1,0,126,7.138427,4.4899073
26377,3,77,253528,15,77,0,0,-1,1,0,-1,5.9352026,3.481942
26378,1,126,42280,15,126,0,1,126,1,0,126,4.0851235,4.3504667
26379,8,77,118708,15,77,0,0,-1,1,0,-1,3.918735,5.066503
26380,1,126,42280,15,126,1,1,126,2,1,126,6.027558,5.772197
26381,3,126,79144,15,126,0,0,-1,1,0,-1,3.7006865,6.5765314
26382,1,126,89044,15,126,0,1,-1,1,0,-1,4.114343,7.1471343
26383,11,126,267136,15,126,0,0,-1,1,0,-1,6.7824736,6.298505
26384,1,33,26384,15,33,0,1,33,1,0,33,6.0603104,3.2267046
26385,3,126,79156,15,126,0,0,-1,1,0,-1,6.7304764,4.100418
26386,1,126,84544,15,126,1,1,-1,2,1,-1,3.8075492,4.7856464
26387,6,126,118744,15,126,0,0,-1,1,0,-1,4.3033643,3.009727
26388,1,33,26388,15,33,0,1,33,1,0,33,5.469864,2.883237
26389,3,33,79168,15,33,0,0,-1,1,0,-1,6.743157,4.931772
26390,1,245,481624,15,245,0,1,-1,1,0,-1,5.932718,4.121311
26391,8,245,481624,15,245,0,0,-1,1,0,-1,2.74968,4.0424943
26392,1,33,26392,15,33,1,1,33,2,1,33,3.5066512,6.447797
26393,3,245,481624,15,245,0,0,-1,1,0,-1,5.6736393,3.1139328
26394,1,33,39592,15,33,0,1,33,1,0,33,6.4392753,5.966279
26395,63,152,6171712,15,152,0,0,-1,1,0,-1,6.1643987,5.892049
26396,1,100,67768,15,100,0,1,-1,1,0,-1,6.0974965,5.2953005
26397,3,100,79192,15,100,0,0,-1,1,0,-1,3.4811363,4.838421
26398,1,100,133648,15,100,1,1,-1,2,1,-1,3.9246893,6.612844
26399,19,139,400948,15,139,0,0,-1,1,0,-1,3.4063509,3.9214149
26400,1,139,26400,15,139,0,1,139,1,0,139,6.1214457,5.124963
26401,3,139,79204,15,139,0,0,-1,1,0,-1,3.014422,6.029807
26402,1,77,39604,15,77,0,1,77,1,0,77,3.0929425,5.879935
26403,6,77,118816,15,77,0,0,-1,1,0,-1,4.049198,7.1203094
26404,1,77,33424,15,77,1,1,77,2,1,77,4.3612776,5.3462067
26405,3,77,79216,15,77,0,0,-1,1,0,-1,4.1749616,4.7936034
26406,1,77,59416,15,77,0,1,-1,1,0,-1,5.326455,5.0672493
26407,13,152,542104,15,152,0,0,-1,1,0,-1,2.6746461,5.261991
26408,1,139,26408,15,139,0,1,139,1,0,139,5.7130313,4.3473234
26409,3,77,300832,15,77,0,0,-1,1,0,-1,5.546503,4.065346
26410,1,139,39616,15,139,1,1,139,2,1,139,4.1526685,2.864657
26411,8,77,118852,15,77,0,0,-1,1,0,-1,3.449507,3.7691483
26412,1,46,29716,15,46,0,1,46,1,0,46,2.6309097,5.9065685
26413,3,46,79240,15,46,0,0,-1,1,0,-1,3.3272038,5.1388564
26414,1,46,89152,15,46,0,1,-1,1,0,-1,4.0498853,3.668429
26415,16,77,267460,15,77,0,0,-1,1,0,-1,4.134402,4.2847342
26416,1,139,26416,15,139,1,1,139,2,1,139,4.4731684,4.603312
26417,3,46,79252,15,46,0,0,-1,1,0,-1,5.414459,6.654491
26418,1,46,44584,15,46,0,1,46,1,0,46,3.2830803,4.100621
26419,6,46,118888,15,46,0,0,-1,1,0,-1,5.181452,5.907527
26420,1,139,26420,15,139,0,1,139,1,0,139,5.297023,4.541671
26421,3,139,79264,15,139,0,0,-1,1,0,-1,6.6462812,5.478876
26422,1,77,150496,15,77,1,1,-1,2,1,-1,6.6621213,5.720344
26423,8,77,178360,15,77,0,0,-1,1,0,-1,4.916011,3.1701727
26424,1,77,37636,15,77,0,1,77,1,0,77,3.2725503,5.536864
26425,3,126,214324,15,126,0,0,-1,1,0,-1,5.3483,3.3997564
26426,1,77,39640,15,77,0,1,77,1,0,77,5.3196144,5.461165
26427,11,46,133792,15,46,0,0,-1,1,0,-1,6.484803,3.994526
26428,1,77,66904,15,77,1,1,-1,2,1,-1,4.100521,5.6141386
26429,3,77,79288,15,77,0,0,-1,1,0,-1,5.6160007,5.410667
26430,1,170,225808,15,170,0,1,-1,1,0,-1,4.995001,3.0729465
26431,19,170,602152,15,170,0,0,-1,1,0,-1,3.7653394,5.7128115
26432,1,95,26432,15,95,0,1,95,1,0,95,5.3936915,5.960118
26433,3,139,79300,15,139,0,0,-1,1,0,-1,5.468468,6.5489683
26434,1,51,39652,15,51,1,1,51,2,1,51,4.947795,4.5943236
26435,6,51,118960,15,51,0,0,-1,1,0,-1,6.7511897,5.5940742
26436,1,139,26436,15,139,0,1,139,1,0,139,4.8445606,3.8710024
26437,3,139,79312,15,139,0,0,-1,1,0,-1,4.1606483,4.1542096
26438,1,139,59488,15,139,0,1,-1,1,0,-1,5.8090386,2.8232534
26439,26,77,225880,15,77,0,0,-1,1,0,-1,4.0252576,4.4660797
26440,1,51,26440,15,51,1,1,51,2,1,51,2.8863566,6.562511
26441,3,51,133864,15,51,0,0,-1,1,0,-1,3.3823655,6.326022
26442,1,51,39664,15,51,0,1,51,1,0,51,4.4613547,4.1951714
26443,8,139,118996,15,139,0,0,-1,1,0,-1,3.556941,6.1826477
26444,1,51,29752,15,51,0,1,51,1,0,51,5.0634584,5.135295
26445,3,51,79336,15,51,0,0,-1,1,0,-1,4.9423347,6.534882
26446,1,51,100420,15,51,1,1,-1,2,1,-1,3.2147028,5.4003553
26447,13,51,267784,15,51,0,0,-1,1,0,-1,4.08202,5.429562
26448,1,95,26448,15,95,0,1,95,1,0,95,2.7268906,3.6020205
26449,3,51,79348,15,51,0,0,-1,1,0,-1,6.657831,3.934925
26450,1,152,225988,15,152,0,1,-1,1,0,-1,6.169571,3.8786879
26451,6,152,225988,15,152,0,0,-1,1,0,-1,3.0063496,5.978579
26452,1,95,26452,15,95,1,1,95,2,1,95,5.0395265,4.6099253
26453,3,95,79360,15,95,0,0,-1,1,0,-1,2.819901,4.596008
26454,1,51,59524,15,51,0,1,-1,1,0,-1,4.0270944,5.0690184
26455,8,51,178576,15,51,0,0,-1,1,0,-1,3.9471657,5.499165
26456,1,77,80512,15,77,0,1,-1,1,0,-1,2.5644567,3.9823673
26457,3,139,89296,15,139,0,0,-1,1,0,-1,4.5373273,3.1333115
26458,1,77,80512,15,77,1,1,-1,2,1,-1,3.2066321,3.699554
26459,26,77,200932,15,77,0,0,-1,1,0,-1,5.425151,6.180586
26460,1,77,80512,15,77,0,1,-1,1,0,-1,2.520181,4.8982444
26461,3,77,80512,15,77,0,0,-1,1,0,-1,5.282261,4.229662
26462,1,139,133972,15,139,0,1,-1,1,0,-1,4.7736077,7.1021256
26463,13,139,401920,15,139,0,0,-1,1,0,-1,2.6483471,6.1488194
26464,1,46,26464,15,46,1,1,46,2,1,46,3.9301207,5.237506
26465,3,51,113056,15,51,0,0,-1,1,0,-1,5.3683057,5.3113317
26466,1,46,39700,15,46,0,1,46,1,0,46,4.9969125,4.441836
26467,6,46,119104,15,46,0,0,-1,1,0,-1,4.1200047,5.8284492
26468,1,46,26468,15,46,0,1,46,1,0,46,5.43859,2.842775
26469,3,46,79408,15,46,0,0,-1,1,0,-1,5.6643715,6.280823
26470,1,46,59560,15,46,1,1,-1,2,1,-1,5.9958534,3.163275
26471,117,276,11003416,15,276,0,0,-1,1,0,-1,4.5489407,6.6585245
26472,1,46,26472,15,46,0,1,46,1,0,46,4.284034,6.989508
26473,3,139,201040,15,139,0,0,-1,1,0,-1,5.3529253,2.6141586
26474,1,46,39712,15,46,0,1,46,1,0,46,6.595116,5.164858
26475,8,170,119140,15,170,0,0,-1,1,0,-1,2.6138077,5.559205
26476,1,139,50272,15,139,1,1,-1,2,1,-1,3.4584858,6.1120253
26477,3,139,79432,15,139,0,0,-1,1,0,-1,4.7282376,4.969296
26478,1,139,89368,15,139,0,1,-1,1,0,-1,6.5257964,3.8369017
26479,55,152,815344,15,152,0,0,-1,1,0,-1,4.871821,2.605162
26480,1,46,26480,15,46,0,1,46,1,0,46,4.0404243,5.221834
26481,3,46,79444,15,46,0,0,-1,1,0,-1,4.7767725,4.981982
26482,1,121,44692,15,121,1,1,121,2,1,121,3.1742454,5.4659553
26483,6,121,119176,15,121,0,0,-1,1,0,-1,4.9492784,3.5701368
26484,1,46,26484,15,46,0,1,46,1,0,46,5.6317515,3.5789526
26485,3,46,79456,15,46,0,0,-1,1,0,-1,2.545679,5.0431075
26486,1,121,67048,15,121,0,1,-1,1,0,-1,4.3958035,6.9669747
26487,8,121,178792,15,121,0,0,-1,1,0,-1,3.764418,3.9983823
26488,1,170,190996,15,170,1,1,-1,2,1,-1,5.3977737,5.5138025
26489,3,126,305908,15,126,0,0,-1,1,0,-1,4.2807117,6.90765
26490,1,170,190996,15,170,0,1,-1,1,0,-1,6.446861,3.2986846
26491,13,51,134116,15,51,0,0,-1,1,0,-1,3.7050982,3.1201391
26492,1,170,190996,15,170,0,1,-1,1,0,-1,6.8584275,5.4549203
26493,3,170,190996,15,170,0,0,-1,1,0,-1,5.790214,4.2341695
26494,1,121,381976,15,121,1,1,-1,2,1,-1,4.8635764,4.6183434
26495,32,121,905416,15,121,0,0,-1,1,0,-1,5.326604,6.29062
26496,1,95,26496,15,95,0,1,95,1,0,95,3.9013114,6.8533134
26497,3,51,79492,15,51,0,0,-1,1,0,-1,5.987253,5.7930217
26498,1,77,39748,15,77,0,1,77,1,0,77,5.1673827,5.420299
26499,6,77,119248,15,77,0,0,-1,1,0,-1,4.844473,6.122503
26500,1,77,37744,15,77,1,1,77,2,1,77,4.4934163,7.1566696
26501,3,77,79504,15,77,0,0,-1,1,0,-1,4.12237,4.9111686
26502,1,77,59632,15,77,0,1,-1,1,0,-1,4.388619,3.3888953
26503,11,77,178900,15,77,0,0,-1,1,0,-1,4.5584016,7.3373947
26504,1,95,26504,15,95,0,1,95,1,0,95,5.4555016,3.943461
26505,3,170,150964,15,170,0,0,-1,1,0,-1,4.2752824,6.1573825
26506,1,95,39760,15,95,1,1,95,2,1,95,5.4224005,3.7526662
26507,8,77,119284,15,77,0,0,-1,1,0,-1,5.067169,4.1215534
26508,1,95,29824,15,95,0,1,95,1,0,95,6.2771244,6.372305
26509,3,95,79528,15,95,0,0,-1,1,0,-1,4.4741597,2.8078048
26510,1,276,497176,15,276,0,1,-1,1,0,-1,3.6690059,6.214301
26511,11,276,497176,15,276,0,0,-1,1,0,-1,6.5914545,5.439293
26512,1,77,26512,15,77,1,1,77,2,1,77,4.798328,4.1849546
26513,3,77,79540,15,77,0,0,-1,1,0,-1,4.844644,4.7486577
26514,1,77,67120,15,77,0,1,-1,1,0,-1,5.62612,6.8946943
26515,6,77,119320,15,77,0,0,-1,1,0,-1,5.583014,6.8812838
26516,1,77,26516,15,77,0,1,77,1,0,77,3.114196,6.549153
26517,3,77,79552,15,77,0,0,-1,1,0,-1,3.3284535,3.4324174
26518,1,77,59668,15,77,1,1,-1,2,1,-1,5.794855,3.4205315
26519,8,77,179008,15,77,0,0,-1,1,0,-1,4.5827103,4.7763667
26520,1,77,26520,15,77,0,1,77,1,0,77,4.8354483,6.996476
26521,3,77,89512,15,77,0,0,-1,1,0,-1,4.794437,6.9827514
26522,1,77,39784,15,77,0,1,77,1,0,77,3.8573444,5.690837
26523,16,121,302128,15,121,0,0,-1,1,0,-1,6.1593933,4.7670026
26524,1,139,75544,15,139,1,1,-1,2,1,-1,4.188371,5.027313
26525,3,139,79576,15,139,0,0,-1,1,0,-1,3.7020905,6.315686
26526,1,139,134296,15,139,0,1,-1,1,0,-1,3.7465131,3.9678364
26527,24,121,453256,15,121,0,0,-1,1,0,-1,4.654617,3.9890695
26528,1,95,26528,15,95,0,1,95,1,0,95,5.785018,4.3984447
26529,3,77,79588,15,77,0,0,-1,1,0,-1,4.0061874,4.85514
26530,1,77,39796,15,77,1,1,77,2,1,77,4.165746,3.95261
26531,6,77,119392,15,77,0,0,-1,1,0,-1,5.164539,6.8432426
26532,1,77,56680,15,77,0,1,-1,1,0,-1,6.049446,4.873785
