node,stopping_time,total_stopping_time,maximum_excursion,binary_length,parity_vector_length,in_degree,out_degree,distance_from_root,ancestor_count,branching_factor,level_set,umap_1,umap_2
1,0,0,1,1,0,1,1,0,4,1,0,3.7080863,3.4633493
2,1,1,2,2,1,1,1,1,4,1,1,4.038048,5.626116
3,6,7,16,2,7,1,1,7,2,1,7,5.986465,5.4679003
4,1,2,4,3,2,2,1,2,4,2,2,5.2948923,4.6175933
5,3,5,16,3,5,1,1,5,2,1,5,5.782763,3.3473086
6,1,8,16,3,8,1,1,8,2,1,8,5.93172,4.566533
7,11,16,52,3,16,1,1,16,2,1,16,4.917289,3.7437065
8,1,3,8,4,3,1,1,3,2,1,3,4.9675994,5.5772543
9,3,19,52,4,19,1,1,19,2,1,19,4.4796233,6.001265
10,1,6,16,4,6,2,1,6,3,2,6,4.8872886,3.5442662
11,8,14,52,4,14,1,1,14,2,1,14,4.177906,4.1963615
12,1,9,16,4,9,1,1,9,2,1,9,3.9435263,5.207138
13,3,9,40,4,9,1,1,9,2,1,9,5.403698,4.1555495
14,1,17,52,4,17,1,1,17,2,1,17,2.5960705,3.8257887
15,11,17,160,4,17,1,1,17,2,1,17,4.2364717,3.5345259
16,1,4,16,5,4,2,1,4,3,2,4,5.3191524,5.9905224
17,3,12,52,5,12,1,1,12,2,1,12,5.992236,4.2192407
18,1,20,52,5,20,1,1,20,2,1,20,4.8105164,4.8089037
19,6,20,88,5,20,1,1,20,2,1,20,5.5698867,4.7586007
20,1,7,20,5,7,1,1,7,2,1,7,4.0482974,6.7138534
21,3,7,64,5,7,1,1,7,2,1,7,3.538644,5.0415983
22,1,15,52,5,15,2,1,15,3,2,15,3.7822154,3.707511
23,8,15,160,5,15,1,1,15,2,1,15,6.1587057,4.0542703
24,1,10,24,5,10,1,1,10,2,1,10,3.6168547,6.7586565
25,3,23,88,5,23,1,1,23,2,1,23,4.8446503,4.21067
26,1,10,40,5,10,1,1,10,2,1,10,6.042229,6.2831974
27,96,111,9232,5,111,1,1,111,2,1,111,5.2365084,4.5653496
28,1,18,52,5,18,2,1,18,3,2,18,2.4011567,4.654316
29,3,18,88,5,18,1,1,18,2,1,18,3.565292,4.959811
30,1,18,160,5,18,1,1,18,2,1,18,6.590353,4.432916
31,91,106,9232,5,106,1,1,106,2,1,106,4.013514,4.912821
32,1,5,32,6,5,1,1,5,2,1,5,5.5890594,5.322503
33,3,26,100,6,26,1,1,26,2,1,26,3.3963573,3.9589775
34,1,13,52,6,13,2,1,13,3,2,13,4.209382,7.445356
35,6,13,160,6,13,1,1,13,2,1,13,5.7094426,5.061765
36,1,21,52,6,21,1,1,21,2,1,21,3.7014966,4.4229345
37,3,21,112,6,21,1,1,21,2,1,21,6.7895894,5.7308235
38,1,21,88,6,21,1,1,21,2,1,21,5.6711364,4.9166155
39,13,34,304,6,34,1,1,34,2,1,34,4.5185437,4.688645
40,1,8,40,6,8,2,1,8,3,2,8,5.2931237,6.586467
41,3,109,9232,6,109,1,1,109,2,1,109,6.422102,6.2348967
42,1,8,64,6,8,1,1,8,2,1,8,5.729246,7.1547728
43,8,29,196,6,29,1,1,29,2,1,29,4.818367,4.8257437
44,1,16,52,6,16,1,1,16,2,1,16,4.1505475,2.791568
45,3,16,136,6,16,1,1,16,2,1,16,3.6366558,6.895703
46,1,16,160,6,16,2,1,16,3,2,16,4.739547,4.9382715
47,88,104,9232,6,104,1,1,104,2,1,104,3.1522083,4.281305
48,1,11,48,6,11,1,1,11,2,1,11,4.957738,6.8830137
49,3,24,148,6,24,1,1,24,2,1,24,3.3448682,6.426858
50,1,24,88,6,24,1,1,24,2,1,24,5.9698486,6.5171547
51,6,24,232,6,24,1,1,24,2,1,24,3.2160833,5.0919557
52,1,11,52,6,11,2,1,11,3,2,11,3.9265127,3.4254687
53,3,11,160,6,11,1,1,11,2,1,11,6.0146704,5.313221
54,1,112,9232,6,112,1,1,112,2,1,112,4.451216,5.039464
55,8,112,9232,6,112,1,1,112,2,1,112,3.48773,6.3212657
56,1,19,56,6,19,1,1,19,2,1,19,5.790079,6.446696
57,3,32,196,6,32,1,1,32,2,1,32,4.097699,5.089424
58,1,19,88,6,19,2,1,19,3,2,19,4.400854,3.0397005
59,11,32,304,6,32,1,1,32,2,1,32,4.951255,3.990055
60,1,19,160,6,19,1,1,19,2,1,19,4.840013,5.0071177
61,3,19,184,6,19,1,1,19,2,1,19,6.316022,3.1292472
62,1,107,9232,6,107,1,1,107,2,1,107,4.6343412,3.5973928
63,88,107,9232,6,107,1,1,107,2,1,107,3.2873433,4.7327127
64,1,6,64,7,6,2,1,6,3,2,6,4.5337105,4.543527
65,3,27,196,7,27,1,1,27,2,1,27,5.140748,6.1418996
66,1,27,100,7,27,1,1,27,2,1,27,4.5412498,3.865359
67,6,27,304,7,27,1,1,27,2,1,27,3.4965115,5.1732416
68,1,14,68,7,14,1,1,14,2,1,14,4.621771,5.037922
69,3,14,208,7,14,1,1,14,2,1,14,5.7728105,5.0079775
70,1,14,160,7,14,2,1,14,3,2,14,4.5259457,6.7937913
71,83,102,9232,7,102,1,1,102,2,1,102,4.6967554,6.443487
72,1,22,72,7,22,1,1,22,2,1,22,3.4437711,5.0831814
73,3,115,9232,7,115,1,1,115,2,1,115,5.0301995,4.3071914
74,1,22,112,7,22,1,1,22,2,1,22,5.6288624,5.7479234
75,8,14,340,7,14,1,1,14,2,1,14,3.3956542,5.3997564
76,1,22,88,7,22,2,1,22,3,2,22,4.981196,4.144315
77,3,22,232,7,22,1,1,22,2,1,22,4.599275,6.24064
78,1,35,304,7,35,1,1,35,2,1,35,3.7734876,6.9743605
79,13,35,808,7,35,1,1,35,2,1,35,6.258096,5.902107
80,1,9,80,7,9,1,1,9,2,1,9,5.0342455,6.6122603
81,3,22,244,7,22,1,1,22,2,1,22,5.3294244,4.9129453
82,1,110,9232,7,110,2,1,110,3,2,110,5.639198,3.300858
83,6,110,9232,7,110,1,1,110,2,1,110,3.6629348,4.9229226
84,1,9,84,7,9,1,1,9,2,1,9,2.6275003,5.2840953
85,3,9,256,7,9,1,1,9,2,1,9,5.31934,6.219767
86,1,30,196,7,30,1,1,30,2,1,30,4.514311,4.603081
87,8,30,592,7,30,1,1,30,2,1,30,4.5794377,3.99099
88,1,17,88,7,17,2,1,17,3,2,17,3.1426127,3.6421313
89,3,30,304,7,30,1,1,30,2,1,30,3.0155373,3.943672
90,1,17,136,7,17,1,1,17,2,1,17,3.746137,5.068374
91,73,92,9232,7,92,1,1,92,2,1,92,4.46673,6.06507
92,1,17,160,7,17,1,1,17,2,1,17,5.4404316,6.7227707
93,3,17,280,7,17,1,1,17,2,1,17,4.278654,7.290488
94,1,105,9232,7,105,2,1,105,3,2,105,4.6287847,4.1581225
95,13,105,9232,7,105,1,1,105,2,1,105,3.2811592,5.3145013
96,1,12,96,7,12,1,1,12,2,1,12,4.8175716,7.090434
97,3,118,9232,7,118,1,1,118,2,1,118,3.4931157,4.972043
98,1,25,148,7,25,1,1,25,2,1,25,5.220843,3.1123252
99,6,25,448,7,25,1,1,25,2,1,25,5.1407166,3.1524599
100,1,25,100,7,25,2,1,25,3,2,25,5.164302,5.949409
101,3,25,304,7,25,1,1,25,2,1,25,5.9200644,6.012099
102,1,25,232,7,25,1,1,25,2,1,25,5.807925,4.5261083
103,68,87,9232,7,87,1,1,87,2,1,87,2.4645941,4.4734693
104,1,12,104,7,12,1,1,12,2,1,12,3.0296054,5.9575214
105,3,38,808,7,38,1,1,38,2,1,38,5.2709756,4.270797
106,1,12,160,7,12,2,1,12,3,2,12,3.5384257,6.307423
107,8,100,9232,7,100,1,1,100,2,1,100,5.605363,5.833086
108,1,113,9232,7,113,1,1,113,2,1,113,5.339196,4.923053
109,3,113,9232,7,113,1,1,113,2,1,113,3.6486444,5.9118624
110,1,113,9232,7,113,1,1,113,2,1,113,3.2520106,5.0095234
111,50,69,9232,7,69,1,1,69,2,1,69,6.679394,4.178735
112,1,20,112,7,20,2,1,20,3,2,20,4.7568536,4.956902
113,3,12,340,7,12,1,1,12,2,1,12,3.752987,5.4156847
114,1,33,196,7,33,1,1,33,2,1,33,3.6488855,3.363215
115,6,33,520,7,33,1,1,33,2,1,33,6.070748,3.760746
116,1,20,116,7,20,1,1,20,2,1,20,4.639269,5.6045666
117,3,20,352,7,20,1,1,20,2,1,20,4.705179,3.6822631
118,1,33,304,7,33,2,1,33,3,2,33,6.060449,5.3830996
119,8,33,808,7,33,1,1,33,2,1,33,4.0944557,5.7274337
120,1,20,160,7,20,1,1,20,2,1,20,4.3165283,4.419571
121,3,95,9232,7,95,1,1,95,2,1,95,6.3724627,4.8108525
122,1,20,184,7,20,1,1,20,2,1,20,4.7088356,5.28634
123,13,46,628,7,46,1,1,46,2,1,46,4.697139,3.7360559
124,1,108,9232,7,108,2,1,108,3,2,108,4.1573052,6.8917565
125,3,108,9232,7,108,1,1,108,2,1,108,5.1751666,3.372838
126,1,108,9232,7,108,1,1,108,2,1,108,4.3127327,3.2231967
127,24,46,4372,7,46,1,1,46,2,1,46,3.5386412,4.9717298
128,1,7,128,8,7,1,1,7,2,1,7,5.530341,5.3100877
129,3,121,9232,8,121,1,1,121,2,1,121,5.296234,5.438998
130,1,28,196,8,28,2,1,28,3,2,28,6.0459456,4.9656577
131,6,28,592,8,28,1,1,28,2,1,28,6.002647,5.3883414
132,1,28,132,8,28,1,1,28,2,1,28,5.0704412,4.601328
133,3,28,400,8,28,1,1,28,2,1,28,5.3215847,4.815917
134,1,28,304,8,28,1,1,28,2,1,28,5.4127235,4.274523
135,11,41,916,8,41,1,1,41,2,1,41,3.6281354,4.482178
136,1,15,136,8,15,2,1,15,3,2,15,5.8228645,4.8856697
137,3,90,9232,8,90,1,1,90,2,1,90,3.2460685,6.1302447
138,1,15,208,8,15,1,1,15,2,1,15,4.4316525,4.186899
139,8,41,628,8,41,1,1,41,2,1,41,5.92641,5.6216598
140,1,15,160,8,15,1,1,15,2,1,15,5.657953,4.430427
141,3,15,424,8,15,1,1,15,2,1,15,3.4876266,5.192031
142,1,103,9232,8,103,2,1,103,3,2,103,4.8908963,4.8105187
143,11,103,9232,8,103,1,1,103,2,1,103,5.1589403,5.9010024
144,1,23,144,8,23,1,1,23,2,1,23,2.7823982,4.46997
145,3,116,9232,8,116,1,1,116,2,1,116,5.8432155,4.263697
146,1,116,9232,8,116,1,1,116,2,1,116,5.1317234,6.780496
147,6,116,9232,8,116,1,1,116,2,1,116,4.400314,6.1274505
148,1,23,148,8,23,2,1,23,3,2,23,5.650284,4.336403
149,3,23,448,8,23,1,1,23,2,1,23,3.6171486,4.4937744
150,1,15,340,8,15,1,1,15,2,1,15,4.163613,4.849597
151,8,15,1024,8,15,1,1,15,2,1,15,5.486625,5.557994
152,1,23,152,8,23,1,1,23,2,1,23,5.637998,3.5187578
153,3,36,520,8,36,1,1,36,2,1,36,5.8373475,4.3644366
154,1,23,232,8,23,2,1,23,3,2,23,3.7487452,4.447163
155,65,85,9232,8,85,1,1,85,2,1,85,5.0642953,3.7186046
156,1,36,304,8,36,1,1,36,2,1,36,5.851139,3.9721804
157,3,36,472,8,36,1,1,36,2,1,36,5.023462,5.6650796
158,1,36,808,8,36,1,1,36,2,1,36,4.178509,3.746324
159,34,54,9232,8,54,1,1,54,2,1,54,3.6731648,4.8174257
160,1,10,160,8,10,2,1,10,3,2,10,4.4711156,5.604409
161,3,98,9232,8,98,1,1,98,2,1,98,5.2007875,5.5489783
162,1,23,244,8,23,1,1,23,2,1,23,4.2428627,4.888271
163,6,23,736,8,23,1,1,23,2,1,23,4.0463758,4.629952
164,1,111,9232,8,111,1,1,111,2,1,111,5.445519,6.797476
165,3,111,9232,8,111,1,1,111,2,1,111,5.2866697,6.615558
166,1,111,9232,8,111,2,1,111,3,2,111,6.256717,4.924378
167,47,67,9232,8,67,1,1,67,2,1,67,5.1199665,3.855969
168,1,10,168,8,10,1,1,10,2,1,10,5.3100295,6.6231346
169,3,49,4372,8,49,1,1,49,2,1,49,3.5257738,4.1899724
170,1,10,256,8,10,1,1,10,2,1,10,5.4463453,3.5389652
171,8,124,9232,8,124,1,1,124,2,1,124,4.2241287,5.367349
172,1,31,196,8,31,2,1,31,3,2,31,4.8931174,5.595711
173,3,31,520,8,31,1,1,31,2,1,31,5.5226045,4.979082
174,1,31,592,8,31,1,1,31,2,1,31,4.68804,4.868958
175,13,80,9232,8,80,1,1,80,2,1,80,5.030919,4.255555
176,1,18,176,8,18,1,1,18,2,1,18,5.200448,6.1176677
177,3,31,532,8,31,1,1,31,2,1,31,3.9917939,5.8936777
178,1,31,304,8,31,2,1,31,3,2,31,5.05471,4.7614703
179,6,31,808,8,31,1,1,31,2,1,31,5.366656,5.0670547
180,1,18,180,8,18,1,1,18,2,1,18,5.9588437,5.51175
181,3,18,544,8,18,1,1,18,2,1,18,4.770863,5.5301533
182,1,93,9232,8,93,1,1,93,2,1,93,6.135875,4.1727033
183,8,93,9232,8,93,1,1,93,2,1,93,3.054127,5.8820686
184,1,18,184,8,18,2,1,18,3,2,18,4.7444644,5.3417854
185,3,44,628,8,44,1,1,44,2,1,44,4.635218,4.226353
186,1,18,280,8,18,1,1,18,2,1,18,4.630273,4.897216
187,11,44,952,8,44,1,1,44,2,1,44,4.6991134,5.8853645
188,1,106,9232,8,106,1,1,106,2,1,106,6.823558,5.2477384
189,3,106,9232,8,106,1,1,106,2,1,106,5.0893593,6.7489586
190,1,106,9232,8,106,2,1,106,3,2,106,3.4855852,6.970569
191,21,44,4372,8,44,1,1,44,2,1,44,4.1955295,2.661963
192,1,13,192,8,13,1,1,13,2,1,13,3.9214928,4.6330943
193,3,119,9232,8,119,1,1,119,2,1,119,5.267562,5.784918
194,1,119,9232,8,119,1,1,119,2,1,119,5.1221795,5.228622
195,6,119,9232,8,119,1,1,119,2,1,119,6.048214,3.4782054
196,1,26,196,8,26,2,1,26,3,2,26,4.065641,5.661362
197,3,26,592,8,26,1,1,26,2,1,26,4.397213,4.9984565
198,1,26,448,8,26,1,1,26,2,1,26,4.33323,6.951506
199,13,119,9232,8,119,1,1,119,2,1,119,4.496527,5.6402745
200,1,26,200,8,26,1,1,26,2,1,26,4.4390316,5.51028
201,3,18,1024,8,18,1,1,18,2,1,18,5.874111,5.5342464
202,1,26,304,8,26,2,1,26,3,2,26,6.66628,6.109381
203,8,39,916,8,39,1,1,39,2,1,39,5.242035,3.7532413
204,1,26,232,8,26,1,1,26,2,1,26,5.549712,4.48739
205,3,26,616,8,26,1,1,26,2,1,26,3.254226,3.9167717
206,1,88,9232,8,88,1,1,88,2,1,88,3.5254934,6.24816
207,21,88,9232,8,88,1,1,88,2,1,88,3.289277,5.5137043
208,1,13,208,8,13,2,1,13,3,2,13,5.5576916,3.3747487
209,3,39,628,8,39,1,1,39,2,1,39,5.6924624,5.3466783
210,1,39,808,8,39,1,1,39,2,1,39,4.1056213,4.5621576
211,6,39,952,8,39,1,1,39,2,1,39,3.1086717,6.233287
212,1,13,212,8,13,1,1,13,2,1,13,4.8387647,3.8637757
213,3,13,640,8,13,1,1,13,2,1,13,4.29893,4.3619847
214,1,101,9232,8,101,2,1,101,3,2,101,6.527452,3.6834528
215,8,101,9232,8,101,1,1,101,2,1,101,4.67865,5.6327915
216,1,114,9232,8,114,1,1,114,2,1,114,4.963791,4.542501
217,3,26,736,8,26,1,1,26,2,1,26,5.4351497,5.519488
218,1,114,9232,8,114,1,1,114,2,1,114,4.1652102,4.365745
219,13,52,1672,8,52,1,1,52,2,1,52,3.6281152,3.9638147
220,1,114,9232,8,114,2,1,114,3,2,114,5.315972,5.3694386
221,3,114,9232,8,114,1,1,114,2,1,114,5.4695826,5.51618
222,1,70,9232,8,70,1,1,70,2,1,70,6.3150816,4.3826475
223,50,70,9232,8,70,1,1,70,2,1,70,3.7582123,3.8618786
224,1,21,224,8,21,1,1,21,2,1,21,5.0461464,4.191316
225,3,52,4372,8,52,1,1,52,2,1,52,4.488095,6.1302385
226,1,13,340,8,13,2,1,13,3,2,13,3.5197937,4.3397617
227,6,13,1024,8,13,1,1,13,2,1,13,6.2643595,6.1146984
228,1,34,228,8,34,1,1,34,2,1,34,5.2066865,3.3423948
229,3,34,688,8,34,1,1,34,2,1,34,4.806031,4.8853393
230,1,34,520,8,34,1,1,34,2,1,34,3.4252405,5.79954
231,19,127,9232,8,127,1,1,127,2,1,127,5.466283,7.068394
232,1,21,232,8,21,2,1,21,3,2,21,6.5412097,3.471266
233,3,83,9232,8,83,1,1,83,2,1,83,4.775409,6.3750978
234,1,21,352,8,21,1,1,21,2,1,21,4.7604575,3.5255837
235,8,127,9232,8,127,1,1,127,2,1,127,5.427805,5.72868
236,1,34,304,8,34,1,1,34,2,1,34,4.058796,4.3974543
237,3,34,712,8,34,1,1,34,2,1,34,4.1382794,3.8089635
238,1,34,808,8,34,2,1,34,3,2,34,5.1187096,5.513499
239,32,52,9232,8,52,1,1,52,2,1,52,3.250034,3.7352784
240,1,21,240,8,21,1,1,21,2,1,21,5.4620275,6.2048254
241,3,21,724,8,21,1,1,21,2,1,21,4.3146152,6.0517726
242,1,96,9232,8,96,1,1,96,2,1,96,5.637256,4.1520934
243,6,96,9232,8,96,1,1,96,2,1,96,5.6495705,4.7740026
244,1,21,244,8,21,2,1,21,3,2,21,4.124431,5.3861227
245,3,21,736,8,21,1,1,21,2,1,21,4.1628914,6.227998
246,1,47,628,8,47,1,1,47,2,1,47,4.242444,2.6705508
247,8,47,1672,8,47,1,1,47,2,1,47,5.1156335,6.542132
248,1,109,9232,8,109,1,1,109,2,1,109,3.5773757,6.679402
249,3,47,952,8,47,1,1,47,2,1,47,4.6224146,2.7839215
250,1,109,9232,8,109,2,1,109,3,2,109,6.0582285,5.029211
251,44,65,9232,8,65,1,1,65,2,1,65,4.619806,5.053641
252,1,109,9232,8,109,1,1,109,2,1,109,2.9355452,5.516729
253,3,109,9232,8,109,1,1,109,2,1,109,4.14093,4.136583
254,1,47,4372,8,47,1,1,47,2,1,47,5.847927,5.398021
255,21,47,13120,8,47,1,1,47,2,1,47,3.6514,6.2116046
256,1,8,256,9,8,2,1,8,3,2,8,4.743871,6.301065
257,3,122,9232,9,122,1,1,122,2,1,122,3.111013,3.3081932
258,1,122,9232,9,122,1,1,122,2,1,122,6.526328,4.028247
259,6,122,9232,9,122,1,1,122,2,1,122,4.1221538,5.229057
260,1,29,260,9,29,1,1,29,2,1,29,5.1805887,5.1085205
261,3,29,784,9,29,1,1,29,2,1,29,2.9927254,5.5156207
262,1,29,592,9,29,2,1,29,3,2,29,3.5567515,5.28324
263,11,78,9232,9,78,1,1,78,2,1,78,4.548138,3.960775
264,1,29,264,9,29,1,1,29,2,1,29,2.550409,5.6647654
265,3,122,9232,9,122,1,1,122,2,1,122,5.650254,4.4149256
266,1,29,400,9,29,1,1,29,2,1,29,6.1117444,3.9485419
267,8,21,1204,9,21,1,1,21,2,1,21,4.408454,6.2554936
268,1,29,304,9,29,2,1,29,3,2,29,4.096113,3.7812974
269,3,29,808,9,29,1,1,29,2,1,29,5.012709,5.2698474
270,1,42,916,9,42,1,1,42,2,1,42,4.4507527,5.0575404
271,11,42,2752,9,42,1,1,42,2,1,42,3.9069247,4.2902374
272,1,16,272,9,16,1,1,16,2,1,16,3.7172048,6.635279
273,3,29,820,9,29,1,1,29,2,1,29,3.0211902,3.5370858
274,1,91,9232,9,91,2,1,91,3,2,91,4.771848,5.181272
275,6,91,9232,9,91,1,1,91,2,1,91,5.016712,6.2293777
276,1,16,276,9,16,1,1,16,2,1,16,4.58724,4.2511387
277,3,16,832,9,16,1,1,16,2,1,16,5.8891983,6.1999817
278,1,42,628,9,42,1,1,42,2,1,42,6.050611,5.7175407
279,8,42,1888,9,42,1,1,42,2,1,42,5.5945253,6.058363
280,1,16,280,9,16,2,1,16,3,2,16,3.1929977,4.5163355
281,3,42,952,9,42,1,1,42,2,1,42,3.2235613,5.278169
282,1,16,424,9,16,1,1,16,2,1,16,5.57366,4.040597
283,39,60,9232,9,60,1,1,60,2,1,60,5.1063766,4.9967847
284,1,104,9232,9,104,1,1,104,2,1,104,5.7264156,6.339329
285,3,104,9232,9,104,1,1,104,2,1,104,4.090463,3.6909678
286,1,104,9232,9,104,2,1,104,3,2,104,6.5786333,5.6095605
287,16,42,4372,9,42,1,1,42,2,1,42,4.7238255,4.359755
288,1,24,288,9,24,1,1,24,2,1,24,4.0542855,6.334912
289,3,29,868,9,29,1,1,29,2,1,29,3.957156,4.11958
290,1,117,9232,9,117,1,1,117,2,1,117,4.05499,4.160582
291,6,117,9232,9,117,1,1,117,2,1,117,6.13592,5.7258654
292,1,117,9232,9,117,2,1,117,3,2,117,3.5155466,4.913679
293,3,117,9232,9,117,1,1,117,2,1,117,3.7809656,5.1233215
294,1,117,9232,9,117,1,1,117,2,1,117,3.906273,3.7287338
295,13,55,2248,9,55,1,1,55,2,1,55,4.10073,4.661975
296,1,24,296,9,24,1,1,24,2,1,24,3.9212646,5.7912035
297,3,73,9232,9,73,1,1,73,2,1,73,4.78311,5.0601206
298,1,24,448,9,24,2,1,24,3,2,24,4.8161364,4.610869
299,8,117,9232,9,117,1,1,117,2,1,117,6.4095087,5.787934
300,1,16,340,9,16,1,1,16,2,1,16,5.4764132,4.267366
301,3,16,904,9,16,1,1,16,2,1,16,3.0834444,5.5083704
302,1,16,1024,9,16,1,1,16,2,1,16,4.2980766,5.789305
303,21,42,3076,9,42,1,1,42,2,1,42,3.7246945,5.0855136
304,1,24,304,9,24,2,1,24,3,2,24,4.332744,3.8994322
305,3,37,916,9,37,1,1,37,2,1,37,4.3494806,4.494066
306,1,37,520,9,37,1,1,37,2,1,37,5.397906,6.271539
307,6,37,1384,9,37,1,1,37,2,1,37,5.4030414,5.915422
308,1,24,308,9,24,1,1,24,2,1,24,6.155674,4.135791
309,3,24,928,9,24,1,1,24,2,1,24,2.5486925,4.3742228
310,1,86,9232,9,86,2,1,86,3,2,86,6.2937336,5.6194935
311,8,86,9232,9,86,1,1,86,2,1,86,4.8938527,6.6540165
312,1,37,312,9,37,1,1,37,2,1,37,3.9432392,4.292872
313,3,130,9232,9,130,1,1,130,2,1,130,4.855701,5.1739535
314,1,37,472,9,37,1,1,37,2,1,37,3.6450548,5.998294
315,11,37,1600,9,37,1,1,37,2,1,37,3.5744705,3.210487
316,1,37,808,9,37,2,1,37,3,2,37,5.516934,6.3465133
317,3,37,952,9,37,1,1,37,2,1,37,5.990166,4.8042283
318,1,55,9232,9,55,1,1,55,2,1,55,5.1064167,3.886196
319,34,55,9232,9,55,1,1,55,2,1,55,4.602859,5.318045
320,1,11,320,9,11,1,1,11,2,1,11,5.463085,3.326177
321,3,24,964,9,24,1,1,24,2,1,24,2.4184031,4.8805213
322,1,99,9232,9,99,2,1,99,3,2,99,2.7015035,3.6473107
323,6,99,9232,9,99,1,1,99,2,1,99,5.3798504,4.424431
324,1,24,324,9,24,1,1,24,2,1,24,3.9726593,5.2371597
325,3,24,976,9,24,1,1,24,2,1,24,3.387162,3.944907
326,1,24,736,9,24,1,1,24,2,1,24,4.717731,4.5478992
327,34,143,9232,9,143,1,1,143,2,1,143,2.8018093,6.0657063
328,1,112,9232,9,112,2,1,112,3,2,112,5.1855826,4.9200478
329,3,50,1672,9,50,1,1,50,2,1,50,3.2468622,6.0339317
330,1,112,9232,9,112,1,1,112,2,1,112,3.0866785,6.37417
331,8,24,1492,9,24,1,1,24,2,1,24,5.976879,5.5064673
332,1,112,9232,9,112,1,1,112,2,1,112,4.712432,3.9950256
333,3,112,9232,9,112,1,1,112,2,1,112,2.65841,3.7967021
334,1,68,9232,9,68,2,1,68,3,2,68,3.22517,4.5094466
335,13,68,9232,9,68,1,1,68,2,1,68,6.5366817,4.8037686
336,1,11,336,9,11,1,1,11,2,1,11,5.8159895,3.71305
337,3,112,9232,9,112,1,1,112,2,1,112,4.296766,4.0922766
338,1,50,4372,9,50,1,1,50,2,1,50,5.9285727,5.9208035
339,6,50,4372,9,50,1,1,50,2,1,50,4.8380203,4.9437904
340,1,11,340,9,11,2,1,11,3,2,11,4.1795864,3.4841106
341,3,11,1024,9,11,1,1,11,2,1,11,5.2251897,5.2890725
342,1,125,9232,9,125,1,1,125,2,1,125,6.373239,5.2575994
343,8,125,9232,9,125,1,1,125,2,1,125,3.938772,4.113191
344,1,32,344,9,32,1,1,32,2,1,32,3.5809948,4.1734915
345,3,125,9232,9,125,1,1,125,2,1,125,5.5284495,5.5584855
346,1,32,520,9,32,2,1,32,3,2,32,4.365589,5.7434297
347,16,125,9232,9,125,1,1,125,2,1,125,4.4858146,4.91908
348,1,32,592,9,32,1,1,32,2,1,32,4.185773,6.2973137
349,3,32,1048,9,32,1,1,32,2,1,32,4.4922447,4.789973
350,1,81,9232,9,81,1,1,81,2,1,81,4.362434,5.647384
351,13,81,9232,9,81,1,1,81,2,1,81,4.3206944,5.717451
352,1,19,352,9,19,2,1,19,3,2,19,3.566132,5.2363944
353,3,125,9232,9,125,1,1,125,2,1,125,3.5873659,6.3621783
354,1,32,532,9,32,1,1,32,2,1,32,4.030303,3.931831
355,6,32,1600,9,32,1,1,32,2,1,32,3.9329517,5.2866497
356,1,32,356,9,32,1,1,32,2,1,32,5.1048265,6.2757297
357,3,32,1072,9,32,1,1,32,2,1,32,4.2218122,5.4593625
358,1,32,808,9,32,2,1,32,3,2,32,6.0519805,5.1906734
359,26,50,9232,9,50,1,1,50,2,1,50,5.0001755,5.923463
360,1,19,360,9,19,1,1,19,2,1,19,4.002897,4.4758115
361,3,45,2752,9,45,1,1,45,2,1,45,3.9118834,6.059492
362,1,19,544,9,19,1,1,19,2,1,19,5.624896,4.6147146
363,8,45,1636,9,45,1,1,45,2,1,45,6.7895865,5.3454914
364,1,94,9232,9,94,2,1,94,3,2,94,4.264976,5.4815006
365,3,94,9232,9,94,1,1,94,2,1,94,5.8264036,6.359329
366,1,94,9232,9,94,1,1,94,2,1,94,3.4455013,5.695871
367,16,45,4192,9,45,1,1,45,2,1,45,6.27934,5.465036
368,1,19,368,9,19,1,1,19,2,1,19,5.7937555,6.125173
369,3,19,1108,9,19,1,1,19,2,1,19,6.4909244,6.155483
370,1,45,628,9,45,2,1,45,3,2,45,4.29951,6.4147315
371,6,45,1672,9,45,1,1,45,2,1,45,3.8056052,5.0165
372,1,19,372,9,19,1,1,19,2,1,19,4.8680043,6.36715
373,3,19,1120,9,19,1,1,19,2,1,19,4.624406,4.361781
374,1,45,952,9,45,1,1,45,2,1,45,6.48818,5.5405006
375,8,45,2536,9,45,1,1,45,2,1,45,4.650205,4.8644032
376,1,107,9232,9,107,2,1,107,3,2,107,2.9135613,5.1051817
377,3,63,9232,9,63,1,1,63,2,1,63,2.8569915,4.667327
378,1,107,9232,9,107,1,1,107,2,1,107,4.641331,4.9211287
379,13,58,2752,9,58,1,1,58,2,1,58,2.4657228,4.854033
380,1,107,9232,9,107,1,1,107,2,1,107,5.9227734,4.820233
381,3,107,9232,9,107,1,1,107,2,1,107,4.454963,6.062828
382,1,45,4372,9,45,2,1,45,3,2,45,5.301249,4.9518847
383,19,45,13120,9,45,1,1,45,2,1,45,4.4948316,4.252747
384,1,14,384,9,14,1,1,14,2,1,14,5.3926606,3.159353
385,3,32,1156,9,32,1,1,32,2,1,32,5.483248,4.473606
386,1,120,9232,9,120,1,1,120,2,1,120,5.735172,5.937808
387,6,120,9232,9,120,1,1,120,2,1,120,5.062704,4.9131517
388,1,120,9232,9,120,2,1,120,3,2,120,6.900959,4.829676
389,3,120,9232,9,120,1,1,120,2,1,120,5.421226,4.551341
390,1,120,9232,9,120,1,1,120,2,1,120,2.9234827,3.747474
391,11,120,9232,9,120,1,1,120,2,1,120,3.1119132,4.209465
