node,stopping_time,total_stopping_time,maximum_excursion,binary_length,parity_vector_length,in_degree,out_degree,distance_from_root,ancestor_count,branching_factor,level_set,umap_1,umap_2
33149,3,67,125872,16,67,1,1,-1,2,1,-1,6.0967793,4.5105243
33150,1,67,377620,16,67,1,1,-1,2,1,-1,3.1880796,5.2365966
33151,19,67,1132864,16,67,1,1,-1,2,1,-1,4.4417825,3.0470095
33152,1,129,33152,16,129,1,1,129,2,1,129,6.1437855,4.669621
33153,3,116,99460,16,116,1,1,116,2,1,116,5.371432,5.7586656
33154,1,116,59776,16,116,2,1,116,3,2,116,4.503363,7.0210967
33155,6,116,149200,16,116,1,1,-1,2,1,-1,2.836853,5.926147
33156,1,116,59776,16,116,1,1,116,2,1,116,2.6368468,4.5365386
33157,3,116,99472,16,116,1,1,116,2,1,116,5.2253904,5.1294904
33158,1,116,74608,16,116,1,1,116,2,1,116,6.5784693,6.064821
33159,11,116,223828,16,116,1,1,-1,2,1,-1,3.968863,5.4351215
33160,1,41,33160,16,41,2,1,41,3,2,41,4.0429316,5.778046
33161,3,67,188872,16,67,1,1,-1,2,1,-1,5.004421,6.220339
33162,1,41,49744,16,41,1,1,41,2,1,41,5.2969136,4.2009387
33163,8,98,149236,16,98,1,1,-1,2,1,-1,6.9805317,5.501284
33164,1,41,37312,16,41,1,1,41,2,1,41,4.8868175,3.1487172
33165,3,41,99496,16,41,1,1,41,2,1,41,5.607392,2.9327793
33166,1,98,179332,16,98,2,1,-1,3,2,-1,5.9046144,5.6059275
33167,11,98,335824,16,98,1,1,-1,2,1,-1,5.171057,5.032578
33168,1,41,33168,16,41,1,1,41,2,1,41,4.707877,3.9013596
33169,3,129,99508,16,129,1,1,129,2,1,129,4.265163,6.6617923
33170,1,129,83968,16,129,1,1,129,2,1,129,5.924658,4.832896
33171,6,129,149272,16,129,1,1,-1,2,1,-1,5.548395,5.40219
33172,1,41,33172,16,41,2,1,41,3,2,41,5.286008,3.160012
33173,3,41,99520,16,41,1,1,41,2,1,41,6.6545615,3.9884303
33174,1,142,345544,16,142,1,1,-1,2,1,-1,3.7543695,4.459646
33175,8,142,345544,16,142,1,1,-1,2,1,-1,4.096884,4.8702264
33176,1,41,33176,16,41,1,1,41,2,1,41,5.333227,4.9748015
33177,3,142,345544,16,142,1,1,-1,2,1,-1,3.8124046,6.2173095
33178,1,41,49768,16,41,2,1,41,3,2,41,4.5946565,3.4251242
33179,24,98,377944,16,98,1,1,-1,2,1,-1,6.4774976,3.7855241
33180,1,98,255472,16,98,1,1,-1,2,1,-1,5.73971,3.0277095
33181,3,98,255472,16,98,1,1,-1,2,1,-1,4.2725945,6.260762
33182,1,98,255472,16,98,1,1,-1,2,1,-1,6.6383786,5.220482
33183,24,129,566980,16,129,1,1,-1,2,1,-1,2.5852203,4.586985
33184,1,129,33184,16,129,2,1,129,3,2,129,4.4515743,5.233421
33185,3,160,106324,16,160,1,1,-1,2,1,-1,5.5760665,5.32318
33186,1,41,49780,16,41,1,1,41,2,1,41,4.137589,5.5017715
33187,6,41,149344,16,41,1,1,-1,2,1,-1,3.707006,5.6990895
33188,1,41,63016,16,41,1,1,41,2,1,41,4.546791,5.801678
33189,3,41,99568,16,41,1,1,41,2,1,41,3.2177982,5.495676
33190,1,41,74680,16,41,2,1,41,3,2,41,4.9194407,6.5965753
33191,16,116,252052,16,116,1,1,-1,2,1,-1,4.232757,3.1018836
33192,1,129,33192,16,129,1,1,129,2,1,129,4.963372,4.345655
33193,3,191,9198520,16,191,1,1,-1,2,1,-1,4.6869435,6.8685904
33194,1,129,49792,16,129,1,1,129,2,1,129,4.119033,5.4683743
33195,8,142,345544,16,142,1,1,-1,2,1,-1,5.55189,5.6959305
33196,1,160,53188,16,160,2,1,160,3,2,160,4.283293,5.661424
33197,3,160,99592,16,160,1,1,160,2,1,160,3.9006934,4.656505
33198,1,160,112048,16,160,1,1,-1,2,1,-1,5.381969,5.3418818
33199,13,41,336148,16,41,1,1,-1,2,1,-1,4.921577,4.613947
33200,1,98,95956,16,98,1,1,98,2,1,98,4.962683,4.0097313
33201,3,41,99604,16,41,1,1,41,2,1,41,5.6449766,3.1909904
33202,1,41,56032,16,41,2,1,41,3,2,41,5.343794,3.9889326
33203,6,41,149416,16,41,1,1,-1,2,1,-1,5.82253,4.509492
33204,1,98,95956,16,98,1,1,98,2,1,98,6.009566,4.155484
33205,3,98,99616,16,98,1,1,98,2,1,98,5.0598493,6.594464
33206,1,160,126088,16,160,1,1,-1,2,1,-1,3.9483066,4.4307594
33207,8,160,224152,16,160,1,1,-1,2,1,-1,4.1583085,5.5032167
33208,1,98,95956,16,98,2,1,98,3,2,98,4.7566366,5.968154
33209,3,41,112084,16,41,1,1,-1,2,1,-1,3.368948,3.8093567
33210,1,98,95956,16,98,1,1,98,2,1,98,5.012574,5.9191275
33211,11,160,168136,16,160,1,1,-1,2,1,-1,7.086708,5.2688184
33212,1,129,359152,16,129,1,1,-1,2,1,-1,3.2745178,5.7009263
33213,3,129,359152,16,129,1,1,-1,2,1,-1,4.1569567,6.1785064
33214,1,129,359152,16,129,2,1,-1,3,2,-1,6.0278716,4.371762
33215,39,129,1276936,16,129,1,1,-1,2,1,-1,6.597815,6.553965
33216,1,67,33216,16,67,1,1,67,2,1,67,4.5371804,6.198924
33217,3,98,106432,16,98,1,1,-1,2,1,-1,4.8221602,2.965344
33218,1,67,319300,16,67,1,1,-1,2,1,-1,2.795067,4.414917
33219,6,67,319300,16,67,1,1,-1,2,1,-1,5.0398912,3.010271
33220,1,129,33220,16,129,2,1,129,3,2,129,4.115084,6.4843245
33221,3,129,99664,16,129,1,1,129,2,1,129,5.363511,6.291082
33222,1,129,74752,16,129,1,1,129,2,1,129,6.0638475,5.5809493
33223,13,98,224260,16,98,1,1,-1,2,1,-1,5.5147514,5.9608216
33224,1,67,33224,16,67,1,1,67,2,1,67,4.859701,7.043397
33225,3,41,168208,16,41,1,1,-1,2,1,-1,4.563626,3.4526958
33226,1,67,49840,16,67,2,1,67,3,2,67,4.6769114,6.9872975
33227,8,191,575728,16,191,1,1,-1,2,1,-1,5.9394145,6.843384
33228,1,67,37384,16,67,1,1,67,2,1,67,6.023246,5.1519184
33229,3,67,99688,16,67,1,1,67,2,1,67,3.969518,4.651343
33230,1,41,189268,16,41,1,1,-1,2,1,-1,5.5688143,5.2455564
33231,19,41,336472,16,41,1,1,-1,2,1,-1,6.944298,4.81347
33232,1,67,33232,16,67,2,1,67,3,2,67,4.7707705,4.2982736
33233,3,67,99700,16,67,1,1,67,2,1,67,6.5801325,4.2892075
33234,1,191,575728,16,191,1,1,-1,2,1,-1,6.0554705,4.856068
33235,6,191,575728,16,191,1,1,-1,2,1,-1,6.579015,5.25137
33236,1,67,33236,16,67,1,1,67,2,1,67,5.761242,6.827021
33237,3,67,99712,16,67,1,1,67,2,1,67,5.9536023,6.107635
33238,1,41,94660,16,41,2,1,41,3,2,41,5.3416047,4.864107
33239,8,41,224368,16,41,1,1,-1,2,1,-1,5.1433234,4.4586964
33240,1,67,33240,16,67,1,1,67,2,1,67,4.4842987,5.5897136
33241,3,67,112192,16,67,1,1,-1,2,1,-1,7.2454195,5.034914
33242,1,67,49864,16,67,1,1,67,2,1,67,4.1216917,4.1375017
33243,13,116,252448,16,116,1,1,-1,2,1,-1,3.9977589,6.086845
33244,1,67,56104,16,67,2,1,67,3,2,67,5.980794,6.806824
33245,3,67,99736,16,67,1,1,67,2,1,67,5.107455,4.407602
33246,1,235,639088,16,235,1,1,-1,2,1,-1,4.7653794,4.6951985
33247,34,235,639088,16,235,1,1,-1,2,1,-1,3.5122375,3.461321
33248,1,67,33248,16,67,1,1,67,2,1,67,4.8232875,5.7814474
33249,3,116,189376,16,116,1,1,-1,2,1,-1,4.9325223,3.8515592
33250,1,67,49876,16,67,2,1,67,3,2,67,3.9147844,5.5599246
33251,6,67,149632,16,67,1,1,-1,2,1,-1,4.5111847,3.7964258
33252,1,191,269728,16,191,1,1,-1,2,1,-1,2.7613592,4.370641
33253,3,191,269728,16,191,1,1,-1,2,1,-1,4.588673,2.8205185
33254,1,191,269728,16,191,1,1,-1,2,1,-1,6.7007394,5.94877
33255,26,191,378808,16,191,1,1,-1,2,1,-1,5.1992455,5.621953
33256,1,67,33256,16,67,2,1,67,3,2,67,3.253752,4.498883
33257,3,191,284128,16,191,1,1,-1,2,1,-1,7.094695,4.8033524
33258,1,67,49888,16,67,1,1,67,2,1,67,3.864031,6.9980206
33259,8,191,539440,16,191,1,1,-1,2,1,-1,5.064804,5.3301053
33260,1,204,250504,16,204,1,1,-1,2,1,-1,3.9873328,4.686698
33261,3,204,250504,16,204,1,1,-1,2,1,-1,4.231104,5.4117546
33262,1,204,250504,16,204,2,1,-1,3,2,-1,4.8426275,3.3447435
33263,39,90,959092,16,90,1,1,-1,2,1,-1,4.25898,4.077442
33264,1,54,33264,16,54,1,1,54,2,1,54,6.763352,5.228487
33265,3,67,99796,16,67,1,1,67,2,1,67,4.5331626,4.6211586
33266,1,204,250504,16,204,1,1,-1,2,1,-1,6.203314,5.8056345
33267,6,204,250504,16,204,1,1,-1,2,1,-1,6.4703712,5.899622
33268,1,54,33268,16,54,2,1,54,3,2,54,5.025871,2.67737
33269,3,54,99808,16,54,1,1,54,2,1,54,3.9013312,5.4905257
33270,1,98,479680,16,98,1,1,-1,2,1,-1,4.8152843,3.1947272
33271,8,98,479680,16,98,1,1,-1,2,1,-1,6.014328,3.1100113
33272,1,54,94768,16,54,1,1,54,2,1,54,6.122447,4.517699
33273,3,98,455380,16,98,1,1,-1,2,1,-1,4.816745,3.0502613
33274,1,54,94768,16,54,2,1,54,3,2,54,3.8835933,5.9588575
33275,16,54,189520,16,54,1,1,-1,2,1,-1,5.9716964,3.1382236
33276,1,90,284308,16,90,1,1,-1,2,1,-1,6.109395,4.356604
33277,3,90,284308,16,90,1,1,-1,2,1,-1,5.9904556,3.773064
33278,1,90,852928,16,90,1,1,-1,2,1,-1,5.7359486,3.7907875
33279,55,90,2558788,16,90,1,1,-1,2,1,-1,4.982792,2.8210413
33280,1,36,33280,16,36,2,1,36,3,2,36,3.2925904,5.0316787
33281,3,54,99844,16,54,1,1,54,2,1,54,4.857986,5.8393784
33282,1,54,49924,16,54,1,1,54,2,1,54,3.9594789,5.369203
33283,6,54,149776,16,54,1,1,-1,2,1,-1,6.431382,4.446962
33284,1,54,33284,16,54,1,1,54,2,1,54,3.666146,6.3612995
33285,3,54,99856,16,54,1,1,54,2,1,54,5.5232,6.513387
33286,1,54,74896,16,54,2,1,54,3,2,54,3.0507228,4.076393
33287,11,116,224692,16,116,1,1,-1,2,1,-1,4.036556,2.8669293
33288,1,67,33288,16,67,1,1,67,2,1,67,6.4875264,5.432543
33289,3,54,168532,16,54,1,1,-1,2,1,-1,4.631761,3.074768
33290,1,67,49936,16,67,1,1,67,2,1,67,6.187174,5.8638825
33291,8,54,149812,16,54,1,1,-1,2,1,-1,6.3237987,5.5081544
33292,1,67,37456,16,67,2,1,67,3,2,67,6.261861,4.531784
33293,3,67,99880,16,67,1,1,67,2,1,67,4.3919654,3.611846
33294,1,204,250504,16,204,1,1,-1,2,1,-1,3.873262,6.1687236
33295,11,204,337120,16,204,1,1,-1,2,1,-1,5.2938766,5.5196233
33296,1,67,33296,16,67,1,1,67,2,1,67,6.2043037,3.4963074
33297,3,67,99892,16,67,1,1,67,2,1,67,5.024109,3.9422536
33298,1,90,84292,16,90,2,1,90,3,2,90,6.2387633,4.2308
33299,6,90,149848,16,90,1,1,-1,2,1,-1,2.7583659,5.623802
33300,1,67,33300,16,67,1,1,67,2,1,67,6.0535917,3.3542557
33301,3,67,99904,16,67,1,1,67,2,1,67,4.4638343,5.5080414
33302,1,67,74932,16,67,1,1,67,2,1,67,5.0128984,4.3039865
33303,8,67,224800,16,67,1,1,-1,2,1,-1,5.3437877,6.9049516
33304,1,67,33304,16,67,2,1,67,3,2,67,5.175945,6.4337554
33305,3,67,112408,16,67,1,1,-1,2,1,-1,6.2639594,3.9403667
33306,1,67,49960,16,67,1,1,67,2,1,67,4.9918027,5.0965214
33307,21,54,569104,16,54,1,1,-1,2,1,-1,5.628079,4.7897944
33308,1,67,56212,16,67,1,1,67,2,1,67,6.916529,5.7216406
33309,3,67,99928,16,67,1,1,67,2,1,67,3.8276541,2.7297437
33310,1,67,168640,16,67,2,1,-1,3,2,-1,5.207556,2.961351
33311,21,204,505924,16,204,1,1,-1,2,1,-1,5.70374,3.5635047
33312,1,129,33312,16,129,1,1,129,2,1,129,5.110033,5.811231
33313,3,67,99940,16,67,1,1,67,2,1,67,4.65333,5.894638
33314,1,67,49972,16,67,1,1,67,2,1,67,4.135497,4.703832
33315,6,67,149920,16,67,1,1,-1,2,1,-1,4.289141,4.945218
33316,1,191,144340,16,191,2,1,-1,3,2,-1,3.7427616,5.2507386
33317,3,191,144340,16,191,1,1,-1,2,1,-1,5.291794,6.6444726
33318,1,191,144340,16,191,1,1,-1,2,1,-1,3.8888211,4.5941434
33319,13,67,253024,16,67,1,1,-1,2,1,-1,4.16686,7.061328
33320,1,129,33320,16,129,1,1,129,2,1,129,6.124253,5.5106945
33321,3,90,427012,16,90,1,1,-1,2,1,-1,6.676025,3.2768676
33322,1,129,49984,16,129,2,1,129,3,2,129,4.3920484,3.0648024
33323,8,67,149956,16,67,1,1,-1,2,1,-1,3.9004273,3.5895216
33324,1,160,37492,16,160,1,1,160,2,1,160,5.692724,6.222222
33325,3,160,99976,16,160,1,1,160,2,1,160,5.2900834,3.0480926
33326,1,160,112480,16,160,1,1,-1,2,1,-1,3.1994839,4.628809
33327,52,90,1154464,16,90,1,1,-1,2,1,-1,7.1259136,5.631694
33328,1,129,33328,16,129,2,1,129,3,2,129,5.205434,5.0196195
33329,3,160,99988,16,160,1,1,160,2,1,160,2.7800617,3.8246806
33330,1,160,56248,16,160,1,1,160,2,1,160,5.7108865,5.15294
33331,6,160,149992,16,160,1,1,-1,2,1,-1,3.4771001,5.4927416
33332,1,129,33332,16,129,1,1,129,2,1,129,5.288205,6.014587
33333,3,129,100000,16,129,1,1,129,2,1,129,6.6180696,3.8888276
33334,1,54,427192,16,54,2,1,-1,3,2,-1,3.5796719,3.9459307
33335,8,54,427192,16,54,1,0,-1,2,1,-1,5.180841,3.7262661
33336,1,116,60100,16,116,1,1,116,2,1,116,3.780283,3.8924882
33337,3,90,160216,16,90,1,0,-1,2,1,-1,4.6299896,4.8162293
33338,1,116,60100,16,116,1,1,116,2,1,116,3.4512467,3.7029347
33339,11,67,168784,16,67,1,0,-1,2,1,-1,4.2022777,4.19336
33340,1,116,84400,16,116,2,1,116,3,2,116,3.2375286,5.693223
33341,3,116,100024,16,116,1,0,-1,2,1,-1,7.2331753,5.2751
33342,1,160,253204,16,160,1,1,-1,2,1,-1,3.2849023,4.99798
33343,16,160,759616,16,160,1,0,-1,2,1,-1,5.018529,3.5188692
33344,1,129,33344,16,129,1,1,129,2,1,129,5.032817,6.3740683
33345,3,160,100036,16,160,1,0,-1,2,1,-1,6.030401,4.4453683
33346,1,160,50020,16,160,2,1,160,3,2,160,4.2321563,5.3122377
33347,6,160,150064,16,160,1,0,-1,2,1,-1,3.7769892,4.139704
33348,1,160,33348,16,160,1,1,160,2,1,160,3.0036654,4.1621017
33349,3,160,100048,16,160,1,0,-1,2,1,-1,5.32389,3.1638653
33350,1,160,75040,16,160,1,1,160,2,1,160,5.1441946,4.0154104
33351,16,67,225124,16,67,1,0,-1,2,1,-1,4.787889,5.1652875
33352,1,160,33352,16,160,2,1,160,3,2,160,4.491081,5.6912723
33353,3,116,168856,16,116,1,0,-1,2,1,-1,3.7964723,6.669229
33354,1,160,50032,16,160,1,1,160,2,1,160,4.684079,4.674516
33355,8,160,150100,16,160,1,0,-1,2,1,-1,5.776923,2.9105797
33356,1,160,37528,16,160,1,1,160,2,1,160,5.172041,4.4435782
33357,3,160,100072,16,160,1,0,-1,2,1,-1,7.052514,5.2068577
33358,1,160,126664,16,160,2,1,-1,3,2,-1,4.392689,5.7163653
33359,13,160,337768,16,160,1,0,-1,2,1,-1,5.6182337,3.0307503
33360,1,129,33360,16,129,1,1,129,2,1,129,3.7121406,4.080277
33361,3,116,120256,16,116,1,0,-1,2,1,-1,6.0102873,3.842612
33362,1,116,190024,16,116,1,1,-1,2,1,-1,3.7337484,5.02472
33363,6,116,190024,16,116,1,0,-1,2,1,-1,3.6804626,5.402231
33364,1,129,33364,16,129,2,1,129,3,2,129,7.1422267,5.2265587
33365,3,129,100096,16,129,1,0,-1,2,1,-1,4.893633,4.356486
33366,1,90,202984,16,90,1,1,-1,2,1,-1,6.8904347,3.515501
33367,8,90,225232,16,90,1,0,-1,2,1,-1,3.2439666,3.6615086
33368,1,129,33368,16,129,1,1,129,2,1,129,5.168364,5.559897
33369,3,90,240568,16,90,1,0,-1,2,1,-1,5.1403317,5.2719088
33370,1,129,50056,16,129,2,1,129,3,2,129,4.501223,4.447081
33371,60,235,975400,16,235,1,0,-1,2,1,-1,5.222041,3.4806747
33372,1,129,56320,16,129,1,1,129,2,1,129,5.3456407,3.5249443
33373,3,129,100120,16,129,1,0,-1,2,1,-1,4.269563,4.387537
33374,1,116,168964,16,116,1,1,-1,2,1,-1,4.7176223,6.0499845
33375,13,116,506896,16,116,1,0,-1,2,1,-1,5.4897814,4.022803
33376,1,129,33376,16,129,2,1,129,3,2,129,3.9031885,4.541446
33377,3,67,126736,16,67,1,0,-1,2,1,-1,2.5959098,4.7740617
33378,1,116,50068,16,116,1,1,116,2,1,116,4.071311,4.7275777
33379,6,116,150208,16,116,1,0,-1,2,1,-1,6.7172723,6.291841
33380,1,116,33380,16,116,1,1,116,2,1,116,4.155034,5.7743664
33381,3,116,100144,16,116,1,0,-1,2,1,-1,3.1400712,3.816472
33382,1,116,75112,16,116,2,1,116,3,2,116,3.8988867,3.824827
33383,19,116,570400,16,116,1,0,-1,2,1,-1,4.063646,6.32776
33384,1,129,33384,16,129,1,1,129,2,1,129,6.217229,5.260147
33385,3,67,253528,16,67,1,0,-1,2,1,-1,5.322725,6.137773
33386,1,129,50080,16,129,1,1,129,2,1,129,5.5448003,5.903294
33387,8,67,150244,16,67,1,0,-1,2,1,-1,4.3472114,6.4631476
33388,1,67,95092,16,67,2,1,67,3,2,67,4.107791,4.6378884
33389,3,67,100168,16,67,1,0,-1,2,1,-1,3.7478561,5.515584
33390,1,67,112696,16,67,1,1,-1,2,1,-1,6.474917,6.035622
33391,21,67,380356,16,67,1,0,-1,2,1,-1,4.556146,4.596063
33392,1,116,33392,16,116,1,1,116,2,1,116,5.815954,4.0563974
33393,3,129,100180,16,129,1,0,-1,2,1,-1,3.9694057,3.4172878
33394,1,72,304720,16,72,2,1,-1,3,2,-1,5.916531,6.1949944
33395,6,72,304720,16,72,1,0,-1,2,1,-1,6.091872,4.384593
33396,1,116,33396,16,116,1,1,116,2,1,116,5.463032,3.8870692
33397,3,116,100192,16,116,1,0,-1,2,1,-1,5.961173,6.231411
33398,1,116,84544,16,116,1,1,116,2,1,116,4.678518,3.323801
33399,8,116,225448,16,116,1,0,-1,2,1,-1,6.3076477,5.740407
33400,1,116,42280,16,116,2,1,116,3,2,116,4.5878882,4.86413
33401,3,67,190240,16,67,1,0,-1,2,1,-1,4.8073997,5.768812
33402,1,116,50104,16,116,1,1,116,2,1,116,6.7182827,6.2789617
33403,13,67,169108,16,67,1,0,-1,2,1,-1,5.606445,5.072173
33404,1,235,481624,16,235,1,1,-1,2,1,-1,4.6690626,4.69951
33405,3,235,481624,16,235,1,0,-1,2,1,-1,5.2055926,4.291638
33406,1,235,481624,16,235,2,1,-1,3,2,-1,5.1243696,5.0846467
33407,52,142,6171712,16,142,1,0,-1,2,1,-1,4.0858817,5.798087
33408,1,36,33408,16,36,1,1,36,2,1,36,4.988563,5.865241
33409,3,116,142720,16,116,1,0,-1,2,1,-1,5.987551,5.998729
33410,1,129,50116,16,129,1,1,129,2,1,129,5.982309,5.0942373
33411,6,129,150352,16,129,1,0,-1,2,1,-1,4.653667,2.6472347
33412,1,90,67768,16,90,2,1,90,3,2,90,5.5987406,6.058484
33413,3,90,100240,16,90,1,0,-1,2,1,-1,3.9009423,6.2755423
33414,1,90,75184,16,90,1,1,90,2,1,90,4.2884007,5.04491
33415,11,116,225556,16,116,1,0,-1,2,1,-1,5.090981,2.9901614
33416,1,129,33416,16,129,1,1,129,2,1,129,5.2662444,3.7210796
33417,3,142,1465108,16,142,1,0,-1,2,1,-1,4.2191563,5.523151
33418,1,129,50128,16,129,2,1,129,3,2,129,3.2956553,6.3438945
33419,8,90,150388,16,90,1,0,-1,2,1,-1,3.539921,6.0768604
33420,1,129,37600,16,129,1,1,129,2,1,129,4.639467,6.5563955
33421,3,129,100264,16,129,1,0,-1,2,1,-1,4.937276,5.957601
33422,1,142,542104,16,142,1,1,-1,2,1,-1,6.4998612,5.648497
33423,11,142,542104,16,142,1,0,-1,2,1,-1,6.2791724,3.762489
33424,1,67,33424,16,67,2,1,67,3,2,67,3.5222785,3.7217937
33425,3,67,100276,16,67,1,0,-1,2,1,-1,4.740068,6.071379
33426,1,67,84616,16,67,1,1,67,2,1,67,5.7372255,5.6682467
33427,6,67,150424,16,67,1,0,-1,2,1,-1,4.522492,6.0662208
33428,1,67,33428,16,67,1,1,67,2,1,67,3.601093,6.417699
33429,3,67,100288,16,67,1,0,-1,2,1,-1,3.383343,5.5553203
33430,1,129,75220,16,129,2,1,129,3,2,129,5.1571183,6.9908104
33431,8,129,225664,16,129,1,0,-1,2,1,-1,5.87304,5.794496
33432,1,67,33432,16,67,1,1,67,2,1,67,4.4430413,7.122315
33433,3,67,135592,16,67,1,0,-1,2,1,-1,5.0431647,5.269826
33434,1,67,50152,16,67,1,1,67,2,1,67,6.448718,6.0930324
33435,42,90,1626856,16,90,1,0,-1,2,1,-1,6.760026,3.967983
33436,1,142,2316760,16,142,2,1,-1,3,2,-1,5.842608,5.9327054
33437,3,142,2316760,16,142,1,0,-1,2,1,-1,4.93927,4.1300373
33438,1,142,2316760,16,142,1,1,-1,2,1,-1,4.5559034,4.4630227
33439,37,90,857032,16,90,1,0,-1,2,1,-1,5.121054,6.7527146
33440,1,36,33440,16,36,1,1,36,2,1,36,5.7257905,4.1090183
33441,3,116,100324,16,116,1,0,-1,2,1,-1,4.6455336,4.591999
33442,1,67,71440,16,67,2,1,67,3,2,67,3.3907974,5.2400746
33443,6,67,150496,16,67,1,0,-1,2,1,-1,2.7118123,5.014445
33444,1,116,214324,16,116,1,1,-1,2,1,-1,3.2107403,4.888802
33445,3,116,214324,16,116,1,0,-1,2,1,-1,4.274542,3.9795573
33446,1,116,214324,16,116,1,1,-1,2,1,-1,4.130056,5.1787014
33447,21,116,285748,16,116,1,0,-1,2,1,-1,6.1927705,3.1324506
33448,1,36,33448,16,36,2,1,36,3,2,36,7.1632366,6.2321916
33449,3,90,1928932,16,90,1,0,-1,2,1,-1,4.494806,6.5471773
33450,1,36,50176,16,36,1,1,36,2,1,36,6.0416045,4.8160563
33451,8,160,150532,16,160,1,0,-1,2,1,-1,3.7034965,5.1971784
33452,1,67,37636,16,67,1,1,67,2,1,67,5.5351906,6.39265
33453,3,67,100360,16,67,1,0,-1,2,1,-1,3.9319766,7.060983
33454,1,67,112912,16,67,2,1,-1,3,2,-1,5.5960965,5.868132
33455,13,160,338740,16,160,1,0,-1,2,1,-1,4.8234115,4.420761
33456,1,41,33456,16,41,1,1,41,2,1,41,5.0533247,7.355758
33457,3,67,100372,16,67,1,0,-1,2,1,-1,3.4341187,4.513784
33458,1,67,56464,16,67,1,1,67,2,1,67,4.0896835,3.4162886
33459,6,67,150568,16,67,1,0,-1,2,1,-1,4.4761124,5.3185334
33460,1,41,33460,16,41,2,1,41,3,2,41,4.6012764,4.253319
33461,3,41,100384,16,41,1,0,-1,2,1,-1,2.7825522,5.6004777
33462,1,67,127060,16,67,1,1,-1,2,1,-1,6.91375,3.7227464
33463,8,67,225880,16,67,1,0,-1,2,1,-1,5.1840053,6.020436
33464,1,41,33464,16,41,1,1,41,2,1,41,4.47424,6.4887314
33465,3,67,112948,16,67,1,0,-1,2,1,-1,5.734168,3.4542623
33466,1,41,50200,16,41,2,1,41,3,2,41,5.8580537,4.0236874
33467,11,129,1100608,16,129,1,0,-1,2,1,-1,6.0009546,4.1256986
33468,1,160,84724,16,160,1,1,160,2,1,160,5.0463476,5.224376
33469,3,160,100408,16,160,1,0,-1,2,1,-1,5.580316,3.8394608
33470,1,160,254176,16,160,1,1,-1,2,1,-1,4.7638817,5.500615
33471,96,235,50143264,16,235,1,0,-1,2,1,-1,4.972806,5.3397617
33472,1,129,33472,16,129,2,1,129,3,2,129,5.491019,5.693842
33473,3,41,100420,16,41,1,0,-1,2,1,-1,7.1634088,4.7947774
33474,1,67,63556,16,67,1,1,67,2,1,67,3.5204947,4.125324
33475,6,67,150640,16,67,1,0,-1,2,1,-1,5.2762036,4.380471
33476,1,41,33476,16,41,1,1,41,2,1,41,5.242989,6.8579245
33477,3,41,100432,16,41,1,0,-1,2,1,-1,5.3544664,4.6605144
33478,1,41,75328,16,41,2,1,41,3,2,41,3.7666886,4.860035
33479,13,142,225988,16,142,1,0,-1,2,1,-1,5.8661957,5.487062
33480,1,41,33480,16,41,1,1,41,2,1,41,6.3514204,3.197503
33481,3,111,169504,16,111,1,0,-1,2,1,-1,4.4705205,4.4191084
33482,1,41,50224,16,41,1,1,41,2,1,41,4.73661,5.027465
33483,8,111,150676,16,111,1,0,-1,2,1,-1,4.6763334,3.3462873
33484,1,41,37672,16,41,2,1,41,3,2,41,4.036615,2.6710775
33485,3,41,100456,16,41,1,0,-1,2,1,-1,6.2547493,4.8487005
33486,1,67,429136,16,67,1,1,-1,2,1,-1,4.158265,5.2246556
33487,21,67,429136,16,67,1,0,-1,2,1,-1,6.4905066,5.917395
33488,1,129,33488,16,129,1,1,129,2,1,129,5.560284,6.3443875
33489,3,111,100468,16,111,1,0,-1,2,1,-1,4.8213553,4.7016635
33490,1,111,127168,16,111,2,1,-1,3,2,-1,4.953176,3.5000749
33491,6,111,150712,16,111,1,0,-1,2,1,-1,5.1884184,4.505073
33492,1,129,33492,16,129,1,1,129,2,1,129,4.6385126,5.850282
33493,3,129,100480,16,129,1,0,-1,2,1,-1,4.839216,6.6916804
33494,1,111,75364,16,111,1,1,111,2,1,111,4.94454,6.4915223
33495,8,111,226096,16,111,1,0,-1,2,1,-1,5.089189,4.6333323
33496,1,67,80512,16,67,2,1,67,3,2,67,4.0908585,6.447896
33497,3,41,113056,16,41,1,0,-1,2,1,-1,6.486496,4.3517156
33498,1,67,80512,16,67,1,1,67,2,1,67,5.2649,3.8953173
33499,13,173,619648,16,173,1,0,-1,2,1,-1,5.335491,4.192879
33500,1,67,80512,16,67,1,1,67,2,1,67,3.8608222,5.950305
33501,3,67,100504,16,67,1,0,-1,2,1,-1,5.514632,3.700287
33502,1,67,190816,16,67,2,1,-1,3,2,-1,6.191421,5.516978
33503,16,67,508840,16,67,1,0,-1,2,1,-1,5.623676,4.733091
33504,1,129,33504,16,129,1,1,129,2,1,129,5.9433274,6.5763674
33505,3,142,515860,16,142,1,0,-1,2,1,-1,6.172456,6.2860026
33506,1,129,50260,16,129,1,1,129,2,1,129,4.7172084,3.1770034
33507,6,129,150784,16,129,1,0,-1,2,1,-1,4.0129147,4.9483285
33508,1,160,33508,16,160,2,1,160,3,2,160,6.5052047,4.75026
33509,3,160,100528,16,160,1,0,-1,2,1,-1,5.738725,5.185518
33510,1,160,75400,16,160,1,1,160,2,1,160,2.9903615,3.389599
33511,32,142,644164,16,142,1,0,-1,2,1,-1,3.9887698,5.79765
