node,stopping_time,total_stopping_time,maximum_excursion,binary_length,parity_vector_length,in_degree,out_degree,distance_from_root,ancestor_count,branching_factor,level_set,umap_1,umap_2
74,1,22,112,7,22,1,1,22,2,1,22,6.2208548,5.1788416
75,8,14,340,7,14,1,1,14,2,1,14,5.0700293,5.5005813
76,1,22,88,7,22,2,1,22,3,2,22,3.7086608,5.090921
77,3,22,232,7,22,1,1,22,2,1,22,3.4049852,4.534376
78,1,35,304,7,35,1,1,35,2,1,35,4.899562,4.2159286
79,13,35,808,7,35,1,1,35,2,1,35,6.273398,4.367956
80,1,9,80,7,9,1,1,9,2,1,9,6.2953944,4.8131533
81,3,22,244,7,22,1,1,22,2,1,22,6.423671,6.2055655
82,1,110,9232,7,110,2,1,110,3,2,110,6.738765,5.473088
83,6,110,9232,7,110,1,1,110,2,1,110,4.6654024,4.5521455
84,1,9,84,7,9,1,1,9,2,1,9,5.3069687,3.7052765
85,3,9,256,7,9,1,1,9,2,1,9,5.1556454,4.2314377
86,1,30,196,7,30,1,1,30,2,1,30,6.341476,3.394749
87,8,30,592,7,30,1,1,30,2,1,30,4.91397,4.566428
88,1,17,88,7,17,2,1,17,3,2,17,4.8695683,2.445452
89,3,30,304,7,30,1,1,30,2,1,30,6.3152213,3.9356866
90,1,17,136,7,17,1,1,17,2,1,17,7.252886,5.1516194
91,73,92,9232,7,92,1,1,92,2,1,92,5.74362,3.3210964
92,1,17,160,7,17,1,1,17,2,1,17,3.4794667,5.7444077
93,3,17,280,7,17,1,1,17,2,1,17,2.7148454,4.6669292
94,1,105,9232,7,105,2,1,105,3,2,105,5.4935036,4.5084286
95,13,105,9232,7,105,1,1,105,2,1,105,5.9337535,4.720734
96,1,12,96,7,12,1,1,12,2,1,12,5.7399335,4.6734176
97,3,118,9232,7,118,1,1,118,2,1,118,4.0961466,6.0196004
98,1,25,148,7,25,1,1,25,2,1,25,4.4480696,4.182995
99,6,25,448,7,25,1,1,25,2,1,25,6.0548444,5.8151054
100,1,25,100,7,25,2,1,25,3,2,25,3.6231823,4.396649
101,3,25,304,7,25,1,1,25,2,1,25,5.493526,5.708438
102,1,25,232,7,25,1,1,25,2,1,25,5.737494,4.066866
103,68,87,9232,7,87,1,1,87,2,1,87,4.0860567,4.0458765
104,1,12,104,7,12,1,1,12,2,1,12,4.4481864,3.9881744
105,3,38,808,7,38,1,1,38,2,1,38,6.071908,3.9371097
106,1,12,160,7,12,2,1,12,3,2,12,6.4323254,4.6802607
107,8,100,9232,7,100,1,1,100,2,1,100,3.7266695,3.640038
108,1,113,9232,7,113,1,1,113,2,1,113,5.0352597,6.9896207
109,3,113,9232,7,113,1,1,113,2,1,113,3.0307846,5.1959076
110,1,113,9232,7,113,1,1,113,2,1,113,4.0547748,4.9530354
111,50,69,9232,7,69,1,1,69,2,1,69,6.5760875,3.9077027
112,1,20,112,7,20,2,1,20,3,2,20,5.271114,4.1105375
113,3,12,340,7,12,1,1,12,2,1,12,4.09749,5.17963
114,1,33,196,7,33,1,1,33,2,1,33,6.635359,5.5642405
115,6,33,520,7,33,1,1,33,2,1,33,4.459968,4.419682
116,1,20,116,7,20,1,1,20,2,1,20,7.098444,5.193362
117,3,20,352,7,20,1,1,20,2,1,20,4.159377,6.023621
118,1,33,304,7,33,2,1,33,3,2,33,5.1121254,5.4463997
119,8,33,808,7,33,1,1,33,2,1,33,6.471772,4.712704
120,1,20,160,7,20,1,1,20,2,1,20,6.0469165,7.1417155
121,3,95,9232,7,95,1,1,95,2,1,95,4.9016786,5.3918176
122,1,20,184,7,20,1,1,20,2,1,20,3.9356472,5.7112823
123,13,46,628,7,46,1,1,46,2,1,46,5.6688156,2.985149
124,1,108,9232,7,108,2,1,108,3,2,108,5.381615,4.7377706
125,3,108,9232,7,108,1,1,108,2,1,108,5.400543,5.469183
126,1,108,9232,7,108,1,1,108,2,1,108,4.934956,6.829829
127,24,46,4372,7,46,1,1,46,2,1,46,5.250679,5.7830753
128,1,7,128,8,7,1,1,7,2,1,7,4.366909,4.7407794
129,3,121,9232,8,121,1,1,121,2,1,121,4.7404265,6.864082
130,1,28,196,8,28,2,1,28,3,2,28,4.277404,3.574821
131,6,28,592,8,28,1,1,28,2,1,28,5.718019,5.5735765
132,1,28,132,8,28,1,1,28,2,1,28,5.1558166,4.393188
133,3,28,400,8,28,1,1,28,2,1,28,4.900639,3.9253073
134,1,28,304,8,28,1,1,28,2,1,28,4.6269765,3.6688867
135,11,41,916,8,41,1,1,41,2,1,41,6.265186,4.6145887
136,1,15,136,8,15,2,1,15,3,2,15,5.809163,5.2916803
137,3,90,9232,8,90,1,1,90,2,1,90,5.758729,4.1850557
138,1,15,208,8,15,1,1,15,2,1,15,6.556152,5.6512504
139,8,41,628,8,41,1,1,41,2,1,41,4.9832997,3.6497958
140,1,15,160,8,15,1,1,15,2,1,15,6.452624,4.4423156
141,3,15,424,8,15,1,1,15,2,1,15,5.40399,6.2530136
142,1,103,9232,8,103,2,1,103,3,2,103,5.2447944,3.4241247
143,11,103,9232,8,103,1,1,103,2,1,103,5.5789113,5.0147295
144,1,23,144,8,23,1,1,23,2,1,23,5.7387056,4.81108
145,3,116,9232,8,116,1,1,116,2,1,116,5.800547,5.568635
146,1,116,9232,8,116,1,1,116,2,1,116,3.5346606,6.427992
147,6,116,9232,8,116,1,1,116,2,1,116,6.3013806,5.838932
148,1,23,148,8,23,2,1,23,3,2,23,4.0617537,5.972481
149,3,23,448,8,23,1,1,23,2,1,23,4.802334,4.4769225
150,1,15,340,8,15,1,1,15,2,1,15,5.8309784,3.0434394
151,8,15,1024,8,15,1,1,15,2,1,15,6.5192003,4.1354795
152,1,23,152,8,23,1,1,23,2,1,23,4.7835493,5.4009366
153,3,36,520,8,36,1,1,36,2,1,36,5.2177835,4.6375155
154,1,23,232,8,23,2,1,23,3,2,23,5.57463,6.4813023
155,65,85,9232,8,85,1,1,85,2,1,85,6.33662,4.90546
156,1,36,304,8,36,1,1,36,2,1,36,6.200316,5.812792
157,3,36,472,8,36,1,1,36,2,1,36,4.9395885,6.022384
158,1,36,808,8,36,1,1,36,2,1,36,5.686871,4.4755387
159,34,54,9232,8,54,1,1,54,2,1,54,5.116447,4.5608907
160,1,10,160,8,10,2,1,10,3,2,10,3.8904426,5.0376763
161,3,98,9232,8,98,1,1,98,2,1,98,2.6181173,4.8613434
162,1,23,244,8,23,1,1,23,2,1,23,4.4621253,4.2062325
163,6,23,736,8,23,1,1,23,2,1,23,6.7822433,4.140319
164,1,111,9232,8,111,1,1,111,2,1,111,4.586774,2.9835835
165,3,111,9232,8,111,1,1,111,2,1,111,4.0242176,4.721041
166,1,111,9232,8,111,2,1,111,3,2,111,4.2994556,6.596263
167,47,67,9232,8,67,1,1,67,2,1,67,5.242342,4.5703387
168,1,10,168,8,10,1,1,10,2,1,10,5.572349,4.769821
169,3,49,4372,8,49,1,1,49,2,1,49,4.8445625,4.0264363
170,1,10,256,8,10,1,1,10,2,1,10,6.5692153,3.9144943
171,8,124,9232,8,124,1,1,124,2,1,124,5.8986874,4.0790687
172,1,31,196,8,31,2,1,31,3,2,31,4.6532116,6.368581
173,3,31,520,8,31,1,1,31,2,1,31,4.140351,6.634936
174,1,31,592,8,31,1,1,31,2,1,31,5.7796674,3.5728471
175,13,80,9232,8,80,1,1,80,2,1,80,3.2581005,5.404598
176,1,18,176,8,18,1,1,18,2,1,18,6.3040776,6.054473
177,3,31,532,8,31,1,1,31,2,1,31,4.255774,4.316616
178,1,31,304,8,31,2,1,31,3,2,31,4.005893,4.1677194
179,6,31,808,8,31,1,1,31,2,1,31,3.5439765,5.021288
180,1,18,180,8,18,1,1,18,2,1,18,4.108066,6.217505
181,3,18,544,8,18,1,1,18,2,1,18,3.9268155,3.024229
182,1,93,9232,8,93,1,1,93,2,1,93,4.378491,3.0510643
183,8,93,9232,8,93,1,1,93,2,1,93,5.6161036,6.64808
184,1,18,184,8,18,2,1,18,3,2,18,4.06635,3.8428714
185,3,44,628,8,44,1,1,44,2,1,44,4.471824,3.664256
186,1,18,280,8,18,1,1,18,2,1,18,5.61479,5.0701127
187,11,44,952,8,44,1,1,44,2,1,44,5.6933575,3.7124417
188,1,106,9232,8,106,1,1,106,2,1,106,4.6389947,5.178418
189,3,106,9232,8,106,1,1,106,2,1,106,3.596512,3.298257
190,1,106,9232,8,106,2,1,106,3,2,106,6.0963106,3.5247262
191,21,44,4372,8,44,1,1,44,2,1,44,5.9477444,2.927336
192,1,13,192,8,13,1,1,13,2,1,13,5.2191854,6.1014295
193,3,119,9232,8,119,1,1,119,2,1,119,3.5175607,3.7269518
194,1,119,9232,8,119,1,1,119,2,1,119,4.727711,5.082039
195,6,119,9232,8,119,1,1,119,2,1,119,6.469819,3.1252782
196,1,26,196,8,26,2,1,26,3,2,26,5.0858345,4.4590583
197,3,26,592,8,26,1,1,26,2,1,26,4.2686596,3.7026217
198,1,26,448,8,26,1,1,26,2,1,26,5.82243,6.2265587
199,13,119,9232,8,119,1,1,119,2,1,119,4.639461,3.967315
200,1,26,200,8,26,1,1,26,2,1,26,4.0613403,6.4602876
201,3,18,1024,8,18,1,1,18,2,1,18,5.7770967,4.9912405
202,1,26,304,8,26,2,1,26,3,2,26,6.5612354,5.6184726
203,8,39,916,8,39,1,1,39,2,1,39,4.0373917,3.776511
204,1,26,232,8,26,1,1,26,2,1,26,7.198493,4.4652543
205,3,26,616,8,26,1,1,26,2,1,26,3.3070917,5.3185067
206,1,88,9232,8,88,1,1,88,2,1,88,6.764388,6.1610126
207,21,88,9232,8,88,1,1,88,2,1,88,4.758661,5.1818004
208,1,13,208,8,13,2,1,13,3,2,13,5.24162,5.0511985
209,3,39,628,8,39,1,1,39,2,1,39,6.7692866,5.5764985
210,1,39,808,8,39,1,1,39,2,1,39,6.173881,6.202208
211,6,39,952,8,39,1,1,39,2,1,39,4.218697,3.775317
212,1,13,212,8,13,1,1,13,2,1,13,3.23057,4.7352495
213,3,13,640,8,13,1,1,13,2,1,13,5.0097423,4.8596754
214,1,101,9232,8,101,2,1,101,3,2,101,6.309415,6.307409
215,8,101,9232,8,101,1,1,101,2,1,101,7.4125967,5.4700627
216,1,114,9232,8,114,1,1,114,2,1,114,4.1662035,4.8584623
217,3,26,736,8,26,1,1,26,2,1,26,4.5031204,6.058833
218,1,114,9232,8,114,1,1,114,2,1,114,4.4518757,7.166536
219,13,52,1672,8,52,1,1,52,2,1,52,2.7755368,5.2488775
220,1,114,9232,8,114,2,1,114,3,2,114,4.7787285,3.998994
221,3,114,9232,8,114,1,1,114,2,1,114,6.65902,4.903224
222,1,70,9232,8,70,1,1,70,2,1,70,4.8718534,3.3097892
223,50,70,9232,8,70,1,1,70,2,1,70,5.97654,5.4739494
224,1,21,224,8,21,1,1,21,2,1,21,6.1301217,4.048546
225,3,52,4372,8,52,1,1,52,2,1,52,6.714751,4.8330054
226,1,13,340,8,13,2,1,13,3,2,13,5.3849063,5.851728
227,6,13,1024,8,13,1,1,13,2,1,13,3.5092382,5.369072
228,1,34,228,8,34,1,1,34,2,1,34,4.5503645,4.9759226
229,3,34,688,8,34,1,1,34,2,1,34,4.0181646,3.0175314
230,1,34,520,8,34,1,1,34,2,1,34,4.693976,6.5408955
231,19,127,9232,8,127,1,1,127,2,1,127,4.8103623,5.5593987
232,1,21,232,8,21,2,1,21,3,2,21,6.797144,4.9340606
233,3,83,9232,8,83,1,1,83,2,1,83,3.6281326,5.1745887
234,1,21,352,8,21,1,1,21,2,1,21,4.870803,5.622325
235,8,127,9232,8,127,1,1,127,2,1,127,5.2708874,4.9681296
236,1,34,304,8,34,1,1,34,2,1,34,4.711077,4.178358
237,3,34,712,8,34,1,1,34,2,1,34,5.1551704,5.920717
238,1,34,808,8,34,2,1,34,3,2,34,5.46711,4.7966633
239,32,52,9232,8,52,1,1,52,2,1,52,5.227389,5.0191536
240,1,21,240,8,21,1,1,21,2,1,21,4.3932867,5.2808204
241,3,21,724,8,21,1,1,21,2,1,21,4.1668878,3.0933197
242,1,96,9232,8,96,1,1,96,2,1,96,3.6402824,4.655902
243,6,96,9232,8,96,1,1,96,2,1,96,4.4476514,5.240912
244,1,21,244,8,21,2,1,21,3,2,21,4.7818017,2.9278848
245,3,21,736,8,21,1,1,21,2,1,21,4.225912,4.36403
246,1,47,628,8,47,1,1,47,2,1,47,6.036904,4.394683
247,8,47,1672,8,47,1,1,47,2,1,47,5.7805,5.4358926
248,1,109,9232,8,109,1,1,109,2,1,109,6.2515764,5.4916706
249,3,47,952,8,47,1,1,47,2,1,47,6.9520473,4.66684
250,1,109,9232,8,109,2,1,109,3,2,109,6.784864,6.0021777
251,44,65,9232,8,65,1,1,65,2,1,65,2.9515598,5.323138
252,1,109,9232,8,109,1,1,109,2,1,109,4.4874945,4.3758116
253,3,109,9232,8,109,1,1,109,2,1,109,5.45779,4.370572
254,1,47,4372,8,47,1,1,47,2,1,47,6.572919,3.872091
255,21,47,13120,8,47,1,1,47,2,1,47,3.4336114,5.7411957
256,1,8,256,9,8,2,1,8,3,2,8,4.719151,5.101126
257,3,122,9232,9,122,1,1,122,2,1,122,4.1517315,3.0365932
258,1,122,9232,9,122,1,1,122,2,1,122,5.7490215,4.452274
259,6,122,9232,9,122,1,1,122,2,1,122,6.336503,4.187332
260,1,29,260,9,29,1,1,29,2,1,29,3.7574377,4.0671406
261,3,29,784,9,29,1,1,29,2,1,29,5.895722,5.562063
262,1,29,592,9,29,2,1,29,3,2,29,4.9672394,3.2965443
263,11,78,9232,9,78,1,1,78,2,1,78,6.554759,4.2824616
264,1,29,264,9,29,1,1,29,2,1,29,5.1887865,3.505604
265,3,122,9232,9,122,1,1,122,2,1,122,6.0819054,5.206567
266,1,29,400,9,29,1,1,29,2,1,29,5.436216,3.1057937
267,8,21,1204,9,21,1,1,21,2,1,21,3.7584429,4.376692
268,1,29,304,9,29,2,1,29,3,2,29,3.8576562,6.33247
269,3,29,808,9,29,1,1,29,2,1,29,3.4168167,3.7651148
270,1,42,916,9,42,1,1,42,2,1,42,5.7405524,4.145096
271,11,42,2752,9,42,1,1,42,2,1,42,7.2993517,5.2549787
272,1,16,272,9,16,1,1,16,2,1,16,5.250193,5.016787
273,3,29,820,9,29,1,1,29,2,1,29,7.3889036,4.0411673
274,1,91,9232,9,91,2,1,91,3,2,91,4.3798447,5.2479877
275,6,91,9232,9,91,1,1,91,2,1,91,3.743899,6.489567
276,1,16,276,9,16,1,1,16,2,1,16,6.8539004,4.7290325
277,3,16,832,9,16,1,1,16,2,1,16,7.1276083,4.4179716
278,1,42,628,9,42,1,1,42,2,1,42,4.2111783,5.6351023
279,8,42,1888,9,42,1,1,42,2,1,42,5.755097,5.3228655
280,1,16,280,9,16,2,1,16,3,2,16,5.538538,5.886347
281,3,42,952,9,42,1,1,42,2,1,42,5.574007,4.6554837
282,1,16,424,9,16,1,1,16,2,1,16,5.8481255,4.975524
283,39,60,9232,9,60,1,1,60,2,1,60,5.534957,5.0723042
284,1,104,9232,9,104,1,1,104,2,1,104,4.24442,5.343902
285,3,104,9232,9,104,1,1,104,2,1,104,6.388952,6.1447396
286,1,104,9232,9,104,2,1,104,3,2,104,6.14225,4.057426
287,16,42,4372,9,42,1,1,42,2,1,42,5.1327353,5.3263144
288,1,24,288,9,24,1,1,24,2,1,24,4.9307313,6.110118
289,3,29,868,9,29,1,1,29,2,1,29,5.239047,5.4601746
290,1,117,9232,9,117,1,1,117,2,1,117,4.2142205,5.8321733
291,6,117,9232,9,117,1,1,117,2,1,117,4.4936314,4.432363
292,1,117,9232,9,117,2,1,117,3,2,117,3.1919706,4.476895
293,3,117,9232,9,117,1,1,117,2,1,117,4.6508136,4.475683
294,1,117,9232,9,117,1,1,117,2,1,117,3.7165937,6.0430264
295,13,55,2248,9,55,1,1,55,2,1,55,5.230968,5.468566
296,1,24,296,9,24,1,1,24,2,1,24,5.4037466,6.968415
297,3,73,9232,9,73,1,1,73,2,1,73,5.2603045,3.1998782
298,1,24,448,9,24,2,1,24,3,2,24,5.189068,7.0112324
299,8,117,9232,9,117,1,1,117,2,1,117,5.979549,5.0199447
300,1,16,340,9,16,1,1,16,2,1,16,6.992554,5.417479
301,3,16,904,9,16,1,1,16,2,1,16,5.836935,5.2682376
302,1,16,1024,9,16,1,1,16,2,1,16,4.221399,5.573302
303,21,42,3076,9,42,1,1,42,2,1,42,5.931455,4.7995644
304,1,24,304,9,24,2,1,24,3,2,24,3.861788,3.1681073
305,3,37,916,9,37,1,1,37,2,1,37,6.406605,3.1606379
306,1,37,520,9,37,1,1,37,2,1,37,4.629677,6.09916
307,6,37,1384,9,37,1,1,37,2,1,37,4.566848,3.803402
308,1,24,308,9,24,1,1,24,2,1,24,5.5350246,4.734329
309,3,24,928,9,24,1,1,24,2,1,24,4.5195312,2.6736977
310,1,86,9232,9,86,2,1,86,3,2,86,4.9121356,5.3749366
311,8,86,9232,9,86,1,1,86,2,1,86,4.846263,6.018007
312,1,37,312,9,37,1,1,37,2,1,37,5.1614556,6.3057923
313,3,130,9232,9,130,1,1,130,2,1,130,6.133355,5.2319818
314,1,37,472,9,37,1,1,37,2,1,37,5.244044,4.0771503
315,11,37,1600,9,37,1,1,37,2,1,37,4.458653,5.9185815
316,1,37,808,9,37,2,1,37,3,2,37,4.6121726,3.329779
317,3,37,952,9,37,1,1,37,2,1,37,4.3062186,4.2404547
318,1,55,9232,9,55,1,1,55,2,1,55,5.9475145,3.4176433
319,34,55,9232,9,55,1,1,55,2,1,55,6.75021,5.095553
320,1,11,320,9,11,1,1,11,2,1,11,5.013709,4.9142194
321,3,24,964,9,24,1,1,24,2,1,24,7.082548,4.9694524
322,1,99,9232,9,99,2,1,99,3,2,99,5.3968253,3.5686896
323,6,99,9232,9,99,1,1,99,2,1,99,5.32284,4.3660407
324,1,24,324,9,24,1,1,24,2,1,24,6.394358,4.49217
325,3,24,976,9,24,1,1,24,2,1,24,6.047867,4.4904914
326,1,24,736,9,24,1,1,24,2,1,24,6.771294,4.102158
327,34,143,9232,9,143,1,1,143,2,1,143,6.7655506,5.0758424
328,1,112,9232,9,112,2,1,112,3,2,112,5.176386,3.7006972
329,3,50,1672,9,50,1,1,50,2,1,50,4.1154084,5.960507
330,1,112,9232,9,112,1,1,112,2,1,112,6.842601,3.6139114
331,8,24,1492,9,24,1,1,24,2,1,24,4.961679,6.3561354
332,1,112,9232,9,112,1,1,112,2,1,112,5.70869,6.1032715
333,3,112,9232,9,112,1,1,112,2,1,112,3.2680416,4.794391
334,1,68,9232,9,68,2,1,68,3,2,68,4.8671117,4.570232
335,13,68,9232,9,68,1,1,68,2,1,68,5.780093,5.090942
336,1,11,336,9,11,1,1,11,2,1,11,3.106814,4.7256036
337,3,112,9232,9,112,1,1,112,2,1,112,5.8007283,4.539528
338,1,50,4372,9,50,1,1,50,2,1,50,4.138406,5.76166
339,6,50,4372,9,50,1,1,50,2,1,50,5.0552726,5.2645917
340,1,11,340,9,11,2,1,11,3,2,11,3.9912994,3.5976136
341,3,11,1024,9,11,1,1,11,2,1,11,5.417416,3.6687138
342,1,125,9232,9,125,1,1,125,2,1,125,5.6697183,5.174701
343,8,125,9232,9,125,1,1,125,2,1,125,3.8235943,6.6240373
344,1,32,344,9,32,1,1,32,2,1,32,4.7746425,3.7443285
345,3,125,9232,9,125,1,1,125,2,1,125,4.5441804,6.1355577
346,1,32,520,9,32,2,1,32,3,2,32,4.7151937,4.80262
347,16,125,9232,9,125,1,1,125,2,1,125,4.7815523,5.10996
348,1,32,592,9,32,1,1,32,2,1,32,4.5344796,5.1659665
349,3,32,1048,9,32,1,1,32,2,1,32,6.7100105,4.2771525
350,1,81,9232,9,81,1,1,81,2,1,81,5.9099374,6.0968018
351,13,81,9232,9,81,1,1,81,2,1,81,3.38875,3.7402418
352,1,19,352,9,19,2,1,19,3,2,19,4.2080617,5.0634484
353,3,125,9232,9,125,1,1,125,2,1,125,3.544334,5.569754
354,1,32,532,9,32,1,1,32,2,1,32,4.9250646,6.302397
355,6,32,1600,9,32,1,1,32,2,1,32,6.4052134,5.8353753
356,1,32,356,9,32,1,1,32,2,1,32,6.520292,5.5137553
357,3,32,1072,9,32,1,1,32,2,1,32,3.213863,4.462016
358,1,32,808,9,32,2,1,32,3,2,32,4.8066626,5.738151
359,26,50,9232,9,50,1,1,50,2,1,50,4.3850217,6.014852
360,1,19,360,9,19,1,1,19,2,1,19,6.533107,4.773087
361,3,45,2752,9,45,1,1,45,2,1,45,5.765413,3.488166
362,1,19,544,9,19,1,1,19,2,1,19,4.3723645,5.8844156
363,8,45,1636,9,45,1,1,45,2,1,45,5.1406846,5.179061
364,1,94,9232,9,94,2,1,94,3,2,94,4.5835633,6.534382
365,3,94,9232,9,94,1,1,94,2,1,94,4.6294093,6.16811
366,1,94,9232,9,94,1,1,94,2,1,94,6.076366,5.0234084
367,16,45,4192,9,45,1,1,45,2,1,45,3.4452837,5.5992417
368,1,19,368,9,19,1,1,19,2,1,19,7.3756022,5.4095564
369,3,19,1108,9,19,1,1,19,2,1,19,3.878875,6.4744005
370,1,45,628,9,45,2,1,45,3,2,45,6.608721,4.917841
371,6,45,1672,9,45,1,1,45,2,1,45,4.8938107,5.6520853
372,1,19,372,9,19,1,1,19,2,1,19,5.6992645,5.7812734
373,3,19,1120,9,19,1,1,19,2,1,19,5.905533,5.4359937
374,1,45,952,9,45,1,1,45,2,1,45,4.5942984,4.385876
375,8,45,2536,9,45,1,1,45,2,1,45,5.6262236,5.627726
376,1,107,9232,9,107,2,1,107,3,2,107,7.0128374,4.5493174
377,3,63,9232,9,63,1,1,63,2,1,63,3.9549983,6.9180183
378,1,107,9232,9,107,1,1,107,2,1,107,3.1649835,6.3606367
379,13,58,2752,9,58,1,1,58,2,1,58,4.1610703,4.071127
380,1,107,9232,9,107,1,1,107,2,1,107,6.7671976,4.951175
381,3,107,9232,9,107,1,1,107,2,1,107,4.3723297,2.942984
382,1,45,4372,9,45,2,1,45,3,2,45,4.437186,5.3154483
383,19,45,13120,9,45,1,1,45,2,1,45,3.965289,6.222151
384,1,14,384,9,14,1,1,14,2,1,14,6.8530464,5.842502
385,3,32,1156,9,32,1,1,32,2,1,32,3.2331383,4.02555
386,1,120,9232,9,120,1,1,120,2,1,120,5.73844,4.534962
387,6,120,9232,9,120,1,1,120,2,1,120,4.7287807,2.5728357
388,1,120,9232,9,120,2,1,120,3,2,120,4.3823333,4.022743
389,3,120,9232,9,120,1,1,120,2,1,120,4.5876393,4.655787
