target_property,model_name,dimension,importance
stopping_time,RandomForest,0,0.009144526481518733
stopping_time,RandomForest,1,0.008517338081972674
stopping_time,RandomForest,2,0.007568629466359791
stopping_time,RandomForest,3,0.008196157329478579
stopping_time,RandomForest,4,0.00773537083314689
stopping_time,RandomForest,5,0.006403129114317075
stopping_time,RandomForest,6,0.007199450475874851
stopping_time,RandomForest,7,0.007030799983262106
stopping_time,RandomForest,8,0.0072597905230475076
stopping_time,RandomForest,9,0.00628393713436705
stopping_time,RandomForest,10,0.006853553870454251
stopping_time,RandomForest,11,0.0072627461978275
stopping_time,RandomForest,12,0.008544475811361831
stopping_time,RandomForest,13,0.009926372417672965
stopping_time,RandomForest,14,0.007120946216403944
stopping_time,RandomForest,15,0.00741166276999623
stopping_time,RandomForest,16,0.006960186261024952
stopping_time,RandomForest,17,0.008837830281689121
stopping_time,RandomForest,18,0.007118785237159818
stopping_time,RandomForest,19,0.008187490886805133
stopping_time,RandomForest,20,0.008039333816042412
stopping_time,RandomForest,21,0.007034087952007907
stopping_time,RandomForest,22,0.007810717569832306
stopping_time,RandomForest,23,0.009586085350701089
stopping_time,RandomForest,24,0.008259682502448743
stopping_time,RandomForest,25,0.007877980140805922
stopping_time,RandomForest,26,0.0066986723486952325
stopping_time,RandomForest,27,0.008897157883118886
stopping_time,RandomForest,28,0.0073279270240819245
stopping_time,RandomForest,29,0.007052652564107242
stopping_time,RandomForest,30,0.008848195487172394
stopping_time,RandomForest,31,0.00712057151423359
stopping_time,RandomForest,32,0.006992712718761061
stopping_time,RandomForest,33,0.0074774310035089124
stopping_time,RandomForest,34,0.007258254028743853
stopping_time,RandomForest,35,0.006713246581789928
stopping_time,RandomForest,36,0.008507971877122891
stopping_time,RandomForest,37,0.007366334304342023
stopping_time,RandomForest,38,0.007250139353990448
stopping_time,RandomForest,39,0.007870447868865666
stopping_time,RandomForest,40,0.0068808431661273204
stopping_time,RandomForest,41,0.00881498258706677
stopping_time,RandomForest,42,0.00784568454348944
stopping_time,RandomForest,43,0.007442454833356487
stopping_time,RandomForest,44,0.0078041615018397265
stopping_time,RandomForest,45,0.008267388459859831
stopping_time,RandomForest,46,0.009309992871058095
stopping_time,RandomForest,47,0.0071299676121902395
stopping_time,RandomForest,48,0.008257037061560113
stopping_time,RandomForest,49,0.00846300042566607
stopping_time,RandomForest,50,0.006547247252673928
stopping_time,RandomForest,51,0.006687630245049857
stopping_time,RandomForest,52,0.00817127848150256
stopping_time,RandomForest,53,0.007253888946354798
stopping_time,RandomForest,54,0.00748758852303584
stopping_time,RandomForest,55,0.006981268212911585
stopping_time,RandomForest,56,0.0074314663413329735
stopping_time,RandomForest,57,0.009117269477694772
stopping_time,RandomForest,58,0.007833428773764124
stopping_time,RandomForest,59,0.006949629321880325
stopping_time,RandomForest,60,0.007826964711716112
stopping_time,RandomForest,61,0.007371912678828521
stopping_time,RandomForest,62,0.006669987449766886
stopping_time,RandomForest,63,0.007677084709142079
stopping_time,RandomForest,64,0.008510114780147819
stopping_time,RandomForest,65,0.00812927722375805
stopping_time,RandomForest,66,0.009481313103410422
stopping_time,RandomForest,67,0.0072937972792226895
stopping_time,RandomForest,68,0.007556673280362067
stopping_time,RandomForest,69,0.008526784596644466
stopping_time,RandomForest,70,0.006316763093006078
stopping_time,RandomForest,71,0.00623314982972623
stopping_time,RandomForest,72,0.00829046015087332
stopping_time,RandomForest,73,0.007972132604951969
stopping_time,RandomForest,74,0.008028683534652765
stopping_time,RandomForest,75,0.008333814411554261
stopping_time,RandomForest,76,0.008849215040397115
stopping_time,RandomForest,77,0.008306138907498784
stopping_time,RandomForest,78,0.008724051631908137
stopping_time,RandomForest,79,0.008265383333227664
stopping_time,RandomForest,80,0.008231772548596994
stopping_time,RandomForest,81,0.009556531404538089
stopping_time,RandomForest,82,0.007712411982713449
stopping_time,RandomForest,83,0.008951190641951035
stopping_time,RandomForest,84,0.00809926609686255
stopping_time,RandomForest,85,0.010073368480677549
stopping_time,RandomForest,86,0.007162867536952675
stopping_time,RandomForest,87,0.007237374214385861
stopping_time,RandomForest,88,0.00827828624898293
stopping_time,RandomForest,89,0.006400753488830821
stopping_time,RandomForest,90,0.00786720447656555
stopping_time,RandomForest,91,0.00776793698912559
stopping_time,RandomForest,92,0.009375094641714673
stopping_time,RandomForest,93,0.007865459233622796
stopping_time,RandomForest,94,0.006972611524129721
stopping_time,RandomForest,95,0.007083395072196463
stopping_time,RandomForest,96,0.00727455386117843
stopping_time,RandomForest,97,0.007550508997187179
stopping_time,RandomForest,98,0.006624542420077427
stopping_time,RandomForest,99,0.00930814650993723
stopping_time,RandomForest,100,0.007363097577202669
stopping_time,RandomForest,101,0.006746679642091913
stopping_time,RandomForest,102,0.009529484327501545
stopping_time,RandomForest,103,0.008211078123069647
stopping_time,RandomForest,104,0.009350404410082433
stopping_time,RandomForest,105,0.00823693796163694
stopping_time,RandomForest,106,0.007797219864474421
stopping_time,RandomForest,107,0.00889789642139156
stopping_time,RandomForest,108,0.008122406124830308
stopping_time,RandomForest,109,0.00815272733716277
stopping_time,RandomForest,110,0.008402987802829373
stopping_time,RandomForest,111,0.008520903663990744
stopping_time,RandomForest,112,0.007111632950791558
stopping_time,RandomForest,113,0.007919975220328604
stopping_time,RandomForest,114,0.007260475503211665
stopping_time,RandomForest,115,0.007092669906467329
stopping_time,RandomForest,116,0.009151726516191519
stopping_time,RandomForest,117,0.00813115796857811
stopping_time,RandomForest,118,0.007495020935151598
stopping_time,RandomForest,119,0.009227248458848664
stopping_time,RandomForest,120,0.007015892054521624
stopping_time,RandomForest,121,0.007373892997850145
stopping_time,RandomForest,122,0.0065524891216902125
stopping_time,RandomForest,123,0.006169050899718848
stopping_time,RandomForest,124,0.007996420742700818
stopping_time,RandomForest,125,0.007213991303198168
stopping_time,RandomForest,126,0.00708442452471812
stopping_time,RandomForest,127,0.007886139016217947
maximum_excursion,RandomForest,0,0.0075734316050540705
maximum_excursion,RandomForest,1,0.007659381028851891
maximum_excursion,RandomForest,2,0.008462963224994038
maximum_excursion,RandomForest,3,0.007679962160499475
maximum_excursion,RandomForest,4,0.007654482120557084
maximum_excursion,RandomForest,5,0.007619978019932437
maximum_excursion,RandomForest,6,0.007657245729154763
maximum_excursion,RandomForest,7,0.00762270471884349
maximum_excursion,RandomForest,8,0.008186910894981105
maximum_excursion,RandomForest,9,0.008006408796775766
maximum_excursion,RandomForest,10,0.007488570684519714
maximum_excursion,RandomForest,11,0.007988559791271128
maximum_excursion,RandomForest,12,0.008019861413448763
maximum_excursion,RandomForest,13,0.007682025027974049
maximum_excursion,RandomForest,14,0.007889832659284252
maximum_excursion,RandomForest,15,0.007513803521847001
maximum_excursion,RandomForest,16,0.0074535895499983395
maximum_excursion,RandomForest,17,0.007841960187665288
maximum_excursion,RandomForest,18,0.0075813505556644335
maximum_excursion,RandomForest,19,0.007762519720149137
maximum_excursion,RandomForest,20,0.008024662727374347
maximum_excursion,RandomForest,21,0.007503971788824259
maximum_excursion,RandomForest,22,0.007324384245983992
maximum_excursion,RandomForest,23,0.007908709749912701
maximum_excursion,RandomForest,24,0.007874145785059994
maximum_excursion,RandomForest,25,0.007818202253211682
maximum_excursion,RandomForest,26,0.007739357568439039
maximum_excursion,RandomForest,27,0.008171538497691155
maximum_excursion,RandomForest,28,0.007914408698433595
maximum_excursion,RandomForest,29,0.007330361942372796
maximum_excursion,RandomForest,30,0.007984141457688878
maximum_excursion,RandomForest,31,0.00784714780035379
maximum_excursion,RandomForest,32,0.00767442565651983
maximum_excursion,RandomForest,33,0.007961956504298932
maximum_excursion,RandomForest,34,0.007840400274957568
maximum_excursion,RandomForest,35,0.008010291436374911
maximum_excursion,RandomForest,36,0.008163426089285756
maximum_excursion,RandomForest,37,0.007379357483601958
maximum_excursion,RandomForest,38,0.007218237577895481
maximum_excursion,RandomForest,39,0.008227899724155593
maximum_excursion,RandomForest,40,0.007688234736515673
maximum_excursion,RandomForest,41,0.007637370973097397
maximum_excursion,RandomForest,42,0.00809502559440403
maximum_excursion,RandomForest,43,0.0072602031279119395
maximum_excursion,RandomForest,44,0.008321989442872107
maximum_excursion,RandomForest,45,0.007284952959706316
maximum_excursion,RandomForest,46,0.008285753851043827
maximum_excursion,RandomForest,47,0.00936927635667311
maximum_excursion,RandomForest,48,0.007840343914349209
maximum_excursion,RandomForest,49,0.00751676309810795
maximum_excursion,RandomForest,50,0.007359063692663076
maximum_excursion,RandomForest,51,0.007788610150717426
maximum_excursion,RandomForest,52,0.007974499437588798
maximum_excursion,RandomForest,53,0.00764343400268456
maximum_excursion,RandomForest,54,0.008131134384147634
maximum_excursion,RandomForest,55,0.008096367536805375
maximum_excursion,RandomForest,56,0.007806030689572191
maximum_excursion,RandomForest,57,0.008228104347569496
maximum_excursion,RandomForest,58,0.007999096866354612
maximum_excursion,RandomForest,59,0.008091876625542949
maximum_excursion,RandomForest,60,0.007560289421773253
maximum_excursion,RandomForest,61,0.007534349703701704
maximum_excursion,RandomForest,62,0.007718587687372288
maximum_excursion,RandomForest,63,0.008071241091158577
maximum_excursion,RandomForest,64,0.007803578057060055
maximum_excursion,RandomForest,65,0.007790798113206573
maximum_excursion,RandomForest,66,0.007926651386983875
maximum_excursion,RandomForest,67,0.0077061202228709755
maximum_excursion,RandomForest,68,0.007851798907443792
maximum_excursion,RandomForest,69,0.007663683357391461
maximum_excursion,RandomForest,70,0.007871358996327548
maximum_excursion,RandomForest,71,0.0075730219806839985
maximum_excursion,RandomForest,72,0.007668057313959545
maximum_excursion,RandomForest,73,0.007914723839548873
maximum_excursion,RandomForest,74,0.007714303127507175
maximum_excursion,RandomForest,75,0.007675495919010944
maximum_excursion,RandomForest,76,0.007821388737905721
maximum_excursion,RandomForest,77,0.007575591631841375
maximum_excursion,RandomForest,78,0.007758207231440028
maximum_excursion,RandomForest,79,0.007849476894780749
maximum_excursion,RandomForest,80,0.007596543104799768
maximum_excursion,RandomForest,81,0.007976760212500187
maximum_excursion,RandomForest,82,0.007963879034254799
maximum_excursion,RandomForest,83,0.007866696482863223
maximum_excursion,RandomForest,84,0.0076954058437224806
maximum_excursion,RandomForest,85,0.007611740792316443
maximum_excursion,RandomForest,86,0.007570568113709782
maximum_excursion,RandomForest,87,0.007566607788189896
maximum_excursion,RandomForest,88,0.008107106453328981
maximum_excursion,RandomForest,89,0.007822128980105831
maximum_excursion,RandomForest,90,0.007915755722247977
maximum_excursion,RandomForest,91,0.007586006227017041
maximum_excursion,RandomForest,92,0.008877708975556661
maximum_excursion,RandomForest,93,0.008399974974131651
maximum_excursion,RandomForest,94,0.008117119711435309
maximum_excursion,RandomForest,95,0.00747974406039303
maximum_excursion,RandomForest,96,0.007902559838614914
maximum_excursion,RandomForest,97,0.008037593657091037
maximum_excursion,RandomForest,98,0.007826600429351589
maximum_excursion,RandomForest,99,0.0073155050600645834
maximum_excursion,RandomForest,100,0.007880187293022185
maximum_excursion,RandomForest,101,0.007394088811454562
maximum_excursion,RandomForest,102,0.007952330311040999
maximum_excursion,RandomForest,103,0.007850090123859649
maximum_excursion,RandomForest,104,0.00752894783992685
maximum_excursion,RandomForest,105,0.007589138296426165
maximum_excursion,RandomForest,106,0.007964822919747715
maximum_excursion,RandomForest,107,0.007956825857563011
maximum_excursion,RandomForest,108,0.008380683857128117
maximum_excursion,RandomForest,109,0.007675238570434918
maximum_excursion,RandomForest,110,0.008323029593482845
maximum_excursion,RandomForest,111,0.00800750776955961
maximum_excursion,RandomForest,112,0.0077218470316590335
maximum_excursion,RandomForest,113,0.007778579836227689
maximum_excursion,RandomForest,114,0.007884149692165967
maximum_excursion,RandomForest,115,0.007216972613485711
maximum_excursion,RandomForest,116,0.007709361910283079
maximum_excursion,RandomForest,117,0.007692138241484863
maximum_excursion,RandomForest,118,0.007728346426060623
maximum_excursion,RandomForest,119,0.008017131653759058
maximum_excursion,RandomForest,120,0.007758560191118369
maximum_excursion,RandomForest,121,0.00793394023703619
maximum_excursion,RandomForest,122,0.007522477365855744
maximum_excursion,RandomForest,123,0.007951407959387055
maximum_excursion,RandomForest,124,0.0080717400534339
maximum_excursion,RandomForest,125,0.007364676791996752
maximum_excursion,RandomForest,126,0.007999434392545229
maximum_excursion,RandomForest,127,0.007180914813960324
binary_length,RandomForest,0,0.00821206312842912
binary_length,RandomForest,1,0.007189112282795902
binary_length,RandomForest,2,0.008379125726465837
binary_length,RandomForest,3,0.007935293186122832
binary_length,RandomForest,4,0.007018267416121
binary_length,RandomForest,5,0.008006601645399333
binary_length,RandomForest,6,0.00814352916198877
binary_length,RandomForest,7,0.0077218344081300076
binary_length,RandomForest,8,0.008026659983804377
binary_length,RandomForest,9,0.00855382315319217
binary_length,RandomForest,10,0.007951347119497236
binary_length,RandomForest,11,0.0071383941778014205
binary_length,RandomForest,12,0.00821284915958994
binary_length,RandomForest,13,0.007430195265975961
binary_length,RandomForest,14,0.007462237073081766
binary_length,RandomForest,15,0.00770790329571536
binary_length,RandomForest,16,0.007601055172302444
binary_length,RandomForest,17,0.007729195798100955
binary_length,RandomForest,18,0.00750955749548248
binary_length,RandomForest,19,0.0078612210638133
binary_length,RandomForest,20,0.00901793034616392
binary_length,RandomForest,21,0.007388394084811118
binary_length,RandomForest,22,0.00789101419235998
binary_length,RandomForest,23,0.008022527374710556
binary_length,RandomForest,24,0.007305877518796795
binary_length,RandomForest,25,0.007720576369603061
binary_length,RandomForest,26,0.00841146643362315
binary_length,RandomForest,27,0.008564400747004814
binary_length,RandomForest,28,0.008100134689227897
binary_length,RandomForest,29,0.007301494664628429
binary_length,RandomForest,30,0.007397307832827535
