node,stopping_time,total_stopping_time,maximum_excursion,binary_length,parity_vector_length,in_degree,out_degree,distance_from_root,ancestor_count,branching_factor,level_set,umap_1,umap_2
250,1,109,9232,8,109,2,1,109,3,2,109,3.48444,3.9439774
251,44,65,9232,8,65,1,1,65,2,1,65,5.00648,6.3327084
252,1,109,9232,8,109,1,1,109,2,1,109,4.4083686,6.6186986
253,3,109,9232,8,109,1,1,109,2,1,109,7.151537,6.337717
254,1,47,4372,8,47,1,1,47,2,1,47,6.000923,4.2497106
255,21,47,13120,8,47,1,1,-1,2,1,-1,4.474097,3.7724311
256,1,8,256,9,8,2,1,8,3,2,8,5.452938,5.4303126
257,3,122,9232,9,122,1,1,122,2,1,122,4.2678432,6.620735
258,1,122,9232,9,122,1,1,122,2,1,122,6.16439,5.059396
259,6,122,9232,9,122,1,1,122,2,1,122,3.9826272,5.8911614
260,1,29,260,9,29,1,1,29,2,1,29,6.260701,3.6917894
261,3,29,784,9,29,1,1,29,2,1,29,3.6021912,6.771245
262,1,29,592,9,29,2,1,29,3,2,29,4.7331157,3.0090647
263,11,78,9232,9,78,1,1,78,2,1,78,4.2519603,4.353689
264,1,29,264,9,29,1,1,29,2,1,29,3.8571417,4.526064
265,3,122,9232,9,122,1,1,122,2,1,122,3.9296422,5.835462
266,1,29,400,9,29,1,1,29,2,1,29,4.8956575,3.6341686
267,8,21,1204,9,21,1,1,21,2,1,21,4.550644,3.4258306
268,1,29,304,9,29,2,1,29,3,2,29,6.985197,5.282954
269,3,29,808,9,29,1,1,29,2,1,29,5.731199,4.361753
270,1,42,916,9,42,1,1,42,2,1,42,6.1151404,3.5304215
271,11,42,2752,9,42,1,1,42,2,1,42,4.770928,5.109858
272,1,16,272,9,16,1,1,16,2,1,16,6.0805407,3.6045942
273,3,29,820,9,29,1,1,29,2,1,29,4.503017,4.2892213
274,1,91,9232,9,91,2,1,91,3,2,91,6.325456,6.5904756
275,6,91,9232,9,91,1,1,91,2,1,91,4.4537024,7.057484
276,1,16,276,9,16,1,1,16,2,1,16,6.50442,3.3881545
277,3,16,832,9,16,1,1,16,2,1,16,3.783176,5.363374
278,1,42,628,9,42,1,1,42,2,1,42,4.808124,4.0732145
279,8,42,1888,9,42,1,1,42,2,1,42,5.547955,2.7384608
280,1,16,280,9,16,2,1,16,3,2,16,4.6576076,5.5423713
281,3,42,952,9,42,1,1,42,2,1,42,5.643979,5.779769
282,1,16,424,9,16,1,1,16,2,1,16,3.4932055,4.9252524
283,39,60,9232,9,60,1,1,60,2,1,60,6.3990645,6.509278
284,1,104,9232,9,104,1,1,104,2,1,104,4.311137,4.949656
285,3,104,9232,9,104,1,1,104,2,1,104,3.261533,5.3264704
286,1,104,9232,9,104,2,1,104,3,2,104,6.5301304,4.487019
287,16,42,4372,9,42,1,1,42,2,1,42,6.330724,4.774248
288,1,24,288,9,24,1,1,24,2,1,24,7.3233333,5.6500335
289,3,29,868,9,29,1,1,29,2,1,29,4.5614796,6.0865974
290,1,117,9232,9,117,1,1,117,2,1,117,5.821711,3.781478
291,6,117,9232,9,117,1,1,117,2,1,117,4.5635557,5.6820416
292,1,117,9232,9,117,2,1,117,3,2,117,4.5308475,5.8221555
293,3,117,9232,9,117,1,1,117,2,1,117,7.4859476,5.575076
294,1,117,9232,9,117,1,1,117,2,1,117,6.0364795,4.7230654
295,13,55,2248,9,55,1,1,55,2,1,55,5.5468245,4.0797644
296,1,24,296,9,24,1,1,24,2,1,24,7.215445,5.4972863
297,3,73,9232,9,73,1,1,73,2,1,73,6.292982,5.5004945
298,1,24,448,9,24,2,1,24,3,2,24,5.991875,5.1953692
299,8,117,9232,9,117,1,1,117,2,1,117,5.4614234,6.501422
300,1,16,340,9,16,1,1,16,2,1,16,6.8894887,4.959914
301,3,16,904,9,16,1,1,16,2,1,16,3.6812408,6.0435147
302,1,16,1024,9,16,1,1,16,2,1,16,6.3020744,5.9380035
303,21,42,3076,9,42,1,1,42,2,1,42,7.30157,6.415882
304,1,24,304,9,24,2,1,24,3,2,24,6.167053,5.959128
305,3,37,916,9,37,1,1,37,2,1,37,4.254943,3.8382525
306,1,37,520,9,37,1,1,37,2,1,37,7.8139997,4.7415805
307,6,37,1384,9,37,1,1,37,2,1,37,5.3560457,7.1300426
308,1,24,308,9,24,1,1,24,2,1,24,5.260635,6.4207935
309,3,24,928,9,24,1,1,24,2,1,24,6.7331014,5.2212505
310,1,86,9232,9,86,2,1,86,3,2,86,6.3620696,3.9734578
311,8,86,9232,9,86,1,1,86,2,1,86,5.160697,5.932747
312,1,37,312,9,37,1,1,37,2,1,37,3.979998,3.6702614
313,3,130,9232,9,130,1,1,130,2,1,130,4.967254,6.549275
314,1,37,472,9,37,1,1,37,2,1,37,6.7505326,6.037434
315,11,37,1600,9,37,1,1,37,2,1,37,4.64961,3.846328
316,1,37,808,9,37,2,1,37,3,2,37,4.871065,5.572174
317,3,37,952,9,37,1,1,37,2,1,37,5.4783688,4.5802913
318,1,55,9232,9,55,1,1,55,2,1,55,4.997003,6.053721
319,34,55,9232,9,55,1,1,55,2,1,55,3.85589,4.4181323
320,1,11,320,9,11,1,1,11,2,1,11,5.2490363,7.148905
321,3,24,964,9,24,1,1,24,2,1,24,4.593336,5.9100137
322,1,99,9232,9,99,2,1,99,3,2,99,6.273794,4.0035634
323,6,99,9232,9,99,1,1,99,2,1,99,4.2363033,5.8796673
324,1,24,324,9,24,1,1,24,2,1,24,4.215782,6.392394
325,3,24,976,9,24,1,1,24,2,1,24,5.1239376,5.5341687
326,1,24,736,9,24,1,1,24,2,1,24,6.464205,3.3488772
327,34,143,9232,9,143,1,1,143,2,1,143,7.131702,5.963689
328,1,112,9232,9,112,2,1,112,3,2,112,5.2110124,3.695267
329,3,50,1672,9,50,1,1,50,2,1,50,5.6533012,5.2370334
330,1,112,9232,9,112,1,1,112,2,1,112,7.1630235,5.1374474
331,8,24,1492,9,24,1,1,24,2,1,24,4.044777,5.9061203
332,1,112,9232,9,112,1,1,112,2,1,112,4.8421702,2.8365104
333,3,112,9232,9,112,1,1,112,2,1,112,7.728482,5.674827
334,1,68,9232,9,68,2,1,68,3,2,68,3.1941848,5.3760753
335,13,68,9232,9,68,1,1,68,2,1,68,7.0499926,6.356402
336,1,11,336,9,11,1,1,11,2,1,11,6.999137,3.7795556
337,3,112,9232,9,112,1,1,112,2,1,112,3.7229407,3.5682464
338,1,50,4372,9,50,1,1,50,2,1,50,3.9934971,6.47428
339,6,50,4372,9,50,1,1,50,2,1,50,5.727098,4.365285
340,1,11,340,9,11,2,1,11,3,2,11,4.869393,2.884289
341,3,11,1024,9,11,1,1,11,2,1,11,4.6315436,4.475151
342,1,125,9232,9,125,1,1,125,2,1,125,5.022054,5.282038
343,8,125,9232,9,125,1,1,125,2,1,125,4.036766,5.7538366
344,1,32,344,9,32,1,1,32,2,1,32,3.596743,5.340478
345,3,125,9232,9,125,1,1,125,2,1,125,3.891478,5.276611
346,1,32,520,9,32,2,1,32,3,2,32,7.208037,6.0090833
347,16,125,9232,9,125,1,1,125,2,1,125,3.7435741,4.9740834
348,1,32,592,9,32,1,1,32,2,1,32,6.5958567,5.470425
349,3,32,1048,9,32,1,1,32,2,1,32,6.2628746,4.501778
350,1,81,9232,9,81,1,1,81,2,1,81,5.4073586,5.885158
351,13,81,9232,9,81,1,1,81,2,1,81,4.30827,4.7166033
352,1,19,352,9,19,2,1,19,3,2,19,5.048262,3.5422277
353,3,125,9232,9,125,1,1,125,2,1,125,6.7251306,5.426497
354,1,32,532,9,32,1,1,32,2,1,32,3.946302,5.103309
355,6,32,1600,9,32,1,1,32,2,1,32,5.2905655,5.132055
356,1,32,356,9,32,1,1,32,2,1,32,5.874388,5.698774
357,3,32,1072,9,32,1,1,32,2,1,32,7.112598,3.5479968
358,1,32,808,9,32,2,1,32,3,2,32,5.5844917,6.393365
359,26,50,9232,9,50,1,1,50,2,1,50,6.5940804,5.338044
360,1,19,360,9,19,1,1,19,2,1,19,4.3227224,3.3834414
361,3,45,2752,9,45,1,1,45,2,1,45,6.3566413,5.4661884
362,1,19,544,9,19,1,1,19,2,1,19,3.9294784,4.8115797
363,8,45,1636,9,45,1,1,45,2,1,45,6.4817944,6.209576
364,1,94,9232,9,94,2,1,94,3,2,94,5.338719,7.0545034
365,3,94,9232,9,94,1,1,94,2,1,94,4.4462123,5.871405
366,1,94,9232,9,94,1,1,94,2,1,94,5.780913,6.9820476
367,16,45,4192,9,45,1,1,45,2,1,45,5.559233,3.3364854
368,1,19,368,9,19,1,1,19,2,1,19,5.4961376,6.526488
369,3,19,1108,9,19,1,1,19,2,1,19,3.8184142,4.160558
370,1,45,628,9,45,2,1,45,3,2,45,5.8384104,6.714033
371,6,45,1672,9,45,1,1,45,2,1,45,5.8334537,5.2708006
372,1,19,372,9,19,1,1,19,2,1,19,6.4491854,5.0927277
373,3,19,1120,9,19,1,1,19,2,1,19,3.786281,3.983162
374,1,45,952,9,45,1,1,45,2,1,45,5.8208165,6.110913
375,8,45,2536,9,45,1,1,45,2,1,45,4.655632,2.7433252
376,1,107,9232,9,107,2,1,107,3,2,107,5.5922055,3.664648
377,3,63,9232,9,63,1,1,63,2,1,63,6.7482,6.045949
378,1,107,9232,9,107,1,1,107,2,1,107,3.7150078,4.076357
379,13,58,2752,9,58,1,1,58,2,1,58,5.7776556,4.051128
380,1,107,9232,9,107,1,1,107,2,1,107,7.737582,5.033059
381,3,107,9232,9,107,1,1,107,2,1,107,6.927511,4.905543
382,1,45,4372,9,45,2,1,45,3,2,45,7.3092923,5.922602
383,19,45,13120,9,45,1,1,-1,2,1,-1,6.2227635,4.268768
384,1,14,384,9,14,1,1,14,2,1,14,4.506108,5.949207
385,3,32,1156,9,32,1,1,32,2,1,32,5.357106,5.4285383
386,1,120,9232,9,120,1,1,120,2,1,120,6.5516353,5.399234
387,6,120,9232,9,120,1,1,120,2,1,120,5.4783244,6.8054934
388,1,120,9232,9,120,2,1,120,3,2,120,6.259654,4.738935
389,3,120,9232,9,120,1,1,120,2,1,120,5.871553,5.825293
