component_id,component_type,size,edges,root_present
23794,strong,1,0,False
23795,strong,1,0,False
23796,strong,1,0,False
23797,strong,1,0,False
23798,strong,1,0,False
23799,strong,1,0,False
23800,strong,1,0,False
23801,strong,1,0,False
23802,strong,1,0,False
23803,strong,1,0,False
23804,strong,1,0,False
23805,strong,1,0,False
23806,strong,1,0,False
23807,strong,1,0,False
23808,strong,1,0,False
23809,strong,1,0,False
23810,strong,1,0,False
23811,strong,1,0,False
23812,strong,1,0,False
23813,strong,1,0,False
23814,strong,1,0,False
23815,strong,1,0,False
23816,strong,1,0,False
23817,strong,1,0,False
23818,strong,1,0,False
23819,strong,1,0,False
23820,strong,1,0,False
23821,strong,1,0,False
23822,strong,1,0,False
23823,strong,1,0,False
23824,strong,1,0,False
23825,strong,1,0,False
23826,strong,1,0,False
23827,strong,1,0,False
23828,strong,1,0,False
23829,strong,1,0,False
23830,strong,1,0,False
23831,strong,1,0,False
23832,strong,1,0,False
23833,strong,1,0,False
23834,strong,1,0,False
23835,strong,1,0,False
23836,strong,1,0,False
23837,strong,1,0,False
23838,strong,1,0,False
23839,strong,1,0,False
23840,strong,1,0,False
23841,strong,1,0,False
23842,strong,1,0,False
23843,strong,1,0,False
23844,strong,1,0,False
23845,strong,1,0,False
23846,strong,1,0,False
23847,strong,1,0,False
23848,strong,1,0,False
23849,strong,1,0,False
23850,strong,1,0,False
23851,strong,1,0,False
23852,strong,1,0,False
23853,strong,1,0,False
23854,strong,1,0,False
23855,strong,1,0,False
23856,strong,1,0,False
23857,strong,1,0,False
23858,strong,1,0,False
23859,strong,1,0,False
23860,strong,1,0,False
23861,strong,1,0,False
23862,strong,1,0,False
23863,strong,1,0,False
23864,strong,1,0,False
23865,strong,1,0,False
23866,strong,1,0,False
23867,strong,1,0,False
23868,strong,1,0,False
23869,strong,1,0,False
23870,strong,1,0,False
23871,strong,1,0,False
23872,strong,1,0,False
23873,strong,1,0,False
23874,strong,1,0,False
23875,strong,1,0,False
23876,strong,1,0,False
23877,strong,1,0,False
23878,strong,1,0,False
23879,strong,1,0,False
23880,strong,1,0,False
23881,strong,1,0,False
23882,strong,1,0,False
23883,strong,1,0,False
23884,strong,1,0,False
23885,strong,1,0,False
23886,strong,1,0,False
23887,strong,1,0,False
23888,strong,1,0,False
23889,strong,1,0,False
23890,strong,1,0,False
23891,strong,1,0,False
23892,strong,1,0,False
23893,strong,1,0,False
23894,strong,1,0,False
23895,strong,1,0,False
23896,strong,1,0,False
23897,strong,1,0,False
23898,strong,1,0,False
23899,strong,1,0,False
23900,strong,1,0,False
23901,strong,1,0,False
23902,strong,1,0,False
23903,strong,1,0,False
23904,strong,1,0,False
23905,strong,1,0,False
23906,strong,1,0,False
23907,strong,1,0,False
23908,strong,1,0,False
23909,strong,1,0,False
23910,strong,1,0,False
23911,strong,1,0,False
23912,strong,1,0,False
23913,strong,1,0,False
23914,strong,1,0,False
23915,strong,1,0,False
23916,strong,1,0,False
23917,strong,1,0,False
23918,strong,1,0,False
23919,strong,1,0,False
23920,strong,1,0,False
23921,strong,1,0,False
23922,strong,1,0,False
23923,strong,1,0,False
23924,strong,1,0,False
23925,strong,1,0,False
23926,strong,1,0,False
23927,strong,1,0,False
23928,strong,1,0,False
23929,strong,1,0,False
23930,strong,1,0,False
23931,strong,1,0,False
23932,strong,1,0,False
23933,strong,1,0,False
23934,strong,1,0,False
23935,strong,1,0,False
23936,strong,1,0,False
23937,strong,1,0,False
23938,strong,1,0,False
23939,strong,1,0,False
23940,strong,1,0,False
23941,strong,1,0,False
23942,strong,1,0,False
23943,strong,1,0,False
23944,strong,1,0,False
23945,strong,1,0,False
23946,strong,1,0,False
23947,strong,1,0,False
23948,strong,1,0,False
23949,strong,1,0,False
23950,strong,1,0,False
23951,strong,1,0,False
23952,strong,1,0,False
23953,strong,1,0,False
23954,strong,1,0,False
23955,strong,1,0,False
23956,strong,1,0,False
23957,strong,1,0,False
23958,strong,1,0,False
23959,strong,1,0,False
23960,strong,1,0,False
23961,strong,1,0,False
23962,strong,1,0,False
23963,strong,1,0,False
23964,strong,1,0,False
23965,strong,1,0,False
23966,strong,1,0,False
23967,strong,1,0,False
23968,strong,1,0,False
23969,strong,1,0,False
23970,strong,1,0,False
23971,strong,1,0,False
23972,strong,1,0,False
23973,strong,1,0,False
23974,strong,1,0,False
23975,strong,1,0,False
23976,strong,1,0,False
23977,strong,1,0,False
23978,strong,1,0,False
23979,strong,1,0,False
23980,strong,1,0,False
23981,strong,1,0,False
23982,strong,1,0,False
23983,strong,1,0,False
23984,strong,1,0,False
23985,strong,1,0,False
23986,strong,1,0,False
23987,strong,1,0,False
23988,strong,1,0,False
23989,strong,1,0,False
23990,strong,1,0,False
23991,strong,1,0,False
23992,strong,1,0,False
23993,strong,1,0,False
23994,strong,1,0,False
23995,strong,1,0,False
23996,strong,1,0,False
23997,strong,1,0,False
23998,strong,1,0,False
23999,strong,1,0,False
24000,strong,1,0,False
24001,strong,1,0,False
24002,strong,1,0,False
24003,strong,1,0,False
24004,strong,1,0,False
24005,strong,1,0,False
24006,strong,1,0,False
24007,strong,1,0,False
24008,strong,1,0,False
24009,strong,1,0,False
24010,strong,1,0,False
24011,strong,1,0,False
24012,strong,1,0,False
24013,strong,1,0,False
24014,strong,1,0,False
24015,strong,1,0,False
24016,strong,1,0,False
24017,strong,1,0,False
24018,strong,1,0,False
24019,strong,1,0,False
24020,strong,1,0,False
24021,strong,1,0,False
24022,strong,1,0,False
24023,strong,1,0,False
24024,strong,1,0,False
24025,strong,1,0,False
24026,strong,1,0,False
24027,strong,1,0,False
24028,strong,1,0,False
24029,strong,1,0,False
24030,strong,1,0,False
24031,strong,1,0,False
24032,strong,1,0,False
24033,strong,1,0,False
24034,strong,1,0,False
24035,strong,1,0,False
24036,strong,1,0,False
24037,strong,1,0,False
24038,strong,1,0,False
24039,strong,1,0,False
24040,strong,1,0,False
24041,strong,1,0,False
24042,strong,1,0,False
24043,strong,1,0,False
24044,strong,1,0,False
24045,strong,1,0,False
24046,strong,1,0,False
24047,strong,1,0,False
24048,strong,1,0,False
24049,strong,1,0,False
24050,strong,1,0,False
24051,strong,1,0,False
24052,strong,1,0,False
24053,strong,1,0,False
24054,strong,1,0,False
24055,strong,1,0,False
24056,strong,1,0,False
24057,strong,1,0,False
24058,strong,1,0,False
24059,strong,1,0,False
24060,strong,1,0,False
24061,strong,1,0,False
24062,strong,1,0,False
24063,strong,1,0,False
24064,strong,1,0,False
24065,strong,1,0,False
24066,strong,1,0,False
24067,strong,1,0,False
24068,strong,1,0,False
24069,strong,1,0,False
24070,strong,1,0,False
24071,strong,1,0,False
24072,strong,1,0,False
24073,strong,1,0,False
24074,strong,1,0,False
24075,strong,1,0,False
24076,strong,1,0,False
24077,strong,1,0,False
24078,strong,1,0,False
24079,strong,1,0,False
24080,strong,1,0,False
24081,strong,1,0,False
24082,strong,1,0,False
24083,strong,1,0,False
24084,strong,1,0,False
24085,strong,1,0,False
24086,strong,1,0,False
24087,strong,1,0,False
24088,strong,1,0,False
24089,strong,1,0,False
24090,strong,1,0,False
24091,strong,1,0,False
24092,strong,1,0,False
24093,strong,1,0,False
24094,strong,1,0,False
24095,strong,1,0,False
24096,strong,1,0,False
24097,strong,1,0,False
24098,strong,1,0,False
24099,strong,1,0,False
24100,strong,1,0,False
24101,strong,1,0,False
24102,strong,1,0,False
24103,strong,1,0,False
24104,strong,1,0,False
24105,strong,1,0,False
24106,strong,1,0,False
24107,strong,1,0,False
24108,strong,1,0,False
24109,strong,1,0,False
24110,strong,1,0,False
24111,strong,1,0,False
24112,strong,1,0,False
24113,strong,1,0,False
24114,strong,1,0,False
24115,strong,1,0,False
24116,strong,1,0,False
24117,strong,1,0,False
24118,strong,1,0,False
24119,strong,1,0,False
24120,strong,1,0,False
24121,strong,1,0,False
24122,strong,1,0,False
24123,strong,1,0,False
24124,strong,1,0,False
24125,strong,1,0,False
24126,strong,1,0,False
24127,strong,1,0,False
24128,strong,1,0,False
24129,strong,1,0,False
24130,strong,1,0,False
24131,strong,1,0,False
24132,strong,1,0,False
24133,strong,1,0,False
24134,strong,1,0,False
24135,strong,1,0,False
24136,strong,1,0,False
24137,strong,1,0,False
24138,strong,1,0,False
24139,strong,1,0,False
24140,strong,1,0,False
24141,strong,1,0,False
24142,strong,1,0,False
24143,strong,1,0,False
24144,strong,1,0,False
24145,strong,1,0,False
24146,strong,1,0,False
24147,strong,1,0,False
24148,strong,1,0,False
24149,strong,1,0,False
24150,strong,1,0,False
24151,strong,1,0,False
24152,strong,1,0,False
24153,strong,1,0,False
24154,strong,1,0,False
24155,strong,1,0,False
24156,strong,1,0,False
24157,strong,1,0,False
24158,strong,1,0,False
24159,strong,1,0,False
24160,strong,1,0,False
24161,strong,1,0,False
24162,strong,1,0,False
24163,strong,1,0,False
24164,strong,1,0,False
24165,strong,1,0,False
24166,strong,1,0,False
24167,strong,1,0,False
24168,strong,1,0,False
24169,strong,1,0,False
24170,strong,1,0,False
24171,strong,1,0,False
24172,strong,1,0,False
24173,strong,1,0,False
24174,strong,1,0,False
24175,strong,1,0,False
24176,strong,1,0,False
24177,strong,1,0,False
24178,strong,1,0,False
24179,strong,1,0,False
24180,strong,1,0,False
24181,strong,1,0,False
24182,strong,1,0,False
24183,strong,1,0,False
24184,strong,1,0,False
24185,strong,1,0,False
24186,strong,1,0,False
24187,strong,1,0,False
24188,strong,1,0,False
24189,strong,1,0,False
24190,strong,1,0,False
24191,strong,1,0,False
24192,strong,1,0,False
24193,strong,1,0,False
24194,strong,1,0,False
24195,strong,1,0,False
24196,strong,1,0,False
24197,strong,1,0,False
24198,strong,1,0,False
24199,strong,1,0,False
24200,strong,1,0,False
24201,strong,1,0,False
24202,strong,1,0,False
24203,strong,1,0,False
24204,strong,1,0,False
24205,strong,1,0,False
24206,strong,1,0,False
24207,strong,1,0,False
24208,strong,1,0,False
24209,strong,1,0,False
24210,strong,1,0,False
24211,strong,1,0,False
24212,strong,1,0,False
24213,strong,1,0,False
24214,strong,1,0,False
24215,strong,1,0,False
24216,strong,1,0,False
24217,strong,1,0,False
24218,strong,1,0,False
24219,strong,1,0,False
24220,strong,1,0,False
24221,strong,1,0,False
24222,strong,1,0,False
24223,strong,1,0,False
24224,strong,1,0,False
24225,strong,1,0,False
24226,strong,1,0,False
24227,strong,1,0,False
24228,strong,1,0,False
24229,strong,1,0,False
24230,strong,1,0,False
24231,strong,1,0,False
24232,strong,1,0,False
24233,strong,1,0,False
24234,strong,1,0,False
24235,strong,1,0,False
24236,strong,1,0,False
24237,strong,1,0,False
24238,strong,1,0,False
24239,strong,1,0,False
24240,strong,1,0,False
24241,strong,1,0,False
24242,strong,1,0,False
24243,strong,1,0,False
24244,strong,1,0,False
24245,strong,1,0,False
24246,strong,1,0,False
24247,strong,1,0,False
24248,strong,1,0,False
24249,strong,1,0,False
24250,strong,1,0,False
24251,strong,1,0,False
24252,strong,1,0,False
24253,strong,1,0,False
24254,strong,1,0,False
24255,strong,1,0,False
24256,strong,1,0,False
24257,strong,1,0,False
24258,strong,1,0,False
24259,strong,1,0,False
24260,strong,1,0,False
24261,strong,1,0,False
24262,strong,1,0,False
24263,strong,1,0,False
24264,strong,1,0,False
24265,strong,1,0,False
24266,strong,1,0,False
24267,strong,1,0,False
24268,strong,1,0,False
24269,strong,1,0,False
24270,strong,1,0,False
24271,strong,1,0,False
24272,strong,1,0,False
24273,strong,1,0,False
24274,strong,1,0,False
24275,strong,1,0,False
24276,strong,1,0,False
24277,strong,1,0,False
24278,strong,1,0,False
24279,strong,1,0,False
24280,strong,1,0,False
24281,strong,1,0,False
24282,strong,1,0,False
24283,strong,1,0,False
24284,strong,1,0,False
24285,strong,1,0,False
24286,strong,1,0,False
24287,strong,1,0,False
24288,strong,1,0,False
24289,strong,1,0,False
24290,strong,1,0,False
24291,strong,1,0,False
24292,strong,1,0,False
24293,strong,1,0,False
24294,strong,1,0,False
24295,strong,1,0,False
24296,strong,1,0,False
24297,strong,1,0,False
24298,strong,1,0,False
24299,strong,1,0,False
24300,strong,1,0,False
24301,strong,1,0,False
24302,strong,1,0,False
24303,strong,1,0,False
24304,strong,1,0,False
24305,strong,1,0,False
24306,strong,1,0,False
24307,strong,1,0,False
24308,strong,1,0,False
24309,strong,1,0,False
24310,strong,1,0,False
24311,strong,1,0,False
24312,strong,1,0,False
24313,strong,1,0,False
24314,strong,1,0,False
24315,strong,1,0,False
24316,strong,1,0,False
24317,strong,1,0,False
24318,strong,1,0,False
24319,strong,1,0,False
24320,strong,1,0,False
24321,strong,1,0,False
24322,strong,1,0,False
24323,strong,1,0,False
24324,strong,1,0,False
24325,strong,1,0,False
24326,strong,1,0,False
24327,strong,1,0,False
24328,strong,1,0,False
24329,strong,1,0,False
24330,strong,1,0,False
24331,strong,1,0,False
24332,strong,1,0,False
24333,strong,1,0,False
24334,strong,1,0,False
24335,strong,1,0,False
24336,strong,1,0,False
24337,strong,1,0,False
24338,strong,1,0,False
24339,strong,1,0,False
24340,strong,1,0,False
24341,strong,1,0,False
24342,strong,1,0,False
24343,strong,1,0,False
24344,strong,1,0,False
24345,strong,1,0,False
24346,strong,1,0,False
24347,strong,1,0,False
24348,strong,1,0,False
24349,strong,1,0,False
24350,strong,1,0,False
24351,strong,1,0,False
24352,strong,1,0,False
24353,strong,1,0,False
24354,strong,1,0,False
24355,strong,1,0,False
24356,strong,1,0,False
24357,strong,1,0,False
24358,strong,1,0,False
24359,strong,1,0,False
24360,strong,1,0,False
24361,strong,1,0,False
24362,strong,1,0,False
24363,strong,1,0,False
24364,strong,1,0,False
24365,strong,1,0,False
24366,strong,1,0,False
24367,strong,1,0,False
24368,strong,1,0,False
24369,strong,1,0,False
24370,strong,1,0,False
24371,strong,1,0,False
24372,strong,1,0,False
24373,strong,1,0,False
24374,strong,1,0,False
24375,strong,1,0,False
24376,strong,1,0,False
24377,strong,1,0,False
24378,strong,1,0,False
24379,strong,1,0,False
24380,strong,1,0,False
24381,strong,1,0,False
24382,strong,1,0,False
24383,strong,1,0,False
24384,strong,1,0,False
24385,strong,1,0,False
24386,strong,1,0,False
24387,strong,1,0,False
24388,strong,1,0,False
24389,strong,1,0,False
24390,strong,1,0,False
24391,strong,1,0,False
24392,strong,1,0,False
24393,strong,1,0,False
24394,strong,1,0,False
24395,strong,1,0,False
24396,strong,1,0,False
24397,strong,1,0,False
24398,strong,1,0,False
24399,strong,1,0,False
24400,strong,1,0,False
24401,strong,1,0,False
24402,strong,1,0,False
24403,strong,1,0,False
24404,strong,1,0,False
24405,strong,1,0,False
24406,strong,1,0,False
24407,strong,1,0,False
24408,strong,1,0,False
24409,strong,1,0,False
24410,strong,1,0,False
24411,strong,1,0,False
24412,strong,1,0,False
24413,strong,1,0,False
24414,strong,1,0,False
24415,strong,1,0,False
24416,strong,1,0,False
24417,strong,1,0,False
24418,strong,1,0,False
24419,strong,1,0,False
24420,strong,1,0,False
24421,strong,1,0,False
24422,strong,1,0,False
24423,strong,1,0,False
24424,strong,1,0,False
24425,strong,1,0,False
24426,strong,1,0,False
24427,strong,1,0,False
24428,strong,1,0,False
24429,strong,1,0,False
24430,strong,1,0,False
24431,strong,1,0,False
24432,strong,1,0,False
24433,strong,1,0,False
24434,strong,1,0,False
24435,strong,1,0,False
24436,strong,1,0,False
24437,strong,1,0,False
24438,strong,1,0,False
24439,strong,1,0,False
24440,strong,1,0,False
24441,strong,1,0,False
24442,strong,1,0,False
24443,strong,1,0,False
24444,strong,1,0,False
24445,strong,1,0,False
24446,strong,1,0,False
24447,strong,1,0,False
24448,strong,1,0,False
24449,strong,1,0,False
24450,strong,1,0,False
24451,strong,1,0,False
24452,strong,1,0,False
24453,strong,1,0,False
24454,strong,1,0,False
24455,strong,1,0,False
24456,strong,1,0,False
24457,strong,1,0,False
24458,strong,1,0,False
24459,strong,1,0,False
24460,strong,1,0,False
24461,strong,1,0,False
24462,strong,1,0,False
24463,strong,1,0,False
24464,strong,1,0,False
24465,strong,1,0,False
24466,strong,1,0,False
24467,strong,1,0,False
24468,strong,1,0,False
24469,strong,1,0,False
24470,strong,1,0,False
24471,strong,1,0,False
24472,strong,1,0,False
24473,strong,1,0,False
24474,strong,1,0,False
24475,strong,1,0,False
24476,strong,1,0,False
24477,strong,1,0,False
24478,strong,1,0,False
24479,strong,1,0,False
24480,strong,1,0,False
24481,strong,1,0,False
24482,strong,1,0,False
24483,strong,1,0,False
24484,strong,1,0,False
24485,strong,1,0,False
24486,strong,1,0,False
24487,strong,1,0,False
24488,strong,1,0,False
24489,strong,1,0,False
24490,strong,1,0,False
24491,strong,1,0,False
24492,strong,1,0,False
24493,strong,1,0,False
24494,strong,1,0,False
24495,strong,1,0,False
24496,strong,1,0,False
24497,strong,1,0,False
24498,strong,1,0,False
24499,strong,1,0,False
24500,strong,1,0,False
24501,strong,1,0,False
24502,strong,1,0,False
24503,strong,1,0,False
24504,strong,1,0,False
24505,strong,1,0,False
24506,strong,1,0,False
24507,strong,1,0,False
24508,strong,1,0,False
24509,strong,1,0,False
24510,strong,1,0,False
24511,strong,1,0,False
24512,strong,1,0,False
24513,strong,1,0,False
24514,strong,1,0,False
24515,strong,1,0,False
24516,strong,1,0,False
24517,strong,1,0,False
24518,strong,1,0,False
24519,strong,1,0,False
24520,strong,1,0,False
24521,strong,1,0,False
24522,strong,1,0,False
24523,strong,1,0,False
24524,strong,1,0,False
24525,strong,1,0,False
24526,strong,1,0,False
24527,strong,1,0,False
24528,strong,1,0,False
24529,strong,1,0,False
24530,strong,1,0,False
24531,strong,1,0,False
24532,strong,1,0,False
24533,strong,1,0,False
24534,strong,1,0,False
24535,strong,1,0,False
24536,strong,1,0,False
24537,strong,1,0,False
24538,strong,1,0,False
24539,strong,1,0,False
24540,strong,1,0,False
24541,strong,1,0,False
24542,strong,1,0,False
24543,strong,1,0,False
24544,strong,1,0,False
24545,strong,1,0,False
24546,strong,1,0,False
24547,strong,1,0,False
24548,strong,1,0,False
24549,strong,1,0,False
24550,strong,1,0,False
24551,strong,1,0,False
24552,strong,1,0,False
24553,strong,1,0,False
24554,strong,1,0,False
24555,strong,1,0,False
24556,strong,1,0,False
24557,strong,1,0,False
24558,strong,1,0,False
24559,strong,1,0,False
24560,strong,1,0,False
24561,strong,1,0,False
24562,strong,1,0,False
24563,strong,1,0,False
24564,strong,1,0,False
24565,strong,1,0,False
24566,strong,1,0,False
24567,strong,1,0,False
24568,strong,1,0,False
24569,strong,1,0,False
24570,strong,1,0,False
24571,strong,1,0,False
24572,strong,1,0,False
24573,strong,1,0,False
24574,strong,1,0,False
24575,strong,1,0,False
24576,strong,1,0,False
24577,strong,1,0,False
24578,strong,1,0,False
24579,strong,1,0,False
24580,strong,1,0,False
24581,strong,1,0,False
24582,strong,1,0,False
24583,strong,1,0,False
24584,strong,1,0,False
24585,strong,1,0,False
24586,strong,1,0,False
24587,strong,1,0,False
24588,strong,1,0,False
24589,strong,1,0,False
24590,strong,1,0,False
24591,strong,1,0,False
24592,strong,1,0,False
24593,strong,1,0,False
24594,strong,1,0,False
24595,strong,1,0,False
24596,strong,1,0,False
24597,strong,1,0,False
24598,strong,1,0,False
24599,strong,1,0,False
24600,strong,1,0,False
24601,strong,1,0,False
24602,strong,1,0,False
24603,strong,1,0,False
24604,strong,1,0,False
24605,strong,1,0,False
24606,strong,1,0,False
24607,strong,1,0,False
24608,strong,1,0,False
24609,strong,1,0,False
24610,strong,1,0,False
24611,strong,1,0,False
24612,strong,1,0,False
24613,strong,1,0,False
24614,strong,1,0,False
24615,strong,1,0,False
24616,strong,1,0,False
24617,strong,1,0,False
24618,strong,1,0,False
24619,strong,1,0,False
24620,strong,1,0,False
24621,strong,1,0,False
24622,strong,1,0,False
24623,strong,1,0,False
24624,strong,1,0,False
24625,strong,1,0,False
24626,strong,1,0,False
24627,strong,1,0,False
24628,strong,1,0,False
24629,strong,1,0,False
24630,strong,1,0,False
24631,strong,1,0,False
24632,strong,1,0,False
24633,strong,1,0,False
24634,strong,1,0,False
24635,strong,1,0,False
24636,strong,1,0,False
24637,strong,1,0,False
24638,strong,1,0,False
24639,strong,1,0,False
24640,strong,1,0,False
24641,strong,1,0,False
24642,strong,1,0,False
24643,strong,1,0,False
24644,strong,1,0,False
24645,strong,1,0,False
24646,strong,1,0,False
24647,strong,1,0,False
24648,strong,1,0,False
24649,strong,1,0,False
24650,strong,1,0,False
24651,strong,1,0,False
24652,strong,1,0,False
24653,strong,1,0,False
24654,strong,1,0,False
24655,strong,1,0,False
24656,strong,1,0,False
24657,strong,1,0,False
24658,strong,1,0,False
24659,strong,1,0,False
24660,strong,1,0,False
24661,strong,1,0,False
24662,strong,1,0,False
24663,strong,1,0,False
24664,strong,1,0,False
24665,strong,1,0,False
24666,strong,1,0,False
24667,strong,1,0,False
24668,strong,1,0,False
24669,strong,1,0,False
24670,strong,1,0,False
24671,strong,1,0,False
24672,strong,1,0,False
24673,strong,1,0,False
24674,strong,1,0,False
24675,strong,1,0,False
24676,strong,1,0,False
24677,strong,1,0,False
24678,strong,1,0,False
24679,strong,1,0,False
24680,strong,1,0,False
24681,strong,1,0,False
24682,strong,1,0,False
24683,strong,1,0,False
24684,strong,1,0,False
24685,strong,1,0,False
24686,strong,1,0,False
24687,strong,1,0,False
24688,strong,1,0,False
24689,strong,1,0,False
24690,strong,1,0,False
24691,strong,1,0,False
24692,strong,1,0,False
24693,strong,1,0,False
24694,strong,1,0,False
24695,strong,1,0,False
24696,strong,1,0,False
24697,strong,1,0,False
24698,strong,1,0,False
24699,strong,1,0,False
24700,strong,1,0,False
24701,strong,1,0,False
24702,strong,1,0,False
24703,strong,1,0,False
24704,strong,1,0,False
24705,strong,1,0,False
24706,strong,1,0,False
24707,strong,1,0,False
24708,strong,1,0,False
24709,strong,1,0,False
24710,strong,1,0,False
24711,strong,1,0,False
24712,strong,1,0,False
24713,strong,1,0,False
24714,strong,1,0,False
24715,strong,1,0,False
24716,strong,1,0,False
24717,strong,1,0,False
24718,strong,1,0,False
24719,strong,1,0,False
24720,strong,1,0,False
24721,strong,1,0,False
24722,strong,1,0,False
24723,strong,1,0,False
24724,strong,1,0,False
24725,strong,1,0,False
24726,strong,1,0,False
24727,strong,1,0,False
24728,strong,1,0,False
24729,strong,1,0,False
24730,strong,1,0,False
24731,strong,1,0,False
24732,strong,1,0,False
24733,strong,1,0,False
24734,strong,1,0,False
24735,strong,1,0,False
24736,strong,1,0,False
24737,strong,1,0,False
24738,strong,1,0,False
24739,strong,1,0,False
24740,strong,1,0,False
24741,strong,1,0,False
24742,strong,1,0,False
24743,strong,1,0,False
24744,strong,1,0,False
24745,strong,1,0,False
24746,strong,1,0,False
24747,strong,1,0,False
24748,strong,1,0,False
24749,strong,1,0,False
24750,strong,1,0,False
24751,strong,1,0,False
24752,strong,1,0,False
24753,strong,1,0,False
24754,strong,1,0,False
24755,strong,1,0,False
24756,strong,1,0,False
24757,strong,1,0,False
24758,strong,1,0,False
24759,strong,1,0,False
24760,strong,1,0,False
24761,strong,1,0,False
24762,strong,1,0,False
24763,strong,1,0,False
24764,strong,1,0,False
24765,strong,1,0,False
24766,strong,1,0,False
24767,strong,1,0,False
24768,strong,1,0,False
24769,strong,1,0,False
24770,strong,1,0,False
24771,strong,1,0,False
24772,strong,1,0,False
24773,strong,1,0,False
24774,strong,1,0,False
24775,strong,1,0,False
24776,strong,1,0,False
24777,strong,1,0,False
24778,strong,1,0,False
24779,strong,1,0,False
24780,strong,1,0,False
24781,strong,1,0,False
24782,strong,1,0,False
24783,strong,1,0,False
24784,strong,1,0,False
24785,strong,1,0,False
24786,strong,1,0,False
24787,strong,1,0,False
24788,strong,1,0,False
24789,strong,1,0,False
24790,strong,1,0,False
24791,strong,1,0,False
24792,strong,1,0,False
24793,strong,1,0,False
24794,strong,1,0,False
24795,strong,1,0,False
24796,strong,1,0,False
24797,strong,1,0,False
24798,strong,1,0,False
24799,strong,1,0,False
24800,strong,1,0,False
24801,strong,1,0,False
24802,strong,1,0,False
24803,strong,1,0,False
24804,strong,1,0,False
24805,strong,1,0,False
24806,strong,1,0,False
24807,strong,1,0,False
24808,strong,1,0,False
24809,strong,1,0,False
24810,strong,1,0,False
24811,strong,1,0,False
24812,strong,1,0,False
24813,strong,1,0,False
24814,strong,1,0,False
24815,strong,1,0,False
24816,strong,1,0,False
24817,strong,1,0,False
24818,strong,1,0,False
24819,strong,1,0,False
24820,strong,1,0,False
24821,strong,1,0,False
24822,strong,1,0,False
24823,strong,1,0,False
24824,strong,1,0,False
24825,strong,1,0,False
24826,strong,1,0,False
24827,strong,1,0,False
24828,strong,1,0,False
24829,strong,1,0,False
24830,strong,1,0,False
24831,strong,1,0,False
24832,strong,1,0,False
24833,strong,1,0,False
24834,strong,1,0,False
24835,strong,1,0,False
24836,strong,1,0,False
24837,strong,1,0,False
24838,strong,1,0,False
24839,strong,1,0,False
24840,strong,1,0,False
24841,strong,1,0,False
24842,strong,1,0,False
24843,strong,1,0,False
24844,strong,1,0,False
24845,strong,1,0,False
24846,strong,1,0,False
24847,strong,1,0,False
24848,strong,1,0,False
24849,strong,1,0,False
24850,strong,1,0,False
24851,strong,1,0,False
24852,strong,1,0,False
24853,strong,1,0,False
24854,strong,1,0,False
24855,strong,1,0,False
24856,strong,1,0,False
24857,strong,1,0,False
24858,strong,1,0,False
24859,strong,1,0,False
24860,strong,1,0,False
24861,strong,1,0,False
24862,strong,1,0,False
24863,strong,1,0,False
24864,strong,1,0,False
24865,strong,1,0,False
24866,strong,1,0,False
24867,strong,1,0,False
24868,strong,1,0,False
24869,strong,1,0,False
24870,strong,1,0,False
24871,strong,1,0,False
24872,strong,1,0,False
24873,strong,1,0,False
24874,strong,1,0,False
24875,strong,1,0,False
24876,strong,1,0,False
24877,strong,1,0,False
24878,strong,1,0,False
24879,strong,1,0,False
24880,strong,1,0,False
24881,strong,1,0,False
24882,strong,1,0,False
24883,strong,1,0,False
24884,strong,1,0,False
24885,strong,1,0,False
24886,strong,1,0,False
24887,strong,1,0,False
24888,strong,1,0,False
24889,strong,1,0,False
24890,strong,1,0,False
24891,strong,1,0,False
24892,strong,1,0,False
24893,strong,1,0,False
24894,strong,1,0,False
24895,strong,1,0,False
24896,strong,1,0,False
24897,strong,1,0,False
24898,strong,1,0,False
24899,strong,1,0,False
24900,strong,1,0,False
24901,strong,1,0,False
24902,strong,1,0,False
24903,strong,1,0,False
24904,strong,1,0,False
24905,strong,1,0,False
24906,strong,1,0,False
24907,strong,1,0,False
24908,strong,1,0,False
24909,strong,1,0,False
24910,strong,1,0,False
24911,strong,1,0,False
24912,strong,1,0,False
24913,strong,1,0,False
24914,strong,1,0,False
24915,strong,1,0,False
24916,strong,1,0,False
24917,strong,1,0,False
24918,strong,1,0,False
24919,strong,1,0,False
24920,strong,1,0,False
24921,strong,1,0,False
24922,strong,1,0,False
24923,strong,1,0,False
24924,strong,1,0,False
24925,strong,1,0,False
24926,strong,1,0,False
24927,strong,1,0,False
24928,strong,1,0,False
24929,strong,1,0,False
24930,strong,1,0,False
24931,strong,1,0,False
24932,strong,1,0,False
24933,strong,1,0,False
24934,strong,1,0,False
24935,strong,1,0,False
24936,strong,1,0,False
24937,strong,1,0,False
24938,strong,1,0,False
24939,strong,1,0,False
24940,strong,1,0,False
24941,strong,1,0,False
24942,strong,1,0,False
24943,strong,1,0,False
24944,strong,1,0,False
24945,strong,1,0,False
24946,strong,1,0,False
24947,strong,1,0,False
24948,strong,1,0,False
24949,strong,1,0,False
24950,strong,1,0,False
24951,strong,1,0,False
24952,strong,1,0,False
24953,strong,1,0,False
24954,strong,1,0,False
24955,strong,1,0,False
24956,strong,1,0,False
24957,strong,1,0,False
24958,strong,1,0,False
