nodes,edges,weak_components,strong_components,largest_weak_component,largest_strong_component,tree_depth_max,tree_depth_mean_reachable,average_branching_factor,weak_component_diameter,diameter_method,betweenness_method
50000,33333,16668,49998,20019,3,191,82.32034567161197,0.66666,,not computed: largest weak component has 20019 nodes,"approximate, k=512, seed=20260722"
