algorithm,param_name,param_value,n_clusters,n_noise,noise_ratio,silhouette_score,calinski_harabasz_score,davies_bouldin_score,n_fitted,n_metric_rows
KMeans,n_clusters,2,2,0,0.0,0.006171728949993849,63.12736110997214,12.583060472215193,10000,10000
KMeans,n_clusters,3,3,0,0.0,0.005511138122528791,54.17431428078446,11.113013362532413,10000,10000
KMeans,n_clusters,4,4,0,0.0,0.005302799865603447,47.792803317104365,10.262295918214079,10000,10000
KMeans,n_clusters,5,5,0,0.0,0.005270148627460003,43.4934894803425,9.64682403927129,10000,10000
KMeans,n_clusters,6,6,0,0.0,0.005295746028423309,39.94105729411633,9.333183813748665,10000,10000
KMeans,n_clusters,7,7,0,0.0,0.005268811713904142,36.91668829976928,8.944931446452074,10000,10000
KMeans,n_clusters,8,8,0,0.0,0.005364653654396534,34.7261890809767,8.687898430964626,10000,10000
KMeans,n_clusters,9,9,0,0.0,0.005437599960714579,32.88865857436095,8.383839308495167,10000,10000
KMeans,n_clusters,10,10,0,0.0,0.005509291775524616,31.184383281087502,8.197918579401785,10000,10000
KMeans,n_clusters,11,11,0,0.0,0.005499423015862703,29.52979013044501,8.046423106200201,10000,10000
KMeans,n_clusters,12,12,0,0.0,0.005602513439953327,28.20480976801674,7.93588741446361,10000,10000
KMeans,n_clusters,13,13,0,0.0,0.005623656790703535,27.062145867690667,7.764178067872616,10000,10000
KMeans,n_clusters,14,14,0,0.0,0.005627986043691635,26.045648392313566,7.665091675520992,10000,10000
KMeans,n_clusters,15,15,0,0.0,0.005748461000621319,25.152217304152767,7.566259054474853,10000,10000
