quantity,mean,std,min,max,median,q25,q75
ollivier_ricci,0.5400092063492063,0.332907079596539,0.0,1.0,0.6666666666666666,0.42857142857142855,0.7333333333333334
branching_entropy,0.055377563529020825,0.1838975791381599,0.0,0.6931471805579453,0.0,0.0,0.0
ancestor_density_k2,0.83414,0.1870191975179186,0.5,1.3333333333333333,1.0,0.6666666666666666,1.0
local_potential,36.75786962251351,51.900885463854124,0.0,193.94275874587996,6.068425588244111,0.0,55.421719987390105
flow_energy,0.7443073464616591,0.7633516738883024,0.0,11.56811053673352,0.4804530139182014,0.0,1.2069489608125827
