node,kmeans_k2,dbscan_eps_0.05_ms_5,hdbscan_mcs5
141,1,-1,-1
142,1,-1,0
143,0,-1,0
144,0,-1,-1
145,1,-1,0
146,1,-1,0
147,1,-1,0
148,0,-1,-1
149,1,-1,0
150,0,-1,-1
151,1,-1,-1
152,0,-1,0
153,0,-1,0
154,0,-1,-1
155,0,-1,0
156,0,-1,-1
157,1,-1,0
158,1,-1,0
159,0,-1,-1
160,1,-1,0
161,1,-1,0
162,0,-1,0
163,1,-1,-1
164,1,-1,0
165,1,-1,0
166,0,-1,0
167,1,-1,-1
168,1,-1,-1
169,1,-1,-1
170,0,-1,0
171,1,-1,0
172,0,-1,-1
173,1,-1,0
174,0,-1,0
175,0,-1,-1
176,1,-1,-1
177,0,-1,-1
178,0,-1,0
179,0,-1,-1
180,1,-1,0
181,1,-1,0
182,0,-1,-1
183,1,-1,0
184,0,-1,-1
185,1,-1,-1
186,1,-1,-1
187,0,-1,-1
188,1,-1,-1
189,1,-1,0
190,1,-1,-1
191,1,-1,-1
192,1,-1,0
193,0,-1,0
194,0,-1,-1
195,0,-1,0
196,1,-1,-1
197,0,-1,-1
198,0,-1,-1
199,1,-1,-1
200,0,-1,0
201,0,-1,-1
202,1,-1,0
203,0,-1,0
204,0,-1,-1
205,1,-1,-1
206,1,-1,-1
207,0,-1,0
208,0,-1,-1
209,1,-1,0
210,1,-1,0
211,0,-1,0
212,0,-1,-1
213,0,-1,-1
214,0,-1,0
215,1,-1,0
216,1,-1,-1
217,0,-1,0
218,0,-1,0
219,0,-1,-1
220,1,-1,0
221,1,-1,-1
222,0,-1,0
223,1,-1,-1
224,0,-1,0
225,1,-1,0
226,0,-1,-1
227,0,-1,-1
228,0,-1,-1
229,0,-1,0
230,0,-1,0
231,1,-1,-1
232,1,-1,-1
233,1,-1,-1
234,0,-1,0
235,1,-1,-1
236,1,-1,0
237,1,-1,-1
238,1,-1,0
239,0,-1,0
240,1,-1,-1
241,0,-1,0
242,0,-1,0
243,1,-1,0
244,0,-1,0
245,0,-1,0
246,0,-1,-1
247,1,-1,-1
248,1,-1,0
249,0,-1,0
250,1,-1,-1
251,1,-1,-1
252,1,-1,-1
253,1,-1,-1
254,0,-1,0
255,1,-1,0
256,0,-1,-1
257,0,-1,-1
258,0,-1,-1
259,1,-1,-1
260,0,-1,-1
261,0,-1,-1
262,1,-1,-1
263,0,-1,0
264,1,-1,0
265,0,-1,0
266,1,-1,0
267,1,-1,-1
268,0,-1,0
269,1,-1,0
270,1,-1,0
271,1,-1,-1
272,0,-1,-1
273,1,-1,-1
274,1,-1,0
275,1,-1,0
276,0,-1,0
277,0,-1,0
278,0,-1,0
279,1,-1,-1
280,1,-1,-1
281,0,-1,0
282,1,-1,0
283,1,-1,0
284,1,-1,-1
285,0,-1,0
286,0,-1,0
287,1,-1,0
288,1,-1,0
289,1,-1,-1
290,1,-1,-1
291,1,-1,-1
292,1,-1,0
293,0,-1,0
294,0,-1,0
295,1,-1,0
296,0,-1,-1
297,1,-1,0
298,1,-1,-1
299,0,-1,-1
300,0,-1,0
301,0,-1,0
302,1,-1,0
303,0,-1,-1
304,0,-1,-1
305,1,-1,-1
306,1,-1,0
307,1,-1,0
308,0,-1,-1
309,0,-1,0
310,1,-1,0
311,0,-1,0
312,0,-1,-1
313,0,-1,0
314,1,-1,-1
315,1,-1,-1
316,1,-1,0
317,0,-1,-1
318,1,-1,0
319,1,-1,-1
320,1,-1,-1
321,0,-1,-1
322,1,-1,0
323,0,-1,-1
324,1,-1,0
325,0,-1,0
326,0,-1,-1
327,1,-1,-1
328,0,-1,0
329,0,-1,-1
330,1,-1,0
331,0,-1,-1
332,1,-1,-1
333,0,-1,-1
334,1,-1,0
335,0,-1,0
336,1,-1,0
337,1,-1,-1
338,0,-1,-1
339,1,-1,0
340,1,-1,0
341,0,-1,0
342,0,-1,0
343,1,-1,0
344,1,-1,-1
345,1,-1,0
346,0,-1,0
347,0,-1,0
348,1,-1,-1
349,0,-1,0
350,1,-1,0
351,0,-1,-1
352,0,-1,0
353,0,-1,-1
354,0,-1,0
355,0,-1,0
356,1,-1,0
357,0,-1,-1
358,1,-1,-1
359,1,-1,0
360,1,-1,-1
361,0,-1,0
362,1,-1,0
363,1,-1,-1
364,0,-1,0
365,1,-1,0
366,1,-1,-1
367,0,-1,-1
368,1,-1,0
369,1,-1,-1
370,1,-1,-1
371,1,-1,0
372,1,-1,-1
373,0,-1,0
374,1,-1,0
375,1,-1,0
376,1,-1,0
377,0,-1,-1
378,0,-1,0
379,1,-1,-1
380,0,-1,-1
381,0,-1,0
382,0,-1,0
383,1,-1,0
384,1,-1,-1
385,1,-1,0
386,0,-1,0
387,0,-1,-1
388,0,-1,0
389,0,-1,0
390,1,-1,0
391,0,-1,-1
392,1,-1,0
393,1,-1,-1
394,1,-1,-1
395,1,-1,0
396,1,-1,-1
397,0,-1,0
398,1,-1,-1
399,0,-1,-1
400,0,-1,-1
401,1,-1,0
402,1,-1,-1
403,0,-1,0
404,0,-1,-1
405,1,-1,0
406,1,-1,0
407,1,-1,-1
408,1,-1,-1
409,0,-1,0
410,0,-1,0
411,1,-1,0
412,1,-1,-1
413,0,-1,-1
414,1,-1,0
415,0,-1,0
416,0,-1,0
417,1,-1,0
418,0,-1,-1
419,1,-1,0
420,0,-1,0
421,0,-1,-1
422,1,-1,0
423,1,-1,-1
424,1,-1,-1
425,0,-1,-1
426,1,-1,0
427,1,-1,-1
428,1,-1,0
429,1,-1,-1
430,1,-1,0
431,0,-1,-1
432,1,-1,-1
433,1,-1,-1
434,1,-1,0
435,0,-1,-1
436,1,-1,-1
437,1,-1,0
438,1,-1,-1
439,0,-1,-1
440,0,-1,-1
441,1,-1,-1
442,0,-1,0
443,1,-1,-1
444,1,-1,0
445,0,-1,-1
446,0,-1,-1
447,1,-1,0
448,1,-1,0
449,0,-1,0
450,0,-1,-1
451,0,-1,-1
452,1,-1,-1
453,0,-1,-1
454,0,-1,0
455,0,-1,0
456,0,-1,0
457,1,-1,0
458,0,-1,-1
459,0,-1,0
460,1,-1,-1
461,0,-1,-1
462,1,-1,-1
463,0,-1,0
464,0,-1,0
465,1,-1,-1
466,1,-1,0
467,1,-1,0
468,0,-1,-1
469,0,-1,0
470,0,-1,0
471,0,-1,0
472,1,-1,0
473,1,-1,-1
474,0,-1,-1
475,1,-1,0
476,0,-1,0
477,0,-1,-1
478,1,-1,0
479,1,-1,0
480,1,-1,-1
481,0,-1,0
482,0,-1,-1
483,1,-1,-1
484,1,-1,0
485,0,-1,0
486,1,-1,0
487,1,-1,-1
488,0,-1,-1
489,0,-1,-1
490,1,-1,0
491,0,-1,-1
492,1,-1,-1
493,0,-1,0
494,0,-1,0
495,1,-1,0
496,1,-1,0
497,1,-1,-1
498,0,-1,0
499,1,-1,0
500,0,-1,-1
501,1,-1,-1
502,0,-1,-1
503,0,-1,-1
504,1,-1,-1
505,0,-1,-1
506,1,-1,0
507,1,-1,0
508,1,-1,-1
509,1,-1,0
510,1,-1,0
511,1,-1,-1
512,0,-1,-1
513,0,-1,0
514,0,-1,0
515,0,-1,-1
516,1,-1,0
517,1,-1,0
518,0,-1,-1
519,0,-1,0
520,1,-1,-1
521,0,-1,0
522,0,-1,0
523,0,-1,-1
524,0,-1,0
525,0,-1,-1
526,0,-1,-1
527,1,-1,0
528,0,-1,-1
529,1,-1,-1
530,0,-1,0
531,0,-1,-1
532,0,-1,-1
533,1,-1,0
534,0,-1,0
535,1,-1,0
536,1,-1,-1
537,1,-1,0
538,0,-1,0
539,0,-1,-1
540,0,-1,0
541,0,-1,-1
542,0,-1,-1
543,0,-1,-1
544,1,-1,-1
545,1,-1,0
546,0,-1,0
547,0,-1,0
548,0,-1,-1
549,0,-1,-1
550,0,-1,-1
551,1,-1,-1
552,1,-1,-1
553,0,-1,-1
554,0,-1,-1
555,1,-1,0
556,0,-1,-1
557,1,-1,-1
558,0,-1,-1
559,1,-1,0
560,0,-1,-1
561,1,-1,0
562,1,-1,-1
563,1,-1,-1
564,0,-1,-1
565,1,-1,-1
566,0,-1,0
567,1,-1,0
568,1,-1,-1
569,0,-1,0
570,0,-1,0
571,1,-1,-1
572,0,-1,-1
573,0,-1,-1
574,1,-1,0
575,0,-1,0
576,0,-1,0
577,0,-1,0
578,1,-1,-1
579,0,-1,-1
580,0,-1,0
581,0,-1,-1
582,0,-1,-1
583,1,-1,-1
584,1,-1,-1
585,0,-1,0
586,1,-1,0
587,0,-1,0
588,0,-1,0
589,1,-1,0
590,1,-1,-1
591,1,-1,-1
592,1,-1,-1
593,0,-1,0
594,0,-1,0
595,0,-1,-1
596,0,-1,-1
597,1,-1,-1
598,1,-1,-1
599,1,-1,0
600,1,-1,0
601,0,-1,-1
602,1,-1,0
603,0,-1,-1
604,0,-1,-1
605,1,-1,-1
606,1,-1,-1
607,1,-1,-1
608,0,-1,0
609,1,-1,-1
610,1,-1,0
611,1,-1,-1
612,1,-1,0
613,1,-1,-1
614,0,-1,0
615,0,-1,0
616,1,-1,-1
617,1,-1,-1
618,0,-1,0
619,1,-1,0
620,1,-1,-1
621,1,-1,-1
622,1,-1,0
623,0,-1,-1
624,0,-1,-1
625,1,-1,0
626,0,-1,0
627,1,-1,-1
628,0,-1,-1
629,1,-1,0
630,1,-1,-1
631,1,-1,-1
632,0,-1,-1
633,1,-1,0
634,1,-1,0
635,0,-1,0
636,1,-1,-1
637,0,-1,0
638,1,-1,0
639,1,-1,-1
640,0,-1,0
641,1,-1,-1
642,1,-1,-1
643,0,-1,0
644,0,-1,0
645,1,-1,-1
646,0,-1,0
647,0,-1,-1
648,0,-1,-1
649,1,-1,0
650,1,-1,-1
651,0,-1,-1
652,0,-1,0
653,1,-1,0
654,1,-1,0
655,0,-1,0
656,0,-1,0
657,0,-1,-1
658,1,-1,0
659,1,-1,0
660,0,-1,0
661,0,-1,0
662,1,-1,0
663,0,-1,0
664,1,-1,-1
665,0,-1,0
666,0,-1,0
667,0,-1,0
668,0,-1,-1
669,1,-1,0
670,0,-1,-1
671,0,-1,0
672,0,-1,0
673,0,-1,-1
674,0,-1,0
675,1,-1,0
676,1,-1,-1
677,1,-1,0
678,1,-1,0
679,1,-1,0
680,0,-1,0
681,1,-1,-1
682,1,-1,0
683,0,-1,-1
684,1,-1,0
685,1,-1,-1
686,1,-1,-1
687,1,-1,-1
688,0,-1,-1
689,1,-1,-1
690,0,-1,0
691,1,-1,0
692,0,-1,-1
693,0,-1,-1
694,0,-1,-1
695,1,-1,-1
696,1,-1,0
697,1,-1,0
698,1,-1,0
699,0,-1,0
700,0,-1,-1
701,0,-1,0
702,0,-1,-1
703,0,-1,0
704,1,-1,0
705,0,-1,0
706,1,-1,0
707,0,-1,-1
708,1,-1,-1
709,0,-1,0
710,0,-1,-1
711,1,-1,0
712,1,-1,-1
713,0,-1,0
714,0,-1,0
715,0,-1,0
716,1,-1,0
717,1,-1,-1
718,0,-1,-1
719,1,-1,0
720,0,-1,0
721,0,-1,-1
722,1,-1,-1
723,0,-1,0
724,1,-1,-1
725,1,-1,0
726,1,-1,-1
727,1,-1,0
728,0,-1,0
729,0,-1,0
730,0,-1,0
731,1,-1,0
732,0,-1,-1
733,1,-1,-1
734,1,-1,-1
735,1,-1,-1
736,1,-1,-1
737,1,-1,0
738,0,-1,-1
739,1,-1,0
740,0,-1,0
741,0,-1,0
742,0,-1,0
743,0,-1,-1
744,0,-1,0
745,0,-1,-1
746,0,-1,-1
747,0,-1,0
748,1,-1,-1
749,1,-1,0
750,0,-1,0
751,0,-1,0
752,1,-1,0
753,1,-1,-1
754,1,-1,0
755,1,-1,-1
756,1,-1,-1
757,0,-1,-1
758,0,-1,0
759,0,-1,0
760,0,-1,-1
761,1,-1,0
762,0,-1,0
763,0,-1,-1
764,1,-1,-1
765,0,-1,0
766,1,-1,0
767,0,-1,0
768,0,-1,-1
769,0,-1,-1
770,1,-1,0
771,1,-1,0
772,0,-1,0
773,1,-1,-1
774,0,-1,0
775,1,-1,-1
776,0,-1,-1
777,1,-1,0
778,0,-1,-1
779,1,-1,0
780,1,-1,-1
781,0,-1,0
782,1,-1,-1
783,1,-1,-1
784,1,-1,0
785,1,-1,-1
786,0,-1,-1
787,0,-1,0
788,1,-1,-1
789,1,-1,0
790,0,-1,0
791,1,-1,-1
792,0,-1,0
793,1,-1,-1
794,0,-1,-1
795,1,-1,-1
796,0,-1,-1
797,1,-1,-1
798,1,-1,-1
799,1,-1,0
800,0,-1,-1
801,1,-1,-1
802,0,-1,-1
803,1,-1,-1
804,0,-1,-1
805,0,-1,0
806,1,-1,-1
807,0,-1,-1
808,0,-1,0
809,1,-1,0
810,0,-1,-1
811,1,-1,-1
812,1,-1,-1
813,0,-1,0
814,1,-1,-1
815,0,-1,-1
816,1,-1,-1
817,0,-1,-1
818,0,-1,0
819,1,-1,0
820,1,-1,-1
821,1,-1,0
822,1,-1,0
823,1,-1,0
824,0,-1,-1
825,0,-1,-1
826,0,-1,0
827,1,-1,-1
828,0,-1,-1
829,1,-1,-1
830,1,-1,-1
831,1,-1,-1
832,0,-1,-1
833,0,-1,-1
834,1,-1,-1
835,0,-1,-1
836,1,-1,0
837,0,-1,-1
838,1,-1,-1
839,0,-1,0
840,1,-1,0
841,1,-1,-1
842,1,-1,0
843,1,-1,-1
844,1,-1,-1
845,0,-1,-1
846,1,-1,0
847,0,-1,-1
848,1,-1,-1
849,0,-1,-1
850,1,-1,-1
851,1,-1,0
852,1,-1,-1
853,0,-1,0
854,0,-1,0
855,0,-1,-1
856,0,-1,0
857,0,-1,0
858,0,-1,0
859,0,-1,0
860,1,-1,-1
861,0,-1,0
862,0,-1,0
863,0,-1,-1
864,1,-1,-1
865,1,-1,0
866,0,-1,0
867,0,-1,-1
868,1,-1,0
869,1,-1,0
870,0,-1,-1
871,0,-1,-1
872,0,-1,-1
873,0,-1,-1
874,0,-1,-1
875,0,-1,-1
876,1,-1,-1
877,0,-1,0
878,1,-1,0
879,0,-1,0
880,1,-1,0
881,1,-1,-1
882,1,-1,0
883,0,-1,0
884,1,-1,-1
885,1,-1,-1
886,0,-1,-1
887,0,-1,-1
888,1,-1,0
889,0,-1,0
890,0,-1,0
891,0,-1,0
892,0,-1,0
893,1,-1,-1
894,0,-1,-1
895,0,-1,-1
896,0,-1,0
897,0,-1,0
898,0,-1,-1
899,1,-1,-1
900,0,-1,0
901,1,-1,-1
902,0,-1,-1
903,1,-1,0
904,0,-1,0
905,1,-1,-1
906,1,-1,0
907,0,-1,-1
908,1,-1,-1
909,1,-1,0
910,1,-1,-1
911,0,-1,-1
912,0,-1,-1
913,0,-1,-1
914,0,-1,-1
915,1,-1,-1
916,1,-1,-1
917,0,-1,0
918,1,-1,-1
919,0,-1,0
920,0,-1,-1
921,0,-1,0
922,1,-1,-1
923,1,-1,-1
924,0,-1,0
925,1,-1,0
926,0,-1,-1
927,0,-1,-1
928,0,-1,0
929,1,-1,0
930,1,-1,-1
931,0,-1,0
932,1,-1,-1
933,0,-1,0
934,0,-1,-1
935,1,-1,0
936,0,-1,0
937,1,-1,0
938,1,-1,0
939,0,-1,0
940,1,-1,-1
941,0,-1,-1
942,0,-1,0
943,1,-1,-1
944,1,-1,-1
945,1,-1,-1
946,0,-1,0
947,1,-1,-1
948,1,-1,0
949,0,-1,-1
950,0,-1,-1
951,0,-1,-1
952,0,-1,0
953,0,-1,-1
954,1,-1,-1
955,1,-1,-1
956,0,-1,-1
957,1,-1,0
958,1,-1,-1
959,0,-1,-1
960,1,-1,0
961,0,-1,0
962,0,-1,0
963,0,-1,0
964,0,-1,-1
965,0,-1,0
966,0,-1,0
967,1,-1,-1
968,0,-1,0
969,1,-1,0
970,0,-1,-1
971,0,-1,-1
972,0,-1,0
973,1,-1,-1
974,1,-1,-1
975,0,-1,-1
976,1,-1,0
977,1,-1,-1
978,1,-1,-1
979,1,-1,0
980,1,-1,0
981,1,-1,0
982,0,-1,0
983,1,-1,0
984,1,-1,-1
985,0,-1,-1
986,0,-1,0
987,1,-1,0
988,0,-1,0
989,0,-1,0
990,0,-1,0
991,1,-1,0
992,1,-1,0
993,0,-1,-1
994,0,-1,-1
995,1,-1,0
996,1,-1,-1
997,1,-1,0
998,1,-1,0
999,1,-1,0
1000,0,-1,0
1001,1,-1,-1
1002,0,-1,0
1003,1,-1,0
1004,0,-1,-1
1005,0,-1,-1
1006,0,-1,0
1007,1,-1,0
1008,1,-1,0
1009,0,-1,0
1010,0,-1,0
1011,0,-1,-1
1012,1,-1,0
1013,1,-1,0
1014,0,-1,0
1015,0,-1,-1
1016,1,-1,-1
1017,0,-1,-1
1018,1,-1,-1
1019,0,-1,-1
1020,0,-1,0
1021,0,-1,-1
1022,0,-1,0
1023,1,-1,0
1024,0,-1,0
1025,0,-1,-1
1026,1,-1,0
1027,1,-1,0
1028,0,-1,-1
1029,1,-1,0
1030,1,-1,0
1031,0,-1,-1
1032,1,-1,-1
1033,0,-1,-1
1034,1,-1,0
1035,0,-1,0
1036,0,-1,0
1037,0,-1,0
1038,1,-1,0
1039,1,-1,-1
1040,1,-1,0
1041,1,-1,-1
1042,1,-1,0
1043,0,-1,0
1044,0,-1,0
1045,1,-1,0
1046,0,-1,-1
1047,1,-1,-1
1048,0,-1,0
1049,1,-1,0
1050,0,-1,0
1051,1,-1,0
1052,1,-1,-1
1053,0,-1,0
1054,1,-1,-1
1055,0,-1,-1
1056,1,-1,0
1057,0,-1,-1
1058,1,-1,-1
1059,1,-1,-1
1060,1,-1,0
1061,1,-1,-1
1062,0,-1,-1
1063,1,-1,0
1064,0,-1,-1
1065,0,-1,0
1066,0,-1,0
1067,1,-1,0
1068,1,-1,-1
1069,0,-1,-1
1070,0,-1,-1
1071,0,-1,-1
1072,1,-1,0
1073,1,-1,0
1074,0,-1,-1
1075,0,-1,0
1076,1,-1,0
1077,1,-1,-1
1078,1,-1,-1
1079,0,-1,0
1080,1,-1,-1
1081,0,-1,-1
1082,1,-1,0
1083,0,-1,-1
1084,1,-1,0
1085,0,-1,-1
1086,0,-1,-1
1087,1,-1,-1
1088,1,-1,0
1089,1,-1,-1
1090,0,-1,-1
1091,0,-1,-1
1092,1,-1,-1
1093,1,-1,-1
1094,0,-1,0
1095,1,-1,-1
1096,0,-1,0
1097,0,-1,0
1098,0,-1,-1
1099,0,-1,0
1100,1,-1,0
1101,0,-1,-1
1102,1,-1,0
1103,0,-1,0
1104,1,-1,-1
1105,1,-1,0
1106,0,-1,0
1107,1,-1,0
1108,1,-1,-1
1109,0,-1,0
1110,1,-1,-1
1111,1,-1,-1
1112,0,-1,0
1113,0,-1,-1
1114,0,-1,-1
1115,1,-1,-1
1116,0,-1,0
1117,0,-1,-1
1118,1,-1,0
1119,0,-1,-1
1120,0,-1,0
1121,1,-1,0
1122,0,-1,0
1123,0,-1,-1
1124,1,-1,-1
1125,1,-1,0
1126,0,-1,-1
1127,1,-1,-1
1128,1,-1,0
1129,0,-1,0
1130,1,-1,0
1131,1,-1,0
1132,0,-1,0
1133,1,-1,-1
1134,0,-1,-1
1135,0,-1,0
1136,0,-1,-1
1137,1,-1,-1
1138,1,-1,0
1139,0,-1,0
1140,0,-1,-1
1141,1,-1,0
1142,0,-1,0
1143,0,-1,-1
1144,1,-1,-1
1145,0,-1,-1
1146,0,-1,-1
1147,1,-1,-1
1148,1,-1,0
1149,0,-1,-1
1150,0,-1,0
1151,0,-1,0
1152,1,-1,0
1153,1,-1,-1
1154,1,-1,-1
1155,1,-1,-1
1156,0,-1,0
1157,0,-1,-1
1158,1,-1,-1
1159,1,-1,-1
1160,0,-1,0
1161,0,-1,0
1162,1,-1,-1
1163,0,-1,-1
1164,0,-1,0
1165,1,-1,-1
1166,1,-1,-1
1167,0,-1,0
1168,1,-1,-1
1169,0,-1,-1
1170,0,-1,0
1171,1,-1,0
1172,0,-1,-1
1173,0,-1,-1
1174,0,-1,0
1175,0,-1,-1
1176,0,-1,0
1177,1,-1,-1
1178,1,-1,0
1179,1,-1,0
1180,1,-1,-1
1181,0,-1,0
1182,1,-1,0
1183,1,-1,-1
1184,0,-1,-1
1185,0,-1,-1
1186,0,-1,0
1187,0,-1,1
1188,0,-1,-1
1189,0,-1,-1
1190,0,-1,0
1191,1,-1,-1
1192,0,-1,-1
1193,0,-1,0
1194,0,-1,0
1195,1,-1,0
1196,0,-1,-1
1197,1,-1,0
1198,1,-1,-1
1199,1,-1,0
1200,0,-1,0
1201,1,-1,0
1202,0,-1,0
1203,0,-1,0
1204,1,-1,0
1205,1,-1,0
1206,0,-1,-1
1207,0,-1,0
1208,1,-1,-1
1209,1,-1,0
1210,0,-1,-1
1211,0,-1,-1
1212,1,-1,0
1213,1,-1,0
1214,0,-1,-1
1215,1,-1,-1
1216,0,-1,0
1217,1,-1,0
1218,1,-1,0
1219,1,-1,0
1220,0,-1,-1
1221,1,-1,0
1222,0,-1,-1
1223,0,-1,0
1224,1,-1,-1
1225,1,-1,-1
1226,0,-1,-1
1227,1,-1,-1
1228,0,-1,-1
1229,0,-1,-1
1230,0,-1,-1
1231,0,-1,-1
1232,1,-1,0
1233,1,-1,0
1234,1,-1,0
1235,0,-1,0
1236,0,-1,0
1237,0,-1,-1
1238,0,-1,0
1239,0,-1,-1
1240,1,-1,0
1241,0,-1,-1
1242,0,-1,0
1243,0,-1,0
1244,0,-1,0
1245,1,-1,-1
1246,1,-1,-1
1247,1,-1,0
1248,1,-1,0
1249,0,-1,-1
1250,1,-1,-1
1251,1,-1,0
1252,1,-1,0
1253,0,-1,0
1254,1,-1,0
1255,1,-1,0
1256,1,-1,-1
1257,0,-1,-1
1258,1,-1,0
1259,1,-1,-1
1260,1,-1,0
1261,1,-1,0
1262,1,-1,-1
1263,0,-1,0
1264,0,-1,-1
1265,0,-1,0
1266,1,-1,-1
1267,0,-1,0
1268,1,-1,0
1269,0,-1,-1
1270,1,-1,-1
1271,0,-1,-1
1272,0,-1,-1
1273,0,-1,-1
1274,1,-1,0
1275,1,-1,-1
1276,0,-1,0
1277,1,-1,0
1278,0,-1,0
1279,0,-1,0
1280,0,-1,0
1281,0,-1,0
1282,0,-1,-1
1283,0,-1,-1
1284,0,-1,-1
1285,0,-1,-1
1286,0,-1,0
1287,0,-1,-1
1288,0,-1,0
1289,1,-1,-1
1290,0,-1,-1
1291,0,-1,-1
1292,0,-1,-1
1293,1,-1,-1
1294,1,-1,0
1295,1,-1,0
1296,0,-1,-1
1297,1,-1,-1
1298,0,-1,-1
1299,1,-1,-1
1300,0,-1,0
1301,0,-1,0
1302,0,-1,-1
1303,1,-1,0
1304,1,-1,-1
1305,1,-1,0
1306,0,-1,-1
1307,0,-1,-1
1308,1,-1,0
1309,0,-1,0
1310,1,-1,-1
1311,1,-1,-1
1312,1,-1,0
1313,0,-1,0
1314,1,-1,-1
1315,1,-1,-1
1316,1,-1,-1
1317,1,-1,-1
1318,0,-1,-1
1319,0,-1,-1
1320,0,-1,-1
1321,1,-1,0
1322,0,-1,-1
1323,0,-1,0
1324,0,-1,-1
1325,1,-1,0
1326,1,-1,-1
1327,0,-1,-1
1328,1,-1,0
1329,1,-1,-1
1330,1,-1,-1
1331,1,-1,-1
1332,1,-1,-1
1333,1,-1,0
1334,0,-1,-1
1335,0,-1,-1
1336,1,-1,0
1337,1,-1,0
1338,1,-1,0
1339,1,-1,-1
1340,0,-1,0
1341,1,-1,-1
1342,0,-1,0
1343,0,-1,-1
1344,1,-1,-1
1345,0,-1,0
1346,0,-1,0
1347,1,-1,0
1348,0,-1,-1
1349,1,-1,-1
1350,0,-1,0
1351,1,-1,0
1352,0,-1,-1
1353,0,-1,0
1354,1,-1,0
1355,1,-1,-1
1356,0,-1,-1
1357,1,-1,0
1358,1,-1,0
1359,1,-1,-1
1360,1,-1,-1
1361,1,-1,-1
1362,1,-1,-1
1363,1,-1,-1
1364,0,-1,-1
1365,0,-1,-1
1366,0,-1,0
1367,1,-1,0
1368,1,-1,0
1369,0,-1,0
1370,0,-1,0
1371,0,-1,-1
1372,1,-1,0
1373,1,-1,-1
1374,0,-1,-1
1375,1,-1,0
1376,1,-1,0
1377,0,-1,0
1378,1,-1,0
1379,0,-1,0
1380,0,-1,-1
1381,1,-1,0
1382,0,-1,0
1383,1,-1,-1
1384,0,-1,-1
1385,0,-1,-1
1386,1,-1,0
1387,0,-1,-1
1388,1,-1,0
1389,0,-1,0
1390,1,-1,0
1391,0,-1,0
1392,0,-1,0
1393,0,-1,0
1394,1,-1,-1
1395,0,-1,-1
1396,1,-1,0
1397,1,-1,0
1398,0,-1,0
1399,1,-1,0
1400,0,-1,0
1401,1,-1,0
1402,1,-1,-1
1403,1,-1,-1
1404,1,-1,0
1405,1,-1,-1
1406,0,-1,0
1407,0,-1,-1
1408,1,-1,-1
1409,0,-1,-1
1410,0,-1,0
1411,1,-1,0
1412,1,-1,-1
1413,0,-1,-1
1414,0,-1,-1
1415,0,-1,0
1416,1,-1,-1
1417,1,-1,0
1418,0,-1,-1
1419,0,-1,-1
1420,1,-1,0
1421,1,-1,0
