node,kmeans_k2,dbscan_eps_0.05_ms_5,hdbscan_mcs30
12007,1,-2,-2
12008,0,-2,-2
12009,0,-2,-2
12010,0,-2,-2
12011,1,-2,-2
12012,0,-2,-2
12013,1,-2,-2
12014,0,-2,-2
12015,0,-1,-1
12016,1,-2,-2
12017,1,-2,-2
12018,0,-2,-2
12019,1,-2,-2
12020,1,-1,-1
12021,0,-2,-2
12022,0,-2,-2
12023,1,-2,-2
12024,1,-2,-2
12025,1,-2,-2
12026,1,-1,-1
12027,1,-2,-2
12028,0,-2,-2
12029,0,-2,-2
12030,1,-2,-2
12031,1,-2,-2
12032,0,-2,-2
12033,1,-2,-2
12034,1,-2,-2
12035,0,-1,-1
12036,1,-1,-1
12037,0,-2,-2
12038,0,-2,-2
12039,1,-2,-2
12040,1,-2,-2
12041,0,-2,-2
12042,1,-2,-2
12043,1,-2,-2
12044,0,-2,-2
12045,1,-1,-1
12046,0,-2,-2
12047,0,-2,-2
12048,1,-1,-1
12049,0,-2,-2
12050,1,-2,-2
12051,1,-2,-2
12052,1,-2,-2
12053,1,-1,-1
12054,1,-2,-2
12055,0,-2,-2
12056,0,-2,-2
12057,0,-2,-2
12058,0,-2,-2
12059,0,-2,-2
12060,1,-2,-2
12061,1,-2,-2
12062,1,-2,-2
12063,1,-2,-2
12064,0,-2,-2
12065,1,-2,-2
12066,1,-2,-2
12067,1,-2,-2
12068,1,-2,-2
12069,0,-2,-2
12070,1,-2,-2
12071,0,-1,-1
12072,0,-2,-2
12073,1,-2,-2
12074,0,-2,-2
12075,0,-1,-1
12076,1,-1,-1
12077,0,-2,-2
12078,0,-1,-1
12079,0,-2,-2
12080,1,-2,-2
12081,1,-2,-2
12082,0,-1,-1
12083,1,-2,-2
12084,0,-2,-2
12085,1,-2,-2
12086,0,-1,-1
12087,1,-1,-1
12088,1,-2,-2
12089,0,-2,-2
12090,0,-2,-2
12091,0,-2,-2
12092,1,-1,-1
12093,1,-2,-2
12094,1,-1,-1
12095,1,-2,-2
12096,1,-2,-2
12097,1,-2,-2
12098,1,-2,-2
12099,1,-2,-2
12100,1,-2,-2
12101,1,-2,-2
12102,1,-2,-2
12103,1,-2,-2
12104,1,-2,-2
12105,0,-2,-2
12106,0,-1,-1
12107,0,-2,-2
12108,0,-2,-2
12109,0,-1,-1
12110,1,-2,-2
12111,0,-2,-2
12112,1,-2,-2
12113,1,-2,-2
12114,1,-2,-2
12115,0,-1,-1
12116,1,-2,-2
12117,0,-2,-2
12118,1,-1,-1
12119,1,-2,-2
12120,1,-2,-2
12121,1,-1,-1
12122,0,-2,-2
12123,1,-2,-2
12124,0,-2,-2
12125,0,-2,-2
12126,1,-2,-2
12127,1,-2,-2
12128,0,-2,-2
12129,1,-2,-2
12130,1,-2,-2
12131,0,-2,-2
12132,1,-2,-2
12133,1,-2,-2
12134,1,-2,-2
12135,1,-2,-2
12136,1,-2,-2
12137,1,-2,-2
12138,1,-2,-2
12139,1,-2,-2
12140,1,-1,-1
12141,1,-2,-2
12142,0,-2,-2
12143,0,-2,-2
12144,0,-2,-2
12145,0,-2,-2
12146,1,-2,-2
12147,1,-2,-2
12148,0,-2,-2
12149,0,-1,-1
12150,0,-2,-2
12151,0,-2,-2
12152,1,-1,-1
12153,0,-2,-2
12154,1,-2,-2
12155,1,-2,-2
12156,0,-2,-2
12157,0,-2,-2
12158,1,-2,-2
12159,0,-2,-2
12160,1,-2,-2
12161,0,-2,-2
12162,0,-1,-1
12163,1,-2,-2
12164,1,-1,-1
12165,0,-2,-2
12166,1,-1,-1
12167,0,-2,-2
12168,0,-1,-1
12169,0,-2,-2
12170,1,-2,-2
12171,1,-2,-2
12172,0,-2,-2
12173,1,-2,-2
12174,0,-2,-2
12175,1,-2,-2
12176,1,-2,-2
12177,1,-1,-1
12178,0,-2,-2
12179,0,-1,-1
12180,1,-2,-2
12181,0,-2,-2
12182,1,-2,-2
12183,1,-2,-2
12184,1,-2,-2
12185,1,-2,-2
12186,0,-1,-1
12187,0,-2,-2
12188,1,-2,-2
12189,1,-1,-1
12190,0,-2,-2
12191,1,-1,-1
12192,0,-2,-2
12193,1,-2,-2
12194,0,-1,-1
12195,1,-1,-1
12196,0,-2,-2
12197,0,-2,-2
12198,1,-2,-2
12199,0,-2,-2
12200,0,-2,-2
12201,0,-1,-1
12202,1,-2,-2
12203,1,-2,-2
12204,0,-2,-2
12205,0,-2,-2
12206,1,-1,-1
12207,0,-2,-2
12208,0,-2,-2
12209,0,-2,-2
12210,0,-2,-2
12211,0,-2,-2
12212,1,-2,-2
12213,0,-2,-2
12214,1,-1,-1
12215,0,-2,-2
12216,0,-2,-2
12217,1,-2,-2
12218,1,-2,-2
12219,0,-2,-2
12220,0,-1,-1
12221,0,-2,-2
12222,0,-2,-2
12223,1,-2,-2
12224,0,-1,-1
12225,1,-2,-2
12226,0,-2,-2
12227,0,-2,-2
12228,0,-2,-2
12229,0,-1,-1
12230,1,-1,-1
12231,0,-2,-2
12232,1,-1,-1
12233,0,-2,-2
12234,0,-2,-2
12235,0,-2,-2
12236,0,-2,-2
12237,1,-2,-2
12238,0,-2,-2
12239,0,-2,-2
12240,0,-2,-2
12241,0,-2,-2
12242,0,-2,-2
12243,1,-2,-2
12244,0,-2,-2
12245,1,-2,-2
12246,0,-1,-1
12247,1,-2,-2
12248,1,-2,-2
12249,1,-2,-2
12250,0,-2,-2
12251,1,-1,-1
12252,1,-1,-1
12253,1,-2,-2
12254,0,-2,-2
12255,1,-1,-1
12256,0,-2,-2
12257,0,-2,-2
12258,0,-2,-2
12259,0,-2,-2
12260,1,-2,-2
12261,0,-2,-2
12262,0,-2,-2
12263,0,-1,-1
12264,1,-2,-2
12265,1,-2,-2
12266,1,-2,-2
12267,1,-1,-1
12268,1,-2,-2
12269,0,-1,-1
12270,0,-2,-2
12271,0,-2,-2
12272,0,-1,-1
12273,1,-2,-2
12274,0,-2,-2
12275,1,-1,-1
12276,1,-2,-2
12277,0,-1,-1
12278,0,-2,-2
12279,1,-2,-2
12280,1,-2,-2
12281,0,-2,-2
12282,1,-1,-1
12283,0,-2,-2
12284,1,-1,-1
12285,1,-2,-2
12286,1,-2,-2
12287,1,-1,-1
12288,1,-2,-2
12289,0,-2,-2
12290,0,-1,-1
12291,1,-1,-1
12292,1,-2,-2
12293,0,-2,-2
12294,1,-2,-2
12295,0,-2,-2
12296,1,-2,-2
12297,1,-2,-2
12298,1,-1,-1
12299,0,-2,-2
12300,0,-2,-2
12301,1,-2,-2
12302,1,-2,-2
12303,0,-1,-1
12304,0,-1,-1
12305,0,-2,-2
12306,1,-2,-2
12307,0,-2,-2
12308,0,-2,-2
12309,1,-2,-2
12310,0,-2,-2
12311,0,-2,-2
12312,0,-2,-2
12313,1,-2,-2
12314,1,-2,-2
12315,1,-1,-1
12316,1,-2,-2
12317,1,-1,-1
12318,1,-1,-1
12319,0,-1,-1
12320,0,-2,-2
12321,0,-2,-2
12322,1,-2,-2
12323,0,-2,-2
12324,0,-2,-2
12325,0,-2,-2
12326,0,-2,-2
12327,0,-1,-1
12328,1,-1,-1
12329,1,-2,-2
12330,0,-2,-2
12331,1,-2,-2
12332,0,-2,-2
12333,1,-1,-1
12334,0,-2,-2
12335,1,-2,-2
12336,0,-2,-2
12337,1,-1,-1
12338,0,-2,-2
12339,1,-2,-2
12340,0,-2,-2
12341,0,-2,-2
12342,1,-2,-2
12343,1,-2,-2
12344,1,-2,-2
12345,1,-2,-2
12346,1,-2,-2
12347,0,-1,-1
12348,1,-2,-2
12349,0,-2,-2
12350,0,-2,-2
12351,0,-2,-2
12352,1,-2,-2
12353,1,-1,-1
12354,0,-2,-2
12355,1,-2,-2
12356,1,-2,-2
12357,1,-2,-2
12358,1,-2,-2
12359,0,-1,-1
12360,0,-2,-2
12361,0,-2,-2
12362,1,-2,-2
12363,1,-2,-2
12364,1,-2,-2
12365,0,-2,-2
12366,0,-2,-2
12367,1,-2,-2
12368,0,-2,-2
12369,0,-2,-2
12370,0,-2,-2
12371,0,-2,-2
12372,1,-2,-2
12373,1,-2,-2
12374,1,-2,-2
12375,0,-1,-1
12376,1,-2,-2
12377,1,-2,-2
12378,1,-2,-2
12379,0,-2,-2
12380,0,-1,-1
12381,0,-1,-1
12382,1,-1,-1
12383,1,-2,-2
12384,1,-2,-2
12385,0,-2,-2
12386,0,-2,-2
12387,1,-2,-2
12388,1,-2,-2
12389,0,-1,-1
12390,0,-1,-1
12391,0,-2,-2
12392,0,-2,-2
12393,1,-2,-2
12394,0,-2,-2
12395,1,-2,-2
12396,0,-2,-2
12397,0,-2,-2
12398,0,-2,-2
12399,0,-1,-1
12400,0,-1,-1
12401,1,-2,-2
12402,1,-2,-2
12403,1,-2,-2
12404,1,-2,-2
12405,0,-1,-1
12406,0,-2,-2
12407,1,-2,-2
12408,0,-2,-2
12409,1,-2,-2
12410,1,-1,-1
12411,1,-2,-2
12412,1,-2,-2
12413,1,-2,-2
12414,1,-1,-1
12415,1,-2,-2
12416,1,-2,-2
12417,0,-2,-2
12418,0,-2,-2
12419,0,-2,-2
12420,1,-1,-1
12421,0,-2,-2
12422,0,-2,-2
12423,1,-2,-2
12424,0,-1,-1
12425,1,-2,-2
12426,0,-2,-2
12427,0,-1,-1
12428,1,-2,-2
12429,1,-2,-2
12430,1,-2,-2
12431,1,-2,-2
12432,0,-2,-2
12433,0,-2,-2
12434,1,-1,-1
12435,0,-2,-2
12436,0,-2,-2
12437,0,-2,-2
12438,1,-2,-2
12439,0,-2,-2
12440,1,-2,-2
12441,1,-1,-1
12442,0,-2,-2
12443,0,-2,-2
12444,0,-2,-2
12445,1,-2,-2
12446,0,-2,-2
12447,0,-1,-1
12448,0,-2,-2
12449,1,-2,-2
12450,1,-2,-2
12451,0,-1,-1
12452,1,-2,-2
12453,1,-2,-2
12454,0,-2,-2
12455,1,-2,-2
12456,0,-2,-2
12457,1,-2,-2
12458,1,-2,-2
12459,0,-2,-2
12460,1,-2,-2
12461,1,-1,-1
12462,0,-2,-2
12463,0,-1,-1
12464,1,-2,-2
12465,0,-2,-2
12466,0,-2,-2
12467,1,-2,-2
12468,1,-2,-2
12469,1,-2,-2
12470,1,-2,-2
12471,1,-2,-2
12472,0,-1,-1
12473,0,-2,-2
12474,0,-2,-2
12475,1,-2,-2
12476,0,-2,-2
12477,0,-2,-2
12478,1,-2,-2
12479,1,-2,-2
12480,0,-2,-2
12481,0,-1,-1
12482,1,-2,-2
12483,1,-2,-2
12484,1,-2,-2
12485,1,-2,-2
12486,0,-2,-2
12487,0,-2,-2
12488,0,-2,-2
12489,1,-1,-1
12490,1,-2,-2
12491,1,-1,-1
12492,1,-2,-2
12493,1,-2,-2
12494,1,-1,-1
12495,1,-2,-2
12496,1,-1,-1
12497,1,-2,-2
12498,0,-2,-2
12499,1,-2,-2
12500,1,-2,-2
12501,1,-2,-2
12502,0,-2,-2
12503,1,-1,-1
12504,0,-2,-2
12505,0,-1,-1
12506,0,-2,-2
12507,1,-2,-2
12508,1,-2,-2
12509,0,-2,-2
12510,0,-1,-1
12511,1,-2,-2
12512,1,-2,-2
12513,0,-2,-2
12514,0,-2,-2
12515,1,-2,-2
12516,1,-2,-2
12517,1,-2,-2
12518,1,-2,-2
12519,1,-2,-2
12520,0,-2,-2
12521,0,-2,-2
12522,0,-2,-2
12523,0,-2,-2
12524,0,-2,-2
12525,1,-2,-2
12526,1,-2,-2
12527,1,-2,-2
12528,0,-2,-2
12529,1,-2,-2
12530,1,-1,-1
12531,1,-2,-2
12532,1,-2,-2
12533,0,-2,-2
12534,0,-1,-1
12535,0,-1,-1
12536,1,-1,-1
12537,0,-2,-2
12538,1,-2,-2
12539,0,-2,-2
12540,0,-2,-2
12541,0,-2,-2
12542,1,-2,-2
12543,1,-2,-2
12544,1,-2,-2
12545,1,-1,-1
12546,0,-2,-2
12547,0,-2,-2
12548,0,-2,-2
12549,1,-2,-2
12550,0,-2,-2
12551,0,-2,-2
12552,1,-1,-1
12553,1,-2,-2
12554,0,-2,-2
12555,0,-2,-2
12556,0,-1,-1
12557,0,-2,-2
12558,0,-2,-2
12559,1,-2,-2
12560,1,-2,-2
12561,0,-2,-2
12562,0,-2,-2
12563,0,-2,-2
12564,0,-2,-2
12565,1,-2,-2
12566,0,-1,-1
12567,0,-2,-2
12568,0,-2,-2
12569,1,-2,-2
12570,0,-2,-2
12571,0,-2,-2
12572,1,-2,-2
12573,0,-2,-2
12574,1,-1,-1
12575,1,-1,-1
12576,1,-2,-2
12577,0,-1,-1
12578,1,-2,-2
12579,1,-2,-2
12580,0,-2,-2
12581,1,-1,-1
12582,0,-2,-2
12583,1,-2,-2
12584,0,-2,-2
12585,1,-2,-2
12586,1,-2,-2
12587,1,-2,-2
12588,0,-2,-2
12589,1,-2,-2
12590,0,-2,-2
12591,0,-2,-2
12592,0,-2,-2
12593,0,-2,-2
12594,0,-2,-2
12595,1,-2,-2
12596,0,-2,-2
12597,0,-2,-2
12598,0,-2,-2
12599,1,-2,-2
12600,0,-2,-2
12601,1,-2,-2
12602,0,-2,-2
12603,0,-2,-2
12604,1,-2,-2
12605,1,-2,-2
12606,0,-1,-1
12607,1,-2,-2
12608,1,-2,-2
12609,0,-2,-2
12610,0,-2,-2
12611,0,-2,-2
12612,0,-2,-2
12613,0,-2,-2
12614,1,-2,-2
12615,0,-2,-2
12616,1,-2,-2
12617,0,-2,-2
12618,0,-2,-2
12619,0,-1,-1
12620,0,-2,-2
12621,1,-2,-2
12622,1,-2,-2
12623,0,-2,-2
12624,1,-2,-2
12625,0,-2,-2
12626,1,-2,-2
12627,0,-1,-1
12628,1,-2,-2
12629,1,-2,-2
12630,1,-2,-2
12631,1,-2,-2
12632,1,-2,-2
12633,0,-2,-2
12634,0,-2,-2
12635,0,-1,-1
12636,0,-2,-2
12637,1,-1,-1
12638,0,-2,-2
12639,1,-2,-2
12640,0,-1,-1
12641,1,-2,-2
12642,0,-2,-2
12643,0,-2,-2
12644,0,-2,-2
12645,0,-2,-2
12646,1,-2,-2
12647,1,-2,-2
12648,1,-2,-2
12649,0,-2,-2
12650,0,-1,-1
12651,1,-2,-2
12652,1,-2,-2
12653,1,-2,-2
12654,0,-1,-1
12655,0,-1,-1
12656,1,-2,-2
12657,0,-2,-2
12658,1,-2,-2
12659,0,-1,-1
12660,0,-1,-1
12661,1,-2,-2
12662,1,-2,-2
12663,0,-2,-2
12664,1,-2,-2
12665,1,-1,-1
12666,0,-2,-2
12667,1,-2,-2
12668,0,-2,-2
12669,0,-2,-2
12670,1,-1,-1
12671,0,-2,-2
12672,0,-2,-2
12673,1,-2,-2
12674,0,-2,-2
12675,1,-2,-2
12676,1,-2,-2
12677,0,-1,-1
12678,0,-2,-2
12679,1,-2,-2
12680,1,-2,-2
12681,0,-2,-2
12682,1,-2,-2
12683,1,-2,-2
12684,1,-2,-2
12685,0,-2,-2
12686,0,-1,-1
12687,0,-2,-2
12688,0,-2,-2
12689,0,-2,-2
12690,1,-2,-2
12691,1,-2,-2
12692,0,-2,-2
12693,1,-2,-2
12694,0,-2,-2
12695,1,-2,-2
12696,1,-1,-1
12697,1,-2,-2
12698,1,-2,-2
12699,1,-2,-2
12700,1,-1,-1
12701,0,-2,-2
12702,1,-2,-2
12703,1,-2,-2
12704,0,-2,-2
12705,1,-2,-2
12706,1,-2,-2
12707,0,-1,-1
12708,1,-1,-1
12709,0,-2,-2
12710,0,-1,-1
12711,1,-2,-2
12712,0,-2,-2
12713,0,-2,-2
12714,1,-2,-2
12715,0,-2,-2
12716,0,-2,-2
12717,1,-2,-2
12718,1,-2,-2
12719,0,-2,-2
12720,0,-2,-2
12721,1,-2,-2
12722,1,-2,-2
12723,1,-2,-2
12724,0,-2,-2
12725,0,-1,-1
12726,1,-2,-2
12727,0,-2,-2
12728,0,-2,-2
12729,0,-2,-2
12730,0,-1,-1
12731,0,-1,-1
12732,1,-2,-2
12733,1,-1,-1
12734,0,-1,-1
12735,0,-2,-2
12736,0,-1,-1
12737,1,-1,-1
12738,0,-2,-2
12739,0,-2,-2
12740,0,-2,-2
12741,0,-2,-2
12742,1,-2,-2
12743,1,-2,-2
12744,1,-2,-2
12745,1,-2,-2
12746,1,-2,-2
12747,0,-2,-2
12748,1,-2,-2
12749,1,-2,-2
12750,1,-2,-2
12751,0,-1,-1
12752,1,-2,-2
12753,0,-2,-2
12754,1,-2,-2
12755,1,-2,-2
12756,0,-1,-1
12757,1,-2,-2
12758,1,-1,-1
12759,0,-2,-2
12760,1,-2,-2
12761,0,-2,-2
12762,0,-2,-2
12763,0,-2,-2
12764,1,-1,-1
12765,1,-2,-2
12766,0,-2,-2
12767,1,-1,-1
12768,1,-2,-2
12769,1,-2,-2
12770,1,-2,-2
12771,1,-2,-2
12772,1,-2,-2
12773,1,-2,-2
12774,1,-2,-2
12775,0,-1,-1
12776,1,-2,-2
12777,0,-2,-2
12778,1,-2,-2
12779,1,-2,-2
12780,0,-1,-1
12781,0,-2,-2
12782,0,-1,-1
12783,1,-2,-2
12784,0,-2,-2
12785,0,-2,-2
12786,0,-2,-2
12787,0,-2,-2
12788,0,-2,-2
12789,1,-2,-2
12790,1,-2,-2
12791,0,-2,-2
12792,0,-2,-2
12793,0,-2,-2
12794,1,-2,-2
12795,0,-1,-1
12796,0,-2,-2
12797,1,-2,-2
12798,1,-2,-2
12799,1,-1,-1
12800,1,-2,-2
12801,0,-1,-1
12802,1,-1,-1
12803,0,-2,-2
12804,1,-1,-1
12805,1,-2,-2
12806,0,-2,-2
12807,0,-2,-2
12808,1,-1,-1
12809,1,-1,-1
12810,1,-2,-2
12811,1,-2,-2
12812,0,-2,-2
12813,1,-2,-2
12814,0,-2,-2
12815,0,-2,-2
12816,1,-1,-1
12817,0,-2,-2
12818,1,-2,-2
12819,0,-1,-1
12820,1,-2,-2
12821,1,-1,-1
12822,1,-2,-2
12823,1,-2,-2
12824,0,-2,-2
12825,0,-1,-1
12826,1,-2,-2
12827,0,-2,-2
12828,0,-2,-2
12829,1,-1,-1
12830,1,-2,-2
12831,0,-2,-2
12832,0,-2,-2
12833,1,-2,-2
12834,0,-2,-2
12835,1,-2,-2
12836,0,-1,-1
12837,0,-2,-2
12838,1,-2,-2
12839,0,-2,-2
12840,0,-2,-2
12841,0,-2,-2
12842,0,-2,-2
12843,1,-2,-2
12844,1,-2,-2
12845,0,-2,-2
12846,0,-2,-2
12847,0,-2,-2
12848,1,-1,-1
12849,1,-1,-1
12850,1,-2,-2
12851,1,-2,-2
12852,1,-2,-2
12853,0,-2,-2
12854,1,-2,-2
12855,1,-1,-1
12856,1,-2,-2
12857,0,-2,-2
12858,0,-1,-1
12859,0,-2,-2
12860,0,-2,-2
12861,0,-2,-2
12862,1,-2,-2
12863,0,-2,-2
12864,0,-2,-2
12865,1,-2,-2
12866,0,-2,-2
12867,0,-2,-2
12868,0,-2,-2
12869,1,-1,-1
12870,1,-2,-2
12871,1,-1,-1
12872,1,-1,-1
12873,0,-1,-1
12874,1,-2,-2
12875,0,-2,-2
12876,0,-2,-2
12877,0,-2,-2
12878,0,-1,-1
12879,0,-2,-2
12880,1,-2,-2
12881,1,-2,-2
12882,0,-1,-1
12883,0,-2,-2
12884,0,-1,-1
12885,1,-2,-2
12886,0,-2,-2
12887,1,-2,-2
12888,0,-2,-2
12889,0,-2,-2
12890,0,-2,-2
12891,1,-2,-2
12892,1,-2,-2
12893,1,-1,-1
12894,1,-1,-1
12895,1,-2,-2
12896,1,-2,-2
12897,1,-2,-2
12898,1,-2,-2
12899,1,-2,-2
12900,0,-2,-2
12901,0,-2,-2
12902,0,-2,-2
12903,0,-2,-2
12904,0,-2,-2
12905,1,-2,-2
12906,0,-2,-2
12907,0,-2,-2
12908,0,-2,-2
12909,0,-2,-2
12910,0,-1,-1
12911,1,-1,-1
12912,1,-2,-2
12913,1,-2,-2
12914,1,-2,-2
12915,1,-2,-2
12916,1,-2,-2
12917,1,-2,-2
12918,1,-2,-2
12919,1,-2,-2
12920,1,-2,-2
12921,1,-2,-2
12922,0,-2,-2
12923,1,-2,-2
12924,1,-1,-1
12925,1,-2,-2
12926,1,-2,-2
12927,0,-1,-1
12928,1,-2,-2
12929,1,-2,-2
12930,0,-2,-2
12931,1,-1,-1
12932,1,-2,-2
12933,1,-2,-2
12934,0,-2,-2
12935,1,-2,-2
12936,0,-2,-2
12937,0,-1,-1
12938,0,-2,-2
12939,0,-1,-1
12940,1,-1,-1
12941,1,-2,-2
12942,0,-1,-1
12943,0,-2,-2
12944,1,-2,-2
12945,1,-2,-2
12946,0,-2,-2
12947,0,-2,-2
12948,0,-2,-2
12949,0,-2,-2
12950,1,-2,-2
12951,0,-2,-2
12952,0,-2,-2
12953,0,-2,-2
12954,1,-1,-1
12955,0,-2,-2
12956,0,-2,-2
12957,0,-2,-2
12958,1,-2,-2
12959,0,-1,-1
12960,0,-2,-2
12961,1,-2,-2
12962,1,-2,-2
12963,1,-2,-2
12964,1,-2,-2
12965,0,-2,-2
12966,0,-2,-2
12967,0,-2,-2
12968,0,-2,-2
12969,1,-1,-1
12970,1,-1,-1
12971,0,-2,-2
12972,0,-2,-2
12973,1,-2,-2
12974,1,-1,-1
12975,0,-2,-2
12976,0,-2,-2
12977,1,-2,-2
12978,1,-2,-2
12979,1,-2,-2
12980,0,-2,-2
12981,0,-1,-1
12982,1,-1,-1
12983,0,-1,-1
12984,0,-2,-2
12985,0,-2,-2
12986,0,-2,-2
12987,1,-2,-2
12988,1,-2,-2
12989,0,-2,-2
12990,1,-1,-1
12991,1,-2,-2
12992,0,-2,-2
12993,0,-2,-2
12994,0,-2,-2
12995,1,-2,-2
12996,1,-2,-2
12997,1,-2,-2
12998,0,-2,-2
12999,1,-2,-2
13000,1,-2,-2
13001,0,-2,-2
13002,1,-2,-2
13003,1,-1,-1
13004,0,-2,-2
13005,1,-2,-2
13006,1,-1,-1
13007,1,-2,-2
13008,0,-2,-2
13009,1,-2,-2
13010,1,-2,-2
13011,0,-2,-2
13012,1,-2,-2
13013,1,-1,-1
13014,0,-1,-1
13015,1,-1,-1
13016,0,-2,-2
13017,1,-2,-2
13018,1,-1,-1
13019,0,-2,-2
13020,0,-2,-2
13021,0,-2,-2
13022,1,-2,-2
13023,0,-2,-2
13024,1,-1,-1
13025,1,-2,-2
13026,0,-2,-2
13027,0,-2,-2
13028,1,-1,-1
13029,0,-2,-2
13030,0,-2,-2
13031,1,-1,-1
13032,0,-2,-2
13033,0,-2,-2
13034,1,-2,-2
13035,0,-2,-2
13036,0,-2,-2
13037,0,-2,-2
13038,1,-2,-2
13039,0,-2,-2
13040,1,-2,-2
13041,1,-2,-2
13042,1,-2,-2
13043,0,-1,-1
13044,0,-2,-2
13045,1,-2,-2
13046,1,-2,-2
13047,1,-2,-2
13048,1,-2,-2
13049,0,-2,-2
13050,0,-1,-1
13051,1,-1,-1
13052,1,-2,-2
13053,1,-1,-1
13054,1,-2,-2
13055,0,-2,-2
13056,0,-2,-2
13057,0,-2,-2
13058,1,-2,-2
13059,1,-2,-2
13060,1,-2,-2
13061,1,-2,-2
13062,1,-2,-2
13063,0,-2,-2
13064,0,-2,-2
13065,0,-2,-2
13066,0,-2,-2
13067,1,-2,-2
13068,1,-2,-2
13069,0,-2,-2
13070,1,-2,-2
13071,1,-2,-2
13072,1,-2,-2
13073,1,-2,-2
13074,0,-2,-2
13075,1,-2,-2
13076,1,-2,-2
13077,0,-2,-2
13078,0,-2,-2
13079,0,-1,-1
13080,1,-2,-2
13081,0,-2,-2
13082,0,-2,-2
13083,0,-2,-2
13084,1,-2,-2
13085,0,-2,-2
13086,1,-2,-2
13087,0,-2,-2
13088,1,-2,-2
13089,0,-2,-2
13090,0,-2,-2
13091,1,-2,-2
13092,0,-2,-2
13093,1,-2,-2
13094,0,-2,-2
13095,1,-2,-2
13096,1,-2,-2
13097,1,-2,-2
13098,0,-2,-2
13099,0,-2,-2
13100,1,-2,-2
13101,0,-2,-2
13102,0,-2,-2
13103,0,-2,-2
13104,0,-2,-2
13105,0,-1,-1
13106,1,-2,-2
13107,1,-2,-2
13108,0,-2,-2
13109,0,-2,-2
13110,0,-2,-2
13111,1,-2,-2
13112,0,-2,-2
13113,1,-2,-2
13114,0,-2,-2
13115,0,-2,-2
13116,0,-2,-2
13117,1,-2,-2
13118,0,-1,-1
13119,0,-2,-2
13120,0,-2,-2
13121,1,-2,-2
13122,0,-1,-1
13123,0,-2,-2
13124,1,-2,-2
13125,1,-2,-2
13126,1,-2,-2
13127,1,-2,-2
13128,0,-1,-1
13129,0,-2,-2
13130,0,-1,-1
13131,1,-2,-2
13132,0,-2,-2
13133,0,-2,-2
13134,0,-2,-2
13135,0,-1,-1
13136,1,-2,-2
13137,1,-1,-1
13138,0,-2,-2
13139,1,-2,-2
13140,0,-2,-2
13141,0,-2,-2
13142,1,-1,-1
13143,1,-1,-1
13144,1,-2,-2
13145,0,-2,-2
13146,1,-2,-2
13147,0,-2,-2
13148,0,-1,-1
13149,0,-1,-1
13150,1,-2,-2
13151,0,-2,-2
13152,1,-2,-2
13153,1,-2,-2
13154,0,-2,-2
13155,0,-1,-1
13156,1,-1,-1
13157,1,-2,-2
13158,1,-1,-1
13159,1,-1,-1
13160,1,-2,-2
13161,1,-2,-2
13162,0,-2,-2
13163,0,-2,-2
13164,1,-2,-2
13165,0,-2,-2
13166,1,-2,-2
13167,1,-1,-1
13168,1,-2,-2
13169,0,-2,-2
13170,0,-2,-2
13171,0,-2,-2
13172,1,-1,-1
13173,0,-2,-2
13174,1,-2,-2
13175,1,-1,-1
13176,1,-2,-2
13177,0,-1,-1
13178,0,-2,-2
13179,0,-1,-1
13180,1,-2,-2
13181,0,-2,-2
13182,1,-2,-2
13183,1,-2,-2
13184,1,-2,-2
13185,1,-2,-2
13186,1,-2,-2
13187,0,-1,-1
13188,0,-2,-2
13189,1,-2,-2
13190,1,-2,-2
13191,1,-2,-2
13192,1,-2,-2
13193,0,-2,-2
13194,0,-1,-1
13195,0,-2,-2
13196,1,-2,-2
13197,0,-2,-2
13198,0,-2,-2
13199,0,-1,-1
13200,0,-1,-1
13201,1,-1,-1
13202,1,-2,-2
13203,1,-2,-2
13204,1,-1,-1
13205,1,-2,-2
13206,1,-2,-2
13207,1,-2,-2
13208,0,-2,-2
13209,1,-2,-2
13210,1,-2,-2
13211,0,-1,-1
13212,1,-1,-1
13213,0,-1,-1
13214,0,-2,-2
13215,1,-2,-2
13216,0,-2,-2
13217,0,-2,-2
13218,0,-2,-2
13219,1,-2,-2
13220,0,-2,-2
13221,0,-2,-2
13222,1,-2,-2
13223,1,-2,-2
13224,1,-2,-2
13225,1,-1,-1
13226,1,-2,-2
13227,0,-2,-2
13228,0,-2,-2
13229,1,-2,-2
13230,0,-2,-2
13231,0,-2,-2
13232,0,-1,-1
13233,0,-2,-2
13234,0,-2,-2
13235,0,-2,-2
13236,0,-2,-2
13237,0,-1,-1
13238,0,-2,-2
13239,1,-1,-1
13240,0,-2,-2
13241,0,-2,-2
13242,1,-2,-2
13243,1,-2,-2
13244,1,-1,-1
13245,1,-2,-2
13246,1,-2,-2
13247,0,-2,-2
13248,0,-2,-2
13249,1,-1,-1
13250,0,-2,-2
13251,1,-2,-2
13252,1,-2,-2
13253,1,-2,-2
13254,1,-1,-1
13255,1,-2,-2
13256,1,-2,-2
13257,1,-2,-2
13258,1,-2,-2
13259,0,-2,-2
13260,1,-2,-2
13261,1,-1,-1
13262,1,-1,-1
13263,0,-2,-2
13264,0,-2,-2
13265,0,-2,-2
13266,0,-2,-2
13267,0,-2,-2
13268,0,-1,-1
13269,0,-2,-2
13270,0,-1,-1
13271,0,-2,-2
13272,1,-1,-1
13273,1,-2,-2
13274,0,-1,-1
13275,1,-2,-2
