property,anova_f_stat,anova_p_val,kruskal_h_stat,kruskal_p_val,mutual_info,algorithm
stopping_time,0.18548370392527588,0.66670423531948,1.1811160819451545,0.2771289005498616,0.0029363416128018738,KMeans (k=2)
total_stopping_time,4.510724161218639,0.03368787245016743,4.594860999404885,0.032067943082403114,0.0008501345901503754,KMeans (k=2)
maximum_excursion,5.977244542711134e-06,0.9980493112947353,0.9894894696379173,0.3198671845861718,0.0,KMeans (k=2)
binary_length,0.10164910382776306,0.7498608805807823,0.12750655013014772,0.7210314723496276,0.002673837063803086,KMeans (k=2)
level_set,0.07174824146067128,0.7888092498409934,0.576325753417925,0.4477561228363861,0.0016188880522285398,KMeans (k=2)
distance_from_root,0.07174824146067128,0.7888092498409934,0.576325753417925,0.4477561228363861,0.0016188880522285398,KMeans (k=2)
in_degree,1.2143364971169421,0.27048029172815363,1.0195778873405807,0.3126191563774947,0.004802055872342281,KMeans (k=2)
ancestor_count,1.2293124528501618,0.2675461244616376,1.0208712418265444,0.31231243725969904,0.004978350022636802,KMeans (k=2)
