node,stopping_time,total_stopping_time,maximum_excursion,binary_length,parity_vector_length,in_degree,out_degree,distance_from_root,ancestor_count,branching_factor,ollivier_ricci,branching_entropy,ancestor_density_k2,local_potential,flow_energy
4372,1,33,4372,13,33,2,1,33,3,2,0.6031746031746031,0.6365141682928128,0.75,41.30340578790453,1.6874019747307807
4373,3,33,13120,13,33,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4374,1,77,10528,13,77,1,1,-1,2,1,0.7333333333333334,0.0,1.0,24.509268424289214,0.48045301391819906
4375,8,77,29536,13,77,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4376,1,33,4376,13,33,1,1,33,2,1,0.6190476190476191,0.0,0.6666666666666666,41.30340578790453,1.2069489608125925
4377,3,77,14776,13,77,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4378,1,33,6568,13,33,2,1,33,3,2,0.6031746031746031,0.6365141682928128,0.75,41.30340578790453,1.6874019747307965
4379,26,214,250504,13,214,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4380,1,77,7396,13,77,1,1,77,2,1,0.7333333333333334,0.0,1.0,93.66989550362624,0.4804530139182237
4381,3,77,13144,13,77,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4382,1,77,22192,13,77,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,5.493061443340549,1.2069489608125827
4383,16,77,66580,13,77,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4384,1,95,9232,13,95,2,1,95,3,2,0.6031746031746031,0.6365141682928128,0.75,116.6094194966218,1.687401974730812
4385,3,139,13156,13,139,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4386,1,139,9232,13,139,1,1,139,2,1,0.7333333333333334,0.0,1.0,169.8389554296989,0.480453013918204
4387,6,139,19744,13,139,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4388,1,139,9232,13,139,1,1,139,2,1,0.6190476190476191,0.0,0.6666666666666666,170.1266375021507,1.2069489608125767
4389,3,139,13168,13,139,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4390,1,139,9880,13,139,2,1,139,3,2,0.6031746031746031,0.6365141682928128,0.75,169.8389554296989,1.6874019747307807
4391,13,170,33352,13,170,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4392,1,95,9232,13,95,1,1,95,2,1,0.7333333333333334,0.0,1.0,116.03405535171824,0.480453013918204
4393,3,139,50056,13,139,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4394,1,95,9232,13,95,1,1,95,2,1,0.6666666666666666,0.0,0.6666666666666666,116.03405535171824,1.2069489608125767
4395,8,126,19780,13,126,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4396,1,33,4948,13,33,2,1,33,3,2,0.6031746031746031,0.6365141682928128,0.75,41.30340578790453,1.6874019747307807
4397,3,33,13192,13,33,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4398,1,33,14848,13,33,1,1,-1,2,1,0.7333333333333334,0.0,1.0,5.493061443340549,0.48045301391820155
4399,52,100,67768,13,100,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4400,1,95,9232,13,95,1,1,95,2,1,0.6190476190476191,0.0,0.6666666666666666,116.6094194966218,1.206948960812608
4401,3,139,13204,13,139,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4402,1,139,9232,13,139,2,1,139,3,2,0.6031746031746031,0.6365141682928128,0.75,169.8389554296989,1.6874019747307807
4403,6,139,19816,13,139,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4404,1,95,9232,13,95,1,1,95,2,1,0.7333333333333334,0.0,1.0,116.32173742417002,0.480453013918204
4405,3,95,13216,13,95,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4406,1,51,25108,13,51,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,8.788898309344878,1.2069489608125807
4407,8,51,29752,13,51,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4408,1,46,4408,13,46,2,1,46,3,2,0.6031746031746031,0.6365141682928128,0.75,57.311457975300605,1.6874019747307807
4409,3,77,80512,13,77,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4410,1,46,6616,13,46,1,1,46,2,1,0.7333333333333334,0.0,1.0,56.736093830397046,0.480453013918204
4411,11,46,22336,13,46,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4412,1,46,11176,13,46,1,1,-1,2,1,0.6190476190476191,0.0,0.6666666666666666,9.65194452670022,1.2069489608125807
4413,3,46,13240,13,46,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4414,1,170,190996,13,170,2,1,-1,3,2,0.6031746031746031,0.6365141682928128,0.75,5.78074351579233,1.6874019747307842
4415,44,170,190996,13,170,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4416,1,20,4416,13,20,1,1,20,2,1,0.7333333333333334,0.0,1.0,24.43230738315308,0.480453013918204
4417,3,95,13252,13,95,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4418,1,77,9448,13,77,1,1,77,2,1,0.6666666666666666,0.0,0.6666666666666666,93.95757757607802,1.2069489608125767
4419,6,77,19888,13,77,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4420,1,95,9232,13,95,2,1,95,3,2,0.6031746031746031,0.6365141682928128,0.75,116.6094194966218,1.687401974730812
4421,3,95,13264,13,95,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4422,1,95,9952,13,95,1,1,95,2,1,0.7333333333333334,0.0,1.0,116.03405535171825,0.4804530139181843
4423,34,77,85048,13,77,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4424,1,139,9232,13,139,1,1,139,2,1,0.6190476190476191,0.0,0.6666666666666666,169.26359128479533,1.2069489608126394
4425,3,46,22408,13,46,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4426,1,139,9232,13,139,2,1,139,3,2,0.6031746031746031,0.6365141682928128,0.75,169.26359128479533,1.6874019747308828
4427,8,95,19924,13,95,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4428,1,139,9232,13,139,1,1,139,2,1,0.7333333333333334,0.0,1.0,169.26359128479533,0.4804530139182434
4429,3,139,13288,13,139,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4430,1,121,345544,13,121,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,5.493061443340549,1.2069489608125827
4431,13,121,345544,13,121,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4432,1,20,4432,13,20,2,1,20,3,2,0.6031746031746031,0.6365141682928128,0.75,25.295353600508424,1.6874019747307758
4433,3,139,18952,13,139,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4434,1,77,95956,13,77,1,1,-1,2,1,0.7333333333333334,0.0,1.0,9.07658038179666,0.48045301391819906
4435,6,77,95956,13,77,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4436,1,20,4436,13,20,1,1,20,2,1,0.6190476190476191,0.0,0.6666666666666666,25.295353600508424,1.2069489608125767
4437,3,20,13312,13,20,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4438,1,95,9988,13,95,2,1,95,3,2,0.6031746031746031,0.6365141682928128,0.75,115.17100913436289,1.687401974730812
4439,8,95,29968,13,95,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4440,1,33,4440,13,33,1,1,33,2,1,0.7333333333333334,0.0,1.0,40.72804164300097,0.480453013918204
4441,3,183,250504,13,183,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4442,1,33,6664,13,33,1,1,33,2,1,0.6666666666666666,0.0,0.6666666666666666,40.72804164300097,1.2069489608125767
4443,16,95,33748,13,95,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4444,1,33,7504,13,33,2,1,33,3,2,0.6031746031746031,0.6365141682928128,0.75,40.72804164300097,1.6874019747307807
4445,3,33,13336,13,33,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4446,1,183,250504,13,183,1,1,-1,2,1,0.7333333333333334,0.0,1.0,3.295836866004329,0.48045301391820155
4447,13,183,250504,13,183,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4448,1,46,4448,13,46,1,1,46,2,1,0.6190476190476191,0.0,0.6666666666666666,57.023775902848826,1.2069489608125925
4449,3,69,16900,13,69,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4450,1,139,9232,13,139,2,1,139,3,2,0.6031746031746031,0.6365141682928128,0.75,169.5512733572471,1.6874019747307807
4451,6,139,20032,13,139,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4452,1,139,9232,13,139,1,1,139,2,1,0.7333333333333334,0.0,1.0,169.8389554296989,0.480453013918204
4453,3,139,13360,13,139,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4454,1,139,10024,13,139,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,3.295836866004329,1.2069489608125827
4455,21,95,114208,13,95,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4456,1,46,4456,13,46,2,1,46,3,2,0.6031746031746031,0.6365141682928128,0.75,57.311457975300605,1.6874019747307807
4457,3,46,33856,13,46,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4458,1,46,6688,13,46,1,1,46,2,1,0.7333333333333334,0.0,1.0,56.736093830397046,0.480453013918204
4459,8,46,20068,13,46,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4460,1,95,14308,13,95,1,1,-1,2,1,0.6190476190476191,0.0,0.6666666666666666,20.63806741338132,1.2069489608125845
4461,3,95,14308,13,95,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4462,1,95,15064,13,95,2,1,-1,3,2,0.6031746031746031,0.6365141682928128,0.75,3.58351893845611,1.6874019747307842
4463,16,46,50848,13,46,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4464,1,46,4464,13,46,1,1,46,2,1,0.7333333333333334,0.0,1.0,56.736093830397046,0.480453013918204
4465,3,46,13396,13,46,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4466,1,139,9232,13,139,1,1,139,2,1,0.6666666666666666,0.0,0.6666666666666666,168.97590921234354,1.2069489608126394
4467,6,139,20104,13,139,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4468,1,46,4468,13,46,2,1,46,3,2,0.6031746031746031,0.6365141682928128,0.75,57.311457975300605,1.6874019747307807
4469,3,46,13408,13,46,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4470,1,46,11320,13,46,1,1,-1,2,1,0.7333333333333334,0.0,1.0,3.295836866004329,0.48045301391820155
4471,8,46,30184,13,46,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4472,1,90,8080,13,90,1,1,90,2,1,0.6190476190476191,0.0,0.6666666666666666,109.1025835461188,1.206948960812608
4473,3,95,86020,13,95,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4474,1,90,8080,13,90,2,1,90,3,2,0.6031746031746031,0.6365141682928128,0.75,109.1025835461188,1.687401974730812
4475,13,139,22660,13,139,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4476,1,90,17008,13,90,1,1,-1,2,1,0.7333333333333334,0.0,1.0,9.07658038179666,0.48045301391819906
4477,3,90,17008,13,90,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4478,1,139,51028,13,139,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,3.295836866004329,1.2069489608125827
4479,19,139,153088,13,139,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4480,1,20,4480,13,20,2,1,20,3,2,0.6031746031746031,0.6365141682928128,0.75,25.583035672960204,1.6874019747307885
4481,3,46,13444,13,46,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4482,1,46,6724,13,46,1,1,46,2,1,0.7333333333333334,0.0,1.0,56.16072968549349,0.48045301391819417
4483,6,46,20176,13,46,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4484,1,46,4484,13,46,1,1,46,2,1,0.6190476190476191,0.0,0.6666666666666666,57.023775902848826,1.2069489608125925
4485,3,46,13456,13,46,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4486,1,46,10096,13,46,2,1,-1,3,2,0.6031746031746031,0.6365141682928128,0.75,3.58351893845611,1.6874019747307842
4487,11,46,30292,13,46,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4488,1,46,4488,13,46,1,1,46,2,1,0.7333333333333334,0.0,1.0,56.736093830397046,0.480453013918204
4489,3,90,25576,13,90,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4490,1,46,6736,13,46,1,1,46,2,1,0.6666666666666666,0.0,0.6666666666666666,56.736093830397046,1.2069489608125767
4491,8,183,138400,13,183,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4492,1,46,5056,13,46,2,1,46,3,2,0.6031746031746031,0.6365141682928128,0.75,57.02377590284883,1.6874019747307554
4493,3,46,13480,13,46,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4494,1,77,15172,13,77,1,1,-1,2,1,0.7333333333333334,0.0,1.0,3.295836866004329,0.48045301391820155
4495,11,77,45520,13,77,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4496,1,46,4496,13,46,1,1,46,2,1,0.6190476190476191,0.0,0.6666666666666666,57.311457975300605,1.2069489608125767
4497,3,46,13492,13,46,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4498,1,46,11392,13,46,2,1,-1,3,2,0.6031746031746031,0.6365141682928128,0.75,9.07658038179666,1.6874019747307798
4499,6,46,20248,13,46,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4500,1,46,4500,13,46,1,1,46,2,1,0.7333333333333334,0.0,1.0,57.02377590284883,0.48045301391819417
4501,3,46,13504,13,46,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4502,1,38,10132,13,38,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,3.295836866004329,1.2069489608125827
4503,8,38,30400,13,38,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4504,1,46,4504,13,46,2,1,46,3,2,0.6031746031746031,0.6365141682928128,0.75,57.599140047752385,1.6874019747307807
4505,3,38,15208,13,38,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4506,1,46,6760,13,46,1,1,46,2,1,0.7333333333333334,0.0,1.0,57.02377590284883,0.48045301391819417
4507,21,90,61720,13,90,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4508,1,139,21688,13,139,1,1,-1,2,1,0.6190476190476191,0.0,0.6666666666666666,14.857323897588985,1.2069489608125807
4509,3,139,21688,13,139,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4510,1,139,22840,13,139,2,1,-1,3,2,0.6031746031746031,0.6365141682928128,0.75,3.58351893845611,1.6874019747307842
4511,32,152,250504,13,152,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4512,1,20,4512,13,20,1,1,20,2,1,0.7333333333333334,0.0,1.0,24.719989455604864,0.48045301391819906
4513,3,183,32560,13,183,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4514,1,38,6772,13,38,1,1,38,2,1,0.6666666666666666,0.0,0.6666666666666666,46.50878515879329,1.2069489608125925
4515,6,38,20320,13,38,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4516,1,38,8584,13,38,2,1,38,3,2,0.6031746031746031,0.6365141682928128,0.75,46.79646723124507,1.6874019747307807
4517,3,38,13552,13,38,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4518,1,38,10168,13,38,1,1,-1,2,1,0.7333333333333334,0.0,1.0,3.295836866004329,0.48045301391820155
4519,16,90,34324,13,90,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4520,1,20,4520,13,20,1,1,20,2,1,0.6190476190476191,0.0,0.6666666666666666,25.295353600508424,1.2069489608125845
4521,3,183,77272,13,183,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4522,1,20,6784,13,20,2,1,20,3,2,0.6031746031746031,0.6365141682928128,0.75,25.295353600508424,1.6874019747307836
4523,8,90,28996,13,90,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4524,1,38,5092,13,38,1,1,38,2,1,0.7333333333333334,0.0,1.0,46.79646723124507,0.480453013918204
4525,3,38,13576,13,38,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4526,1,38,15280,13,38,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,3.295836866004329,1.2069489608125827
4527,13,38,45844,13,38,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4528,1,64,9232,13,64,2,1,64,3,2,0.6031746031746031,0.6365141682928128,0.75,78.52488953358548,1.6874019747307298
4529,3,64,13588,13,64,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4530,1,64,9232,13,64,1,1,64,2,1,0.7333333333333334,0.0,1.0,77.66184331623013,0.480453013918204
4531,6,64,20392,13,64,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4532,1,64,9232,13,64,1,1,64,2,1,0.6190476190476191,0.0,0.6666666666666666,78.52488953358548,1.2069489608125457
4533,3,64,13600,13,64,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4534,1,90,39364,13,90,2,1,-1,3,2,0.6031746031746031,0.6365141682928128,0.75,3.58351893845611,1.6874019747307842
4535,8,90,39364,13,90,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4536,1,64,9232,13,64,1,1,64,2,1,0.7333333333333334,0.0,1.0,78.23720746113369,0.480453013918204
4537,3,64,15316,13,64,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4538,1,64,9232,13,64,1,1,64,2,1,0.6666666666666666,0.0,0.6666666666666666,78.23720746113369,1.2069489608125767
4539,11,183,1276936,13,183,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4540,1,64,14560,13,64,2,1,-1,3,2,0.6031746031746031,0.6365141682928128,0.75,9.36426245424844,1.6874019747307822
4541,3,64,14560,13,64,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4542,1,64,34504,13,64,1,1,-1,2,1,0.7333333333333334,0.0,1.0,3.295836866004329,0.48045301391820155
4543,29,183,1276936,13,183,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4544,1,108,9232,13,108,1,1,108,2,1,0.6190476190476191,0.0,0.6666666666666666,132.3297896115661,1.2069489608125767
4545,3,139,41524,13,139,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4546,1,139,65608,13,139,2,1,-1,3,2,0.6031746031746031,0.6365141682928128,0.75,14.857323897588987,1.6874019747307798
4547,6,139,65608,13,139,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4548,1,20,4548,13,20,1,1,20,2,1,0.7333333333333334,0.0,1.0,25.007671528056644,0.48045301391819906
4549,3,20,13648,13,20,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4550,1,20,10240,13,20,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,3.295836866004329,1.2069489608125827
4551,13,183,83104,13,183,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4552,1,59,4552,13,59,2,1,59,3,2,0.6031746031746031,0.6365141682928128,0.75,72.74414601779314,1.6874019747307807
4553,3,152,23056,13,152,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4554,1,59,6832,13,59,1,1,59,2,1,0.7333333333333334,0.0,1.0,72.16878187288957,0.4804530139182237
4555,8,59,20500,13,59,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4556,1,59,5128,13,59,1,1,59,2,1,0.6190476190476191,0.0,0.6666666666666666,72.45646394534137,1.2069489608125457
4557,3,59,13672,13,59,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4558,1,152,25972,13,152,2,1,-1,3,2,0.6031746031746031,0.6365141682928128,0.75,3.58351893845611,1.6874019747307842
4559,19,152,46168,13,152,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4560,1,108,9232,13,108,1,1,108,2,1,0.7333333333333334,0.0,1.0,131.75442546666255,0.4804530139181646
4561,3,59,13684,13,59,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4562,1,152,17332,13,152,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,8.788898309344878,1.2069489608125807
4563,6,152,20536,13,152,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4564,1,108,9232,13,108,2,1,108,3,2,0.6031746031746031,0.6365141682928128,0.75,132.3297896115661,1.6874019747307807
4565,3,108,13696,13,108,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4566,1,59,13012,13,59,1,1,-1,2,1,0.7333333333333334,0.0,1.0,3.295836866004329,0.48045301391820155
4567,8,59,30832,13,59,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4568,1,33,4568,13,33,1,1,33,2,1,0.6190476190476191,0.0,0.6666666666666666,41.01572371545275,1.2069489608125925
4569,3,33,15424,13,33,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4570,1,33,6856,13,33,2,1,33,3,2,0.6031746031746031,0.6365141682928128,0.75,41.01572371545275,1.6874019747307965
4571,13,59,34720,13,59,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4572,1,33,7720,13,33,1,1,33,2,1,0.7333333333333334,0.0,1.0,40.44035957054919,0.480453013918204
4573,3,33,13720,13,33,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4574,1,121,250504,13,121,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,3.295836866004329,1.2069489608125827
4575,75,121,250504,13,121,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4576,1,108,9232,13,108,2,1,108,3,2,0.6031746031746031,0.6365141682928128,0.75,132.6174716840179,1.6874019747307807
4577,3,152,26080,13,152,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4578,1,108,9232,13,108,1,1,108,2,1,0.7333333333333334,0.0,1.0,131.46674339421077,0.480453013918204
4579,6,108,20608,13,108,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4580,1,152,9232,13,152,1,1,152,2,1,0.6190476190476191,0.0,0.6666666666666666,185.27164347219144,1.2069489608125767
4581,3,152,13744,13,152,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4582,1,152,10312,13,152,2,1,-1,3,2,0.6031746031746031,0.6365141682928128,0.75,3.58351893845611,1.6874019747307842
4583,44,90,223072,13,90,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4584,1,108,9232,13,108,1,1,108,2,1,0.7333333333333334,0.0,1.0,132.04210753911434,0.4804530139181646
4585,3,152,39184,13,152,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4586,1,108,9232,13,108,1,1,108,2,1,0.6666666666666666,0.0,0.6666666666666666,132.04210753911434,1.2069489608125143
4587,8,121,58804,13,121,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4588,1,59,5812,13,59,2,1,59,3,2,0.6031746031746031,0.6365141682928128,0.75,72.16878187288957,1.6874019747308318
4589,3,59,13768,13,59,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4590,1,59,15496,13,59,1,1,-1,2,1,0.7333333333333334,0.0,1.0,3.295836866004329,0.48045301391820155
4591,106,170,8153620,13,170,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4592,1,46,4592,13,46,1,1,46,2,1,0.6190476190476191,0.0,0.6666666666666666,57.311457975300605,1.2069489608125925
4593,3,108,13780,13,108,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4594,1,59,8728,13,59,2,1,59,3,2,0.6031746031746031,0.6365141682928128,0.75,71.59341772798601,1.687401974730812
4595,6,59,20680,13,59,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4596,1,46,4596,13,46,1,1,46,2,1,0.7333333333333334,0.0,1.0,57.02377590284883,0.48045301391819417
4597,3,46,13792,13,46,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4598,1,152,44224,13,152,1,1,-1,2,1,0.6666666666666666,0.0,0.6666666666666666,3.295836866004329,1.2069489608125827
4599,8,152,44224,13,152,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4600,1,46,13120,13,46,2,1,-1,3,2,0.6031746031746031,0.6365141682928128,0.75,15.720370114944329,1.6874019747307822
4601,3,59,17476,13,59,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4602,1,46,13120,13,46,1,1,-1,2,1,0.7333333333333334,0.0,1.0,15.145005970040767,0.48045301391820155
4603,16,121,95956,13,121,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4604,1,59,39364,13,59,1,1,-1,2,1,0.6190476190476191,0.0,0.6666666666666666,9.36426245424844,1.2069489608125807
4605,3,59,39364,13,59,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4606,1,59,118096,13,59,2,1,-1,3,2,0.6031746031746031,0.6365141682928128,0.75,3.58351893845611,1.6874019747307842
4607,78,152,1276936,13,152,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4608,1,28,4608,13,28,1,1,28,2,1,0.7333333333333334,0.0,1.0,33.79656983740153,0.480453013918204
4609,3,46,13828,13,46,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4610,1,108,9232,13,108,1,1,108,2,1,0.6666666666666666,0.0,0.6666666666666666,131.46674339421077,1.2069489608125767
4611,6,108,20752,13,108,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4612,1,152,9232,13,152,2,1,152,3,2,0.6031746031746031,0.6365141682928128,0.75,185.847007617095,1.6874019747308433
4613,3,152,13840,13,152,1,0,-1,2,1,0.8,0.0,0.6666666666666666,0.0,1.206948960812582
4614,1,152,10384,13,152,1,1,-1,2,1,0.7333333333333334,0.0,1.0,3.295836866004329,0.48045301391820155
4615,11,90,31156,13,90,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
4616,1,33,4616,13,33,1,1,33,2,1,0.6190476190476191,0.0,0.6666666666666666,41.01572371545276,1.2069489608125612
4617,3,108,23380,13,108,1,0,-1,2,1,1.0,0.0,1.0,0.0,0.4804530139182014
